rank,vx,vy,vz,base_label,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,context_mode_contribution,junction_mode_contribution,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus,junction_cluster_count,junction_orientation_dispersion,junction_score,junction_mixed_relabel_score,total_score
19,5,-13,4,planar,junction_like_mixed,22,-3.474898,1.008915,1.001298,1.723696,3.340510,3.551949,0.249705,0.666667,0.079604,1.470435,4,0.686536,0.751544,0.835836,3.704078
20,6,4,-1,corner_like,corner_like,204,2.253878,0.025324,0.203030,0.840997,0.571977,1.449959,0.281881,0.218245,0.392561,0.753941,2,0.557674,0.318402,0.366523,3.663172
21,6,-2,1,corner_like,corner_like,275,2.879421,0.398547,0.569146,0.593394,-0.358829,0.655860,0.090424,0.133429,0.411250,0.402177,2,0.422651,0.224544,0.142315,3.550751
22,-1,-8,5,linear,linear,25,-1.971618,0.713492,-0.455079,1.777671,3.691417,3.220075,0.336195,0.666667,0.058149,1.587197,3,0.488367,0.726006,0.802849,3.420615
23,6,2,2,corner_like,corner_like,161,2.762012,0.246134,0.881768,0.354662,0.236174,-0.356871,0.022491,0.435669,0.392541,0.642931,1,0.349068,0.000000,0.166932,3.414556
24,6,3,2,corner_like,corner_like,154,2.653074,0.183945,0.856212,0.351833,0.347768,-0.360816,0.027247,0.469982,0.392113,0.687098,1,0.415757,0.000000,0.200640,3.328350
25,6,0,2,corner_like,corner_like,147,2.253954,-0.006639,0.802068,0.221404,0.642255,-0.331663,0.084623,0.468237,0.353696,0.762635,1,0.511062,0.000000,0.266454,3.138573
26,6,-3,-1,corner_like,corner_like,184,-0.027718,-0.227208,0.613196,0.569285,1.695559,1.542738,0.403994,0.340637,0.256244,1.053426,2,0.817167,0.272456,0.483447,3.027281
27,-4,-8,8,linear,linear,47,0.529016,-0.167394,-0.379968,1.748685,1.626998,3.102643,0.287383,0.143939,0.105001,0.812967,3,0.552587,0.710660,0.593175,2.962610
28,6,2,-1,corner_like,corner_like,272,2.439848,-0.310652,0.223555,0.826474,-0.126627,1.460518,0.151851,0.194110,0.462882,0.551853,2,0.662631,0.288719,0.336835,2.860168
29,6,-3,1,corner_like,corner_like,276,2.803596,0.081246,0.390139,0.628945,-0.640507,0.535554,0.036439,0.137007,0.451003,0.333233,2,0.403330,0.209561,0.106306,2.541083
30,6,-3,2,corner_like,corner_like,169,2.290833,0.011684,0.658069,0.320815,0.329282,-0.496515,0.015238,0.512172,0.426286,0.717294,1,0.419575,0.000000,0.206636,2.472540
31,6,1,2,corner_like,corner_like,206,2.683688,0.253136,0.368067,0.687923,0.289179,-0.438331,0.136576,0.406616,0.484227,0.764988,1,0.369552,0.000000,0.186456,2.467817
32,6,-4,2,corner_like,corner_like,123,2.416321,-0.096328,0.546002,0.410627,0.476557,-0.567627,0.030699,0.585260,0.464794,0.818563,1,0.369613,0.000000,0.195711,2.364298
33,0,-10,6,planar,planar,38,1.107023,-0.359007,-1.625171,2.367192,2.450054,3.140339,0.025788,0.666667,0.128599,1.168147,3,0.500027,0.706379,0.662663,2.346046
34,-2,-11,8,planar,planar,36,2.186065,0.412483,-1.482202,2.230367,0.191012,3.263965,0.023101,0.049383,0.208275,0.352174,3,0.510268,0.747988,0.475217,2.340955
35,6,-1,2,corner_like,corner_like,141,2.038183,-0.012670,0.694538,0.292924,0.226080,-0.372954,0.022045,0.451375,0.411371,0.659607,1,0.450328,0.000000,0.209394,2.280252
36,-1,-11,8,planar,planar,31,2.297167,0.286904,-1.242735,2.207994,0.326400,2.635242,0.014214,0.066667,0.165420,0.359188,3,0.537921,0.630708,0.345248,2.094984
37,-6,-8,8,planar,planar,59,2.198510,0.112727,-1.498025,2.084665,2.294667,1.000501,0.200943,0.715152,0.284915,1.324606,2,0.597252,0.255235,0.411425,2.023714
38,6,-13,2,planar,planar,16,0.125303,-0.747170,-1.008558,1.482129,3.238005,1.806039,0.546529,0.412698,0.084770,1.458449,2,0.697623,0.335314,0.521570,1.931490
39,6,-2,2,volumetric,volumetric,201,2.289798,-0.178990,0.648254,0.446159,0.127304,-0.537034,0.024826,0.418526,0.417852,0.627226,1,0.371858,0.000000,0.162448,1.903173
40,6,-9,1,corner_like,corner_like,50,0.300576,-0.411111,0.625455,0.308721,1.975944,-0.350776,0.478817,0.286430,0.191907,1.094809,1,0.479561,0.000000,0.352247,1.831367
41,-3,-11,8,linear,linear,23,0.815285,-0.546902,-0.355376,1.782380,0.360927,3.249728,0.021781,0.040650,0.136136,0.340786,3,0.497009,0.748890,0.464447,1.741282
42,-5,-8,8,planar,planar,63,2.378941,-0.278297,-1.429360,1.825658,1.301619,1.521812,0.138905,0.371069,0.247015,0.862365,2,0.634585,0.319633,0.387917,1.669057
43,6,-2,3,corner_like,corner_like,197,1.951188,-0.028907,0.473144,0.627716,-0.328709,0.216278,0.073114,0.190385,0.436010,0.441461,2,0.408307,0.168397,0.129851,1.655278
44,3,15,3,linear,linear,33,2.002997,-0.846830,-0.288556,1.527343,2.487054,-0.241061,0.325871,0.444444,0.118782,1.195482,1,0.539731,0.000000,0.366655,1.586260
45,3,-5,4,corner_like,corner_like,96,-1.381671,-0.079423,0.658475,0.293229,1.062346,1.614017,0.077026,0.660360,0.383737,0.963715,3,0.297095,0.466460,0.285956,1.580515
46,6,-13,3,linear,linear,16,-3.925097,1.010872,-0.501995,1.780378,3.333305,3.425056,0.240010,0.666667,0.070325,1.457346,3,0.693386,0.722059,0.745113,1.561763
47,-8,-8,8,planar,planar,24,2.467679,-0.343175,-1.146983,1.381321,1.180178,0.772818,0.045090,0.406926,0.211896,0.775157,2,0.820150,0.183659,0.335633,1.549195
48,6,4,2,corner_like,corner_like,149,2.083900,-0.048805,0.561491,0.372733,-0.170315,-0.512286,0.033789,0.257901,0.397665,0.462639,1,0.369900,0.000000,0.125681,1.541252
49,-5,-11,8,planar,planar,25,1.629629,-0.300729,-1.368873,2.160159,0.557529,3.047864,0.070362,0.098592,0.182207,0.470106,3,0.543998,0.699772,0.449145,1.405262
50,1,0,-2,planar,planar,1343,2.107231,-0.464994,-1.155795,1.711814,2.743853,-0.281162,0.277845,0.690190,0.190992,1.400966,1,0.557511,0.000000,0.493137,1.237318
51,6,-1,1,planar,planar,153,1.625116,-0.173184,-1.066552,1.439198,1.573595,0.675697,0.201427,0.596363,0.286503,1.061259,2,0.423979,0.224966,0.328882,1.195475
52,6,-7,2,corner_like,corner_like,57,-0.202495,-0.187491,0.851376,0.265448,1.214999,-0.337765,0.063252,0.368932,0.183530,0.757882,1,0.468111,0.000000,0.278069,1.073176
53,12,-1,-1,linear,linear,24,-0.757915,0.631967,-0.257720,1.733605,3.485488,-0.521877,0.052907,1.000000,0.097481,1.571425,2,0.071470,0.100410,0.214728,0.846338
54,-7,-8,8,planar,planar,47,2.347275,-0.197169,-1.475566,2.046622,1.084243,0.847112,0.019139,0.473896,0.281901,0.813789,2,0.751889,0.198334,0.325966,0.559273
55,6,-13,1,corner_like,corner_like,26,-7.071113,1.584804,0.831544,0.458098,4.075572,1.465957,0.437412,0.666667,0.042676,1.723839,2,0.879170,0.264119,0.509296,0.428666
56,-3,11,6,corner_like,corner_like,38,-5.463686,0.820407,0.940772,0.247664,1.996607,2.197896,0.068476,0.333333,0.033758,0.859110,3,0.463254,0.565799,0.422783,0.244330
57,4,0,4,planar,planar,19,-0.865109,0.096037,-1.318130,2.003654,2.950385,1.339066,0.142401,0.666667,0.089776,1.325574,2,0.552923,0.300033,0.456312,0.198596
58,6,-12,2,linear,linear,17,-2.119796,0.468055,-0.421630,1.781613,2.021745,2.009449,0.450001,0.066667,0.083761,0.947502,2,0.660552,0.368530,0.423824,0.176210
59,-9,-3,8,planar,planar,56,2.161980,-0.073873,-1.596518,2.295770,1.858797,0.072055,0.050501,0.333333,0.061809,0.834843,2,0.197054,0.160632,0.073742,0.126671
60,0,-11,8,linear,linear,24,-4.952595,2.516013,-0.275722,1.785379,1.843066,2.588849,0.022458,0.333333,0.033114,0.796985,3,0.570306,0.615217,0.378862,-0.065767
61,5,4,4,planar,planar,49,-1.360596,0.157137,-1.337309,1.702495,1.073797,3.097588,0.254202,0.032787,0.154290,0.645905,4,0.433503,0.715152,0.667680,-0.071878
62,-10,-11,8,planar,planar,15,1.627666,-0.229711,-1.680741,2.729132,1.733495,1.200111,0.018558,0.333333,0.068171,0.791720,2,0.783599,0.255257,0.226212,-0.078310
63,6,6,0,planar,planar,90,2.084648,-0.320209,-1.550341,2.483902,-0.547529,2.705600,0.119629,0.059933,0.442215,0.360759,3,0.466332,0.638694,0.425022,-0.111732
64,2,7,-2,linear,linear,44,1.891897,0.355112,-0.483833,1.798878,0.989970,-1.350000,0.017058,0.364341,0.204074,0.690470,1,0.000000,0.000000,0.126588,-0.395733
65,-4,-11,8,planar,planar,46,0.104736,-0.047889,-1.600841,2.289336,0.198506,3.211809,0.064911,0.013889,0.221368,0.369574,3,0.475699,0.742081,0.453219,-0.423014
66,-6,-7,8,planar,planar,67,1.980189,0.070323,-1.478784,2.239911,1.572628,-0.409235,0.097790,0.516667,0.243605,0.967016,1,0.520155,0.000000,0.230307,-0.504789
67,-2,11,7,linear,linear,16,-1.048199,0.090094,-0.490188,1.794421,3.119644,-0.421723,0.534007,0.398010,0.097753,1.425386,1,0.395693,0.000000,0.317798,-0.544792
68,0,-10,7,planar,planar,63,-2.371195,0.625092,-1.572537,2.244974,2.451774,2.563774,0.022225,0.666667,0.123601,1.163337,3,0.530255,0.621451,0.485522,-0.548065
69,1,-10,6,linear,linear,17,-4.407690,1.248565,-0.415631,1.799258,1.775021,3.012790,0.008499,0.333333,0.040726,0.778140,3,0.530706,0.688146,0.557760,-0.586203
70,-9,-8,8,planar,planar,30,1.806275,-0.406319,-1.672794,2.729114,2.564269,-0.256711,0.060984,0.666667,0.130261,1.215661,1,0.643520,0.000000,0.341080,-0.694395
71,6,-6,2,corner_like,corner_like,57,-2.873240,0.620860,0.831696,0.276234,1.789334,-0.797488,0.181907,0.413333,0.164704,0.966908,1,0.234539,0.000000,0.286899,-0.705072
72,6,5,3,planar,planar,16,0.528888,-0.178597,-1.315174,2.179103,2.701887,-0.266736,0.348140,0.529680,0.153226,1.319304,1,0.514685,0.000000,0.389916,-0.708835
73,3,-8,4,planar,planar,46,0.126091,-0.139718,-1.481803,2.073317,1.825323,0.992115,0.239095,0.413502,0.221971,1.044297,2,0.593835,0.254893,0.363667,-0.751310
74,-6,11,3,linear,linear,33,2.090394,0.052787,-0.440187,1.760825,0.609778,-1.350000,0.047346,0.114155,0.150525,0.456155,1,0.000000,0.000000,0.017238,-0.798053
75,-12,4,8,planar,planar,24,1.235079,-0.231091,-1.234068,2.065961,1.939735,-0.495549,0.060509,0.333333,0.044661,0.848354,2,0.116503,0.104171,0.088308,-0.851854
76,6,-10,2,planar,planar,28,-0.329778,-0.066161,-1.076341,1.560678,2.112983,0.065498,0.298925,0.364780,0.142073,1.071474,1,0.694667,0.000000,0.451774,-0.854478
77,-6,6,8,planar,planar,17,1.102214,-0.637728,-1.180258,2.058009,2.636781,-0.808179,0.046408,0.666667,0.086005,1.195984,1,0.265714,0.000000,0.198177,-0.945180
78,-4,11,7,planar,planar,27,1.770169,-0.194019,-1.970359,3.715644,3.313359,-0.171594,0.468126,0.333333,0.045418,1.398637,1,0.532902,0.000000,0.355355,-0.968088
79,5,-2,4,linear,linear,37,-1.860668,0.241046,-0.403427,1.765911,1.837977,0.966857,0.358996,0.124088,0.096318,0.887807,2,0.465479,0.259471,0.326311,-0.984126
80,-7,11,3,linear,linear,24,1.890515,0.111778,-0.389364,1.787034,0.515472,-1.350000,0.025356,0.098039,0.141714,0.408741,1,0.000000,0.000000,0.009056,-1.008632
81,6,7,0,planar,planar,83,2.567656,0.078348,-1.799926,3.312758,-0.766289,2.189598,0.097684,0.094916,0.529815,0.369614,3,0.531476,0.533168,0.300839,-1.043371
82,6,6,-1,planar,planar,112,0.190616,-0.394924,-1.526091,2.286372,-0.147718,2.778035,0.121680,0.187483,0.426896,0.503832,3,0.506295,0.650333,0.463048,-1.386454
83,0,-8,4,planar,planar,162,-2.388852,0.360925,-1.519351,2.112397,3.266499,0.941147,0.241479,0.666667,0.096422,1.459331,2,0.440446,0.264140,0.423429,-1.452030
84,-1,11,7,planar,planar,19,-1.296226,0.377982,-1.488310,2.228174,2.781595,0.387402,0.494817,0.363636,0.138211,1.334670,2,0.310806,0.200732,0.286070,-1.465732
85,-8,-11,8,planar,planar,15,1.032702,-0.587714,-1.363152,2.232989,0.228170,1.427622,0.021019,0.042735,0.185560,0.342050,2,0.707963,0.302298,0.181671,-1.495361
86,-10,-4,8,linear,linear,21,-1.386594,0.388697,-0.347500,1.797766,2.978189,-1.350000,0.130517,0.666667,0.065081,1.309532,1,0.000000,0.000000,0.202599,-1.514974
87,0,-7,-2,linear,linear,54,1.918047,0.524386,-0.507272,1.797929,-0.323801,-1.350000,0.006841,0.170295,0.332800,0.329893,1,0.000000,0.000000,0.052328,-1.536568
88,-1,-9,-2,linear,linear,36,0.817730,-0.055256,-0.279406,1.799980,1.111674,-1.350000,0.008114,0.370370,0.154871,0.685027,1,0.000000,0.000000,0.109246,-1.555237
89,-6,-11,8,planar,planar,25,-1.336654,0.282129,-1.475770,2.227716,0.183941,2.969750,0.040124,0.021277,0.203632,0.344238,3,0.579328,0.677511,0.410876,-1.604318
90,-13,-7,8,planar,planar,21,1.206538,-0.287769,-1.549541,2.226030,1.773439,-0.521970,0.024427,0.333333,0.060849,0.799643,2,0.136787,0.100872,0.066833,-1.605332
91,3,-3,4,planar,planar,161,-2.488948,0.247623,-1.091664,1.831434,0.669815,2.849128,0.120174,0.033467,0.137384,0.465715,3,0.494803,0.663874,0.508301,-1.645480
92,6,11,-1,planar,planar,47,0.055556,0.038834,-1.643449,2.872392,-0.040078,2.789029,0.196457,0.117647,0.409691,0.527962,3,0.641616,0.615388,0.468400,-1.672501
93,-8,-7,8,planar,planar,34,2.552528,0.257942,-1.531586,2.123363,-0.529260,-0.436905,0.017769,0.194155,0.444784,0.370892,1,0.597591,0.000000,0.125956,-1.810644
94,-8,-10,6,planar,planar,27,-1.621109,0.495526,-1.381292,2.240917,1.747156,1.164240,0.009769,0.333333,0.052417,0.779855,2,0.712404,0.264490,0.249732,-1.836395
95,-7,-6,8,planar,planar,68,1.276408,-0.214366,-1.549222,2.245126,1.437345,-0.560464,0.062240,0.536797,0.269298,0.941166,1,0.458742,0.000000,0.216239,-1.855425
96,-3,11,3,planar,planar,64,1.307673,-0.228292,-1.582330,2.484528,0.139236,0.987686,0.018849,0.065476,0.237978,0.364136,2,0.829563,0.214280,0.182273,-1.860554
97,1,8,-2,linear,linear,38,-0.999477,0.005986,-0.291194,1.799975,2.529321,-1.350000,0.000390,0.666667,0.068604,1.133860,1,0.000000,0.000000,0.196316,-1.905339
98,6,4,1,planar,planar,212,2.534593,-0.004734,-1.609787,2.636007,-0.646721,0.445514,0.066146,0.144858,0.497572,0.381975,3,0.117992,0.271337,0.128533,-1.917142
99,-8,11,3,planar,planar,18,1.375410,0.116182,-1.566071,2.248204,1.729079,-1.350000,0.012234,0.333333,0.062016,0.783183,1,0.000000,0.000000,0.064929,-1.943603
100,6,-9,2,planar,planar,29,-1.420914,0.486976,-1.176031,1.521034,0.608344,0.913686,0.256423,0.130890,0.260739,0.623483,2,0.493011,0.254685,0.272245,-2.108973
101,6,-16,1,planar,planar,15,1.845921,-0.025640,-1.770447,3.180688,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0,0.000000,0.000000,0.130869,-2.130854
102,-7,-11,8,planar,planar,22,-0.820419,0.086552,-1.494574,2.216305,0.396806,1.876559,0.053816,0.083333,0.205087,0.430984,2,0.885253,0.328653,0.209402,-2.171380
103,6,1,3,planar,planar,187,2.384408,0.014114,-1.671433,2.968605,-0.489546,0.454118,0.076220,0.173202,0.481125,0.426753,2,0.419116,0.197318,0.097739,-2.276943
104,6,0,0,planar,planar,195,-1.155408,0.112542,-1.317529,1.888848,0.782066,1.136026,0.245639,0.245683,0.299124,0.735196,2,0.696379,0.238587,0.379549,-2.331151
105,2,9,-2,linear,linear,17,0.059580,0.064646,-0.360186,1.799996,1.000000,-1.350000,0.000000,0.000000,0.000000,0.400000,1,0.000000,0.000000,0.021389,-2.385956
106,3,-4,4,planar,planar,137,-2.806216,0.465421,-1.494876,2.200408,1.029299,2.602903,0.053259,0.417639,0.287500,0.797969,3,0.421692,0.636450,0.480461,-2.403877
107,-5,18,2,planar,planar,15,1.783915,0.015526,-1.546288,2.239806,0.885372,-1.350000,0.022282,0.396396,0.280577,0.732784,1,0.000000,0.000000,0.073024,-2.451281
108,-7,-10,6,linear,linear,39,-2.498895,0.829272,-0.485256,1.791688,0.212760,1.258610,0.013088,0.022989,0.161684,0.309623,2,0.697252,0.280964,0.202461,-2.475197
109,12,-2,-1,linear,linear,21,-5.062323,1.694950,-0.291091,1.791675,3.423196,-0.510492,0.036371,1.000000,0.099839,1.549101,2,0.093402,0.102299,0.201984,-2.537435
110,6,-5,2,planar,planar,93,0.778354,-0.544858,-1.287887,1.325112,0.580540,-0.745941,0.057137,0.566667,0.440835,0.833801,1,0.299865,0.000000,0.187451,-2.544903
111,6,3,3,planar,planar,94,2.233836,0.393812,-1.893984,3.726754,-0.410790,0.813244,0.112039,0.199935,0.523178,0.504514,2,0.413632,0.245176,0.113769,-2.590636
112,4,4,4,planar,planar,67,-4.208298,0.851317,-1.402686,1.785016,0.526577,3.410823,0.033762,0.164948,0.214901,0.493689,3,0.490311,0.760663,0.631779,-2.607284
113,6,2,0,planar,planar,243,2.191695,-0.063951,-1.720063,3.308475,-0.954449,1.169348,0.045823,0.083798,0.523472,0.287373,2,0.605715,0.263746,0.198704,-2.685895
114,-4,11,3,planar,planar,45,1.317601,-0.482559,-1.451649,2.219569,0.238301,-0.115570,0.035146,0.044248,0.200726,0.362786,1,0.788737,0.000000,0.168296,-2.713444
115,6,11,2,planar,planar,29,-3.047608,-0.131661,-1.220014,1.825290,2.214490,1.230347,0.284921,0.441315,0.164509,1.136756,2,0.634536,0.269379,0.435234,-2.779737
116,-10,7,8,planar,planar,24,-0.148873,-0.135977,-1.471925,2.233326,2.460992,-1.350000,0.017156,0.666667,0.114028,1.156494,1,0.000000,0.000000,0.147658,-2.879111
117,-6,18,2,planar,planar,15,0.132859,-0.132852,-1.378222,2.143985,1.928320,-1.350000,0.062446,0.333333,0.051188,0.850968,1,0.000000,0.000000,0.083103,-2.943881
118,6,-8,2,planar,planar,46,-2.469894,0.603260,-1.213146,2.052628,1.482256,0.661141,0.094283,0.441860,0.197357,0.879995,2,0.491285,0.219131,0.289658,-2.989011
119,6,10,1,planar,planar,36,-0.088589,0.035584,-1.561891,2.366995,-0.058952,1.047696,0.141652,0.182823,0.414470,0.525669,2,0.587672,0.247994,0.222486,-2.993145
120,-5,11,3,planar,planar,49,2.437178,-0.012929,-1.631467,2.673449,0.211831,-1.350000,0.050497,0.051282,0.236226,0.391248,1,0.000000,0.000000,0.016432,-3.018835
121,-10,2,8,planar,planar,25,-3.329818,1.623083,-1.410221,2.225872,2.449856,-0.152512,0.009452,0.666667,0.108622,1.146093,2,0.084588,0.127665,0.191473,-3.045483
122,-11,-6,8,planar,planar,22,0.219949,0.241941,-1.271149,2.245104,0.905449,-0.973346,0.017270,0.342857,0.213586,0.667124,1,0.120424,0.000000,0.094819,-3.122259
123,6,4,0,planar,planar,177,0.119373,-0.409499,-1.516986,2.270592,-0.467040,1.338740,0.113442,0.097893,0.443314,0.394163,2,0.494562,0.312116,0.230163,-3.206004
124,2,6,-2,planar,planar,64,1.947717,0.362791,-1.376366,2.248597,-0.552908,-1.350000,0.000068,0.144291,0.381795,0.292145,1,0.000000,0.000000,0.026280,-3.217363
125,-10,-7,8,planar,planar,30,2.382606,-0.337148,-1.786614,3.357766,0.867453,-1.058366,0.017988,0.460606,0.346033,0.797617,1,0.155592,0.000000,0.116969,-3.289836
126,6,1,0,planar,planar,291,1.884528,-0.113526,-1.752206,3.277988,-1.176443,1.127516,0.034062,0.045077,0.551041,0.228901,2,0.667714,0.245020,0.221064,-3.308119
127,-2,-8,4,planar,planar,20,-11.210397,5.785595,-1.325863,2.212807,2.211131,3.442792,0.139953,0.333333,0.043470,0.955603,4,0.437986,0.788834,0.674154,-3.309549
128,0,-2,-2,planar,planar,1051,-0.129333,-0.073587,-1.421205,2.246664,0.874658,-0.321054,0.000158,0.393902,0.254827,0.700172,1,0.547524,0.000000,0.232912,-3.317185
129,-7,-7,8,planar,planar,62,2.491674,0.268030,-1.751164,3.143755,-0.833257,-0.458420,0.015497,0.169780,0.528165,0.341013,1,0.530537,0.000000,0.064822,-3.426892
130,-8,-6,8,planar,planar,49,2.506183,0.193460,-1.721374,2.949004,-0.756309,-0.723234,0.013819,0.191045,0.519390,0.362139,1,0.325603,0.000000,0.010931,-3.450277
131,3,2,4,planar,planar,171,-3.978095,0.812904,-1.100033,1.907574,1.590536,1.110636,0.290083,0.132988,0.110622,0.804565,2,0.476603,0.282591,0.352536,-3.471628
132,6,11,-2,linear,linear,22,-7.676789,0.801947,-0.232437,1.601992,1.815987,3.351372,0.016442,0.333333,0.035577,0.788863,3,0.630542,0.717186,0.629628,-3.541912
133,-10,-5,8,planar,planar,44,2.019771,0.590246,-1.768053,3.157181,-0.290401,-1.018126,0.075968,0.260904,0.496101,0.522884,1,0.105494,0.000000,0.010978,-3.623746
134,-11,-5,8,planar,planar,18,-1.251559,0.010233,-1.540500,2.234278,2.394281,-1.015757,0.004571,0.666667,0.122841,1.139505,1,0.099209,0.000000,0.177901,-3.637580
135,-2,-9,-2,linear,linear,32,-1.600179,0.341896,-0.324274,1.799986,1.063378,-1.350000,0.000215,0.375000,0.167369,0.679457,1,0.000000,0.000000,0.109757,-3.669164
136,6,2,3,planar,planar,170,2.076148,0.066333,-2.063608,3.732272,-0.832792,0.744472,0.067847,0.188226,0.610689,0.431975,2,0.427496,0.236737,0.070748,-3.741719
137,3,10,-2,linear,linear,15,-1.888258,-0.008547,-0.270541,1.799998,1.000000,-0.830890,0.000000,0.000000,0.000000,0.400000,1,0.231762,0.000000,0.008889,-3.798235
138,3,-7,4,planar,planar,49,-1.179804,-0.347182,-1.494304,2.195169,0.712325,0.688084,0.025994,0.340426,0.292088,0.676227,2,0.371832,0.231881,0.208445,-3.816049
139,6,-11,2,planar,planar,24,-1.786858,0.695693,-1.697099,3.012384,0.172652,1.811408,0.028545,0.081481,0.253732,0.394833,2,0.683603,0.332958,0.329232,-3.816588
140,12,-3,0,planar,planar,45,-2.842669,0.861015,-1.288822,2.108905,2.542878,-0.993306,0.028854,0.666667,0.098607,1.172286,1,0.115844,0.000000,0.176331,-3.829809
141,-1,-8,-2,linear,linear,43,-0.158711,-0.226765,-0.273426,1.799968,-0.066618,-1.350000,0.005540,0.173837,0.241224,0.332033,1,0.000000,0.000000,0.042344,-3.875487
142,6,4,3,planar,planar,109,0.700840,-0.226993,-1.609899,2.779004,0.378692,-0.341850,0.127870,0.389958,0.445547,0.734912,1,0.365480,0.000000,0.157423,-3.878215
143,-9,-6,8,planar,planar,35,2.067452,0.056663,-1.653663,2.591294,-0.804729,-0.970318,0.034030,0.107444,0.478200,0.297462,1,0.121336,0.000000,0.006739,-3.895889
144,6,11,0,planar,planar,46,-3.711368,0.351523,-1.411095,2.076120,0.294537,2.637430,0.254805,0.071429,0.313403,0.555891,3,0.634835,0.588925,0.490279,-3.915093
145,6,0,3,planar,planar,224,2.002238,0.146010,-1.973715,3.735771,-0.898445,0.525040,0.084368,0.100321,0.566934,0.357582,2,0.507619,0.193499,0.099652,-3.934644
146,-6,10,8,planar,planar,17,-2.680616,0.519136,-1.491877,2.071219,0.927754,0.809850,0.061053,0.347826,0.264177,0.731696,2,0.592189,0.228954,0.253406,-3.986973
