vx,vy,vz,center_x,center_y,center_z,num_points,base_label,label,eig1,eig2,eig3,linearity,planarity,scattering,anisotropy,omnivariance,gaussian_avg_mahalanobis2,gaussian_center_mahalanobis2,gaussian_avg_euclidean,gaussian_center_advantage,shell_avg_residual,shell_center_residual,shell_avg_radius,shell_center_penalty,occupied_face_count,occupied_face_ratio,opposite_face_pair_ratio,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus,junction_neighbor_count,junction_cluster_count,junction_entropy,junction_dominant_fraction,junction_orientation_dispersion,junction_score,junction_mixed_relabel_score
-5,-7,2,-4.500000,-6.500000,2.500000,23,planar,planar,0.020102,0.011144,0.000228,0.445597,0.543047,0.011356,0.988644,0.003712,1.966722,31.746238,0.166649,-29.779516,0.319432,5.302898,1.282443,4.983466,2,0.333333,0.000000,0.003316,0.666667,0.127726,1.137810,39,2,0.736856,0.528636,0.322682,0.229074,0.287197
-5,-7,3,-4.500000,-6.500000,3.500000,35,linear,linear,0.048157,0.011376,0.001316,0.763766,0.208903,0.027331,0.972669,0.008967,2.396623,19.914008,0.218100,-17.517385,0.601043,4.129172,1.566459,3.528129,2,0.333333,0.000000,0.008526,0.666667,0.086563,1.144843,34,3,0.786489,0.515996,0.312556,0.470108,0.358360
-5,-7,7,-4.500000,-6.500000,7.500000,128,planar,planar,0.106367,0.072321,0.000916,0.320082,0.671302,0.008616,0.991384,0.019174,2.436064,5.735788,0.395634,-3.299724,0.582206,0.941211,1.448354,0.359005,4,0.666667,0.666667,0.006558,0.256063,0.518796,0.423857,18,1,0.604954,0.851944,0.218505,0.000000,0.009468
-5,-6,-5,-4.500000,-5.500000,-4.500000,25,planar,planar,0.013462,0.005009,0.000785,0.627923,0.313764,0.058313,0.941687,0.003755,2.116059,36.801905,0.130840,-34.685846,0.546613,6.692085,1.546613,6.145472,2,0.333333,0.000000,0.127182,0.666667,0.085375,1.305029,15,3,0.876793,0.586150,0.691822,0.577057,0.583765
-5,-6,-4,-4.500000,-5.500000,-3.500000,23,linear,linear,0.019973,0.002749,0.000005,0.862385,0.137354,0.000262,0.999738,0.000660,1.617240,300.411692,0.130497,-298.794451,0.493495,15.279712,1.147285,14.786217,2,0.333333,0.000000,0.049252,0.666667,0.076552,1.199823,23,2,0.665353,0.686607,0.663071,0.225896,0.395767
-5,-6,1,-4.500000,-5.500000,1.500000,104,planar,planar,0.079322,0.025304,0.001321,0.681001,0.302348,0.016651,0.983349,0.013840,2.494429,58.972393,0.299843,-56.477964,0.653702,5.559118,1.636495,4.905416,2,0.333333,0.333333,0.050252,0.037975,0.171176,0.376279,33,2,0.732607,0.468949,0.410930,0.279741,0.198757
-5,-6,7,-4.500000,-5.500000,7.500000,23,linear,linear,0.034730,0.003390,0.000074,0.902378,0.095479,0.002144,0.997856,0.002062,1.734688,91.331687,0.157590,-89.597000,0.560929,8.180369,1.175600,7.619441,1,0.166667,0.000000,0.005237,0.333333,0.037506,0.773736,15,1,0.340849,0.936586,0.163561,0.000000,0.108120
-5,-4,2,-4.500000,-3.500000,2.500000,28,linear,linear,0.106927,0.003265,0.000947,0.969466,0.021679,0.008855,0.991145,0.006914,2.162510,23.136740,0.293879,-20.974229,0.691030,3.708863,1.568406,3.017833,3,0.500000,0.333333,0.267169,0.354610,0.112432,1.017415,27,2,0.683471,0.543999,0.424347,0.257043,0.332425
-5,-4,3,-4.500000,-3.500000,3.500000,105,planar,planar,0.090265,0.033712,0.001901,0.626521,0.352419,0.021060,0.978940,0.017951,2.590609,47.345287,0.324886,-44.754679,0.737454,6.476967,1.583851,5.739513,4,0.666667,0.333333,0.392879,0.712707,0.179331,1.581031,27,2,0.695406,0.515445,0.438298,0.272103,0.472409
-5,-3,3,-4.500000,-2.500000,3.500000,225,corner_like,corner_like,0.101535,0.077751,0.015831,0.234239,0.609845,0.155916,0.844084,0.049997,2.905165,0.068343,0.418986,2.836822,0.418895,0.791301,1.300095,0.372406,4,0.666667,0.666667,0.008733,0.183668,0.457191,0.347158,25,1,0.464367,0.778493,0.641671,0.000000,0.227849
-5,-2,3,-4.500000,-1.500000,3.500000,76,planar,planar,0.091513,0.027779,0.000671,0.696450,0.296215,0.007336,0.992664,0.011950,2.325114,116.674086,0.325573,-114.348972,0.585100,8.227778,1.505423,7.642678,4,0.666667,0.333333,0.147713,0.890966,0.237776,1.446142,29,1,0.543608,0.698344,0.437802,0.000000,0.342519
-5,-2,4,-4.500000,-1.500000,4.500000,92,planar,planar,0.083831,0.025257,0.000658,0.698716,0.293436,0.007849,0.992151,0.011169,2.321466,120.306154,0.299425,-117.984688,0.583469,8.359267,1.418406,7.775798,4,0.666667,0.333333,0.001672,0.760518,0.277495,1.105493,29,1,0.538628,0.702606,0.434999,0.000000,0.281401
-5,-1,-2,-4.500000,-0.500000,-1.500000,23,linear,linear,0.202283,0.000666,0.000135,0.996708,0.002623,0.000669,0.999331,0.002632,1.448224,61.688003,0.427981,-60.239779,0.405612,7.653971,1.305907,7.248359,3,0.500000,0.333333,0.295445,0.423077,0.105243,1.130901,17,1,0.215156,0.965775,0.126089,0.000000,0.248307
-5,-1,4,-4.500000,-0.500000,4.500000,83,planar,planar,0.142618,0.058471,0.001342,0.590018,0.400571,0.009411,0.990589,0.022369,2.518565,1.177986,0.431404,1.340579,0.583562,0.100998,1.505330,-0.482564,3,0.500000,0.333333,0.065902,0.369478,0.241005,0.762060,23,1,0.564072,0.711602,0.280963,0.000000,0.162481
-5,0,-2,-4.500000,0.500000,-1.500000,76,planar,planar,0.148178,0.053837,0.000251,0.636675,0.361634,0.001691,0.998309,0.012597,2.146823,10.308388,0.427123,-8.161565,0.378913,1.405109,1.205431,1.026195,4,0.666667,0.666667,0.073021,0.285893,0.361194,0.546394,22,1,0.197713,0.954277,0.222859,0.000000,0.074267
-5,0,4,-4.500000,0.500000,4.500000,74,planar,planar,0.108527,0.056430,0.004335,0.480044,0.480013,0.039944,0.960056,0.029832,2.748367,13.571623,0.394574,-10.823256,0.563032,1.486053,1.528969,0.923021,2,0.333333,0.000000,0.214483,0.666667,0.093323,1.422886,19,1,0.596775,0.721274,0.321403,0.000000,0.314906
-5,1,-2,-4.500000,1.500000,-1.500000,82,linear,linear,0.069096,0.010679,0.000062,0.845443,0.153659,0.000897,0.999103,0.003577,1.934610,266.333739,0.250064,-264.399130,0.364675,10.469553,1.085225,10.104878,4,0.666667,0.333333,0.001095,0.937811,0.232021,1.299737,31,1,0.245228,0.936133,0.149279,0.000000,0.256875
-5,1,-1,-4.500000,1.500000,-0.500000,169,planar,planar,0.093211,0.051768,0.000097,0.444612,0.554350,0.001038,0.998962,0.007758,2.046486,129.371232,0.350611,-127.324746,0.463376,6.651463,1.243278,6.188088,4,0.666667,0.333333,0.000187,0.776526,0.366746,1.121098,31,1,0.246132,0.935379,0.146539,0.000000,0.225331
-5,1,5,-4.500000,1.500000,5.500000,41,linear,linear,0.125803,0.016896,0.000265,0.865696,0.132195,0.002109,0.997891,0.008262,2.093576,15.552451,0.329472,-13.458874,0.348576,3.078541,1.340478,2.729965,1,0.166667,0.000000,0.048666,0.333333,0.037951,0.832366,13,2,0.909203,0.418901,0.370395,0.305938,0.178312
-5,2,-1,-4.500000,2.500000,-0.500000,205,planar,planar,0.117988,0.076676,0.000140,0.350139,0.648673,0.001188,0.998812,0.010823,2.091387,1.565204,0.411420,0.526183,0.280034,0.095509,1.078163,-0.184524,4,0.666667,0.666667,0.000591,0.304355,0.513844,0.468921,33,1,0.269941,0.953820,0.106541,0.000000,0.056779
-5,3,-1,-4.500000,3.500000,-0.500000,65,linear,linear,0.076827,0.019185,0.000104,0.750277,0.248370,0.001352,0.998648,0.005350,2.000464,186.212776,0.288680,-184.212312,0.321090,8.881028,1.297492,8.559938,4,0.666667,0.333333,0.022814,0.885185,0.257977,1.271169,35,1,0.410519,0.917617,0.090884,0.000000,0.251144
-5,3,0,-4.500000,3.500000,0.500000,81,planar,planar,0.086036,0.032587,0.000121,0.621238,0.377351,0.001411,0.998589,0.006982,2.041493,169.158440,0.327787,-167.116946,0.486626,7.935848,1.476232,7.449223,4,0.666667,0.333333,0.001627,0.723958,0.306805,1.065217,35,1,0.417882,0.915488,0.089981,0.000000,0.231344
-5,3,6,-4.500000,3.500000,6.500000,26,linear,linear,0.052149,0.008253,0.000281,0.841742,0.152869,0.005389,0.994611,0.004946,2.012022,16.371644,0.216906,-14.359623,0.463705,2.335036,1.272048,1.871331,1,0.166667,0.000000,0.012301,0.333333,0.040514,0.783273,5,2,0.755782,0.782389,0.717011,0.212718,0.225194
-5,4,0,-4.500000,4.500000,0.500000,104,planar,planar,0.102898,0.081660,0.000134,0.206392,0.792301,0.001307,0.998693,0.010416,2.076663,0.135427,0.401659,1.941236,0.448842,0.621035,1.288528,0.172193,4,0.666667,0.666667,0.001654,0.223951,0.575405,0.381913,30,1,0.561163,0.868637,0.082115,0.000000,0.027428
-5,5,0,-4.500000,5.500000,0.500000,45,planar,planar,0.065148,0.028374,0.000102,0.564468,0.433963,0.001570,0.998430,0.005739,1.998197,155.733702,0.282905,-153.735505,0.300111,7.668414,1.150743,7.368303,3,0.500000,0.000000,0.002870,1.000000,0.173171,1.503874,29,2,0.752974,0.783904,0.067591,0.094859,0.274304
-5,5,1,-4.500000,5.500000,1.500000,19,linear,linear,0.059129,0.013322,0.000039,0.774694,0.224644,0.000662,0.999338,0.003135,1.848499,220.924271,0.216353,-219.075772,0.507237,9.063244,1.071147,8.556007,4,0.666667,0.333333,0.031935,0.756410,0.247976,1.141830,29,2,0.772118,0.773354,0.067991,0.097483,0.245035
-5,6,1,-4.500000,6.500000,1.500000,52,planar,planar,0.131971,0.048288,0.000089,0.634101,0.365224,0.000675,0.999325,0.008279,2.014463,2.862260,0.405050,-0.847797,0.242131,0.487085,1.147213,0.244954,4,0.666667,0.666667,0.031223,0.165826,0.379217,0.357894,20,2,0.872123,0.707347,0.055115,0.107881,0.020954
-5,7,1,-4.500000,7.500000,1.500000,16,linear,linear,0.053316,0.001090,0.000000,0.979562,0.020437,0.000001,0.999999,0.000151,1.409164,117.273308,0.205455,-115.864144,0.367408,9.931139,1.089459,9.563731,3,0.500000,0.000000,0.042342,1.000000,0.095673,1.557162,15,2,0.928584,0.656012,0.056284,0.118836,0.221211
-5,7,2,-4.500000,7.500000,2.500000,15,linear,linear,0.034010,0.001586,0.000000,0.953357,0.046640,0.000002,0.999998,0.000158,1.479200,235.758081,0.151790,-234.278881,0.415820,12.613364,0.887465,12.197544,1,0.166667,0.000000,0.000488,0.333333,0.034845,0.767325,15,2,0.936565,0.647176,0.057283,0.120978,0.108587
-5,13,9,-4.500000,13.500000,9.500000,29,planar,planar,0.086167,0.025802,0.000329,0.700562,0.295620,0.003818,0.996182,0.009010,2.122942,95.233078,0.305176,-93.110136,0.439041,6.634284,1.357245,6.195243,3,0.500000,0.333333,0.005328,0.500000,0.228623,0.823860,11,1,0.278104,0.951939,0.993510,0.000000,0.271590
-5,13,10,-4.500000,13.500000,10.500000,32,planar,planar,0.095910,0.026616,0.000511,0.722488,0.272189,0.005323,0.994677,0.010923,2.219837,2.537377,0.326268,-0.317541,0.350064,0.509503,1.312605,0.159439,2,0.333333,0.000000,0.026990,0.666667,0.093663,1.169770,7,1,0.000000,1.000000,0.000000,0.000000,0.148660
-5,14,7,-4.500000,14.500000,7.500000,45,planar,planar,0.099636,0.084806,0.000112,0.148837,0.850034,0.001129,0.998871,0.009832,2.033307,60.968232,0.405474,-58.934925,0.563009,4.395115,1.542903,3.832107,3,0.500000,0.333333,0.003755,0.454545,0.381964,0.771737,17,2,0.665093,0.826747,0.951434,0.188701,0.273883
-5,14,8,-4.500000,14.500000,8.500000,45,planar,planar,0.110450,0.068676,0.000156,0.378213,0.620373,0.001414,0.998586,0.010580,2.064801,22.088947,0.397233,-20.024146,0.351394,2.367103,1.217803,2.015709,3,0.500000,0.333333,0.002980,0.405405,0.318964,0.716636,16,1,0.428322,0.912425,0.984826,0.000000,0.265233
-5,15,5,-4.500000,15.500000,5.500000,19,linear,linear,0.086044,0.000081,0.000000,0.999063,0.000931,0.000006,0.999994,0.000151,1.007634,46.039895,0.246756,-45.032261,0.407329,5.220404,0.676096,4.813075,3,0.500000,0.333333,0.584997,0.333333,0.061838,1.423079,11,2,0.764421,0.777658,0.936248,0.215224,0.381248
-5,15,6,-4.500000,15.500000,6.500000,50,planar,planar,0.106963,0.075424,0.000116,0.294855,0.704057,0.001088,0.998912,0.009793,2.040284,50.777858,0.392209,-48.737574,0.394835,4.013901,1.161605,3.619066,3,0.500000,0.333333,0.287757,0.383838,0.244359,1.077361,14,2,0.819064,0.745028,0.923150,0.232205,0.369393
-4,-9,0,-3.500000,-8.500000,0.500000,33,linear,linear,0.078336,0.004217,0.000129,0.946174,0.052179,0.001647,0.998353,0.003493,1.852086,190.283623,0.243760,-188.431538,0.629856,8.549062,1.271930,7.919206,4,0.666667,0.333333,0.152775,0.872727,0.167801,1.432913,39,1,0.495633,0.738832,0.349622,0.000000,0.305431
-4,-9,1,-3.500000,-8.500000,1.500000,60,planar,planar,0.090467,0.030775,0.000367,0.659820,0.336119,0.004061,0.995939,0.010075,2.189155,1.969627,0.317831,0.219528,0.468467,0.078796,1.307702,-0.389671,4,0.666667,0.666667,0.087188,0.186367,0.345077,0.456041,40,2,0.718267,0.511663,0.282978,0.213966,0.112774
-4,-9,2,-3.500000,-8.500000,2.500000,23,linear,linear,0.036596,0.004009,0.000059,0.890452,0.107939,0.001609,0.998391,0.002052,1.749832,87.597005,0.174308,-85.847172,0.476467,7.292146,1.059474,6.815679,4,0.666667,0.666667,0.053231,0.191556,0.264841,0.415906,41,2,0.740720,0.365176,0.293724,0.253140,0.157309
-4,-9,3,-3.500000,-8.500000,3.500000,73,planar,planar,0.076191,0.071636,0.000913,0.059782,0.928241,0.011977,0.988023,0.017078,2.416854,10.638291,0.362603,-8.221437,0.485881,1.720062,1.401495,1.234180,3,0.500000,0.333333,0.010066,0.339623,0.399334,0.653841,36,2,0.798294,0.425338,0.340914,0.270952,0.199100
-4,-9,6,-3.500000,-8.500000,6.500000,33,linear,linear,0.091162,0.004411,0.000149,0.951614,0.046756,0.001630,0.998370,0.003909,1.875114,93.417020,0.267518,-91.541906,0.352584,6.727071,0.913907,6.374486,3,0.500000,0.333333,0.140551,0.448718,0.138736,0.950001,27,1,0.614331,0.656414,0.365410,0.000000,0.233896
-4,-8,-2,-3.500000,-7.500000,-1.500000,146,planar,planar,0.094384,0.043220,0.000046,0.542085,0.457425,0.000490,0.999510,0.005736,1.997345,127.759713,0.342627,-125.762368,0.340237,6.463183,1.121142,6.122946,4,0.666667,0.333333,0.000319,0.804180,0.334257,1.151696,33,1,0.279784,0.913214,0.464555,0.000000,0.287740
-4,-8,-1,-3.500000,-7.500000,-0.500000,187,planar,planar,0.090765,0.080113,0.000040,0.117363,0.882193,0.000444,0.999556,0.006641,2.004723,1.334070,0.387048,0.670653,0.417531,0.067037,1.199650,-0.350493,4,0.666667,0.666667,0.003779,0.062090,0.613187,0.206734,41,1,0.471670,0.780686,0.399871,0.000000,0.024467
-4,-8,0,-3.500000,-7.500000,0.500000,147,planar,planar,0.084715,0.060608,0.001057,0.284558,0.702967,0.012475,0.987525,0.017572,2.468996,76.970784,0.358945,-74.501788,0.724225,6.899366,1.688953,6.175141,4,0.666667,0.333333,0.128768,0.720930,0.361263,1.233527,44,1,0.580011,0.655585,0.357043,0.000000,0.267694
-4,-8,4,-3.500000,-7.500000,4.500000,21,linear,linear,0.030454,0.000550,0.000000,0.981949,0.018048,0.000003,0.999997,0.000120,1.260040,217.408677,0.147711,-216.148637,0.415270,12.360916,0.897677,11.945646,1,0.166667,0.000000,0.684676,0.333333,0.010456,1.690979,39,2,0.818587,0.341470,0.386213,0.317940,0.423450
-4,-8,6,-3.500000,-7.500000,6.500000,77,planar,planar,0.087281,0.027607,0.000237,0.683704,0.313581,0.002715,0.997285,0.008296,2.117440,128.756569,0.315788,-126.639129,0.647288,7.319809,1.642276,6.672522,4,0.666667,0.333333,0.121240,0.817143,0.251021,1.329197,29,1,0.605236,0.657461,0.347303,0.000000,0.279219
-4,-8,7,-3.500000,-7.500000,7.500000,41,linear,linear,0.087596,0.003173,0.000130,0.963780,0.034737,0.001483,0.998517,0.003305,1.818557,243.469199,0.258096,-241.650641,0.452026,12.261103,1.154173,11.809077,3,0.500000,0.000000,0.014573,1.000000,0.100826,1.519673,22,1,0.564576,0.803303,0.224094,0.000000,0.262740
-4,-7,-4,-3.500000,-6.500000,-3.500000,153,planar,planar,0.086664,0.060807,0.000599,0.298362,0.694730,0.006908,0.993092,0.014666,2.331552,56.150189,0.353157,-53.818637,0.504565,5.551915,1.226957,5.047350,3,0.500000,0.333333,0.002717,0.552901,0.338719,0.878525,29,2,0.606464,0.719820,0.713590,0.208471,0.349843
-4,-7,-3,-3.500000,-6.500000,-2.500000,106,planar,planar,0.129271,0.068919,0.001110,0.466861,0.524551,0.008588,0.991412,0.021466,2.480506,5.590115,0.417105,-3.109609,0.574849,1.335661,1.473169,0.760812,4,0.666667,0.666667,0.002444,0.405785,0.457514,0.582997,35,2,0.420174,0.806964,0.792284,0.161921,0.253135
-4,-7,-2,-3.500000,-6.500000,-1.500000,67,linear,linear,0.080838,0.009729,0.000044,0.879648,0.119804,0.000548,0.999452,0.003266,1.908090,282.839091,0.265871,-280.931001,0.256910,10.753336,1.150707,10.496426,3,0.500000,0.000000,0.000703,1.000000,0.117529,1.500949,36,1,0.332727,0.869769,0.650077,0.000000,0.419622
-4,-7,1,-3.500000,-6.500000,1.500000,59,corner_like,corner_like,0.110912,0.073918,0.026326,0.333543,0.429100,0.237357,0.762643,0.059984,2.891271,2.658950,0.420345,0.232321,0.408425,0.068127,1.172773,-0.340298,3,0.500000,0.000000,0.434398,1.000000,0.084900,2.086438,45,3,0.762631,0.473950,0.274142,0.448782,0.522815
-4,-7,2,-3.500000,-6.500000,2.500000,83,linear,linear,0.122636,0.014766,0.001299,0.879599,0.109810,0.010591,0.989409,0.013299,2.463444,19.443536,0.332171,-16.980092,0.594410,2.675370,1.468817,2.080960,3,0.500000,0.333333,0.252258,0.366013,0.132731,1.009829,46,2,0.803280,0.329839,0.312612,0.280785,0.357672
-4,-7,7,-3.500000,-6.500000,7.500000,121,planar,planar,0.105024,0.060540,0.000874,0.423556,0.568119,0.008324,0.991676,0.017714,2.420594,18.553130,0.379060,-16.132536,0.439728,2.487920,1.342100,2.048192,3,0.500000,0.333333,0.006886,0.377581,0.302358,0.691302,22,1,0.526609,0.826128,0.212895,0.000000,0.140972
-4,-6,-5,-3.500000,-5.500000,-4.500000,136,corner_like,corner_like,0.081308,0.059432,0.010014,0.269053,0.607788,0.123160,0.876840,0.036441,2.859328,9.021439,0.362706,-6.162111,0.472678,1.476758,1.398038,1.004081,2,0.333333,0.333333,0.104618,0.218391,0.209506,0.648131,23,2,0.673873,0.582412,0.830960,0.254983,0.375385
-4,-6,1,-3.500000,-5.500000,1.500000,88,linear,linear,0.085383,0.007967,0.000712,0.906689,0.084968,0.008343,0.991657,0.007855,2.266858,83.751754,0.273683,-81.484896,0.772702,7.327090,1.768921,6.554388,3,0.500000,0.333333,0.218554,0.403101,0.133613,1.005125,32,2,0.772145,0.425519,0.408749,0.297526,0.349455
-4,-5,-4,-3.500000,-4.500000,-3.500000,29,linear,linear,0.037900,0.001312,0.000001,0.965381,0.034605,0.000015,0.999985,0.000302,1.489148,88.006959,0.175411,-86.517811,0.361137,7.052615,1.034800,6.691478,1,0.166667,0.000000,0.084416,0.333333,0.031262,0.880628,26,2,0.715233,0.532859,0.845743,0.275633,0.375237
-4,-4,2,-3.500000,-3.500000,2.500000,22,linear,linear,0.059469,0.001809,0.000319,0.969576,0.025055,0.005369,0.994631,0.003251,1.784524,133.206940,0.209868,-131.422416,0.485866,12.847660,1.321659,12.361795,2,0.333333,0.000000,0.168037,0.666667,0.055582,1.360184,22,2,0.706073,0.524637,0.469472,0.276227,0.384561
-4,-4,3,-3.500000,-3.500000,3.500000,78,planar,planar,0.115136,0.032199,0.007699,0.720340,0.212791,0.066869,0.933131,0.030561,2.809822,5.956848,0.362410,-3.147026,0.460553,1.110437,1.322380,0.649884,4,0.666667,0.333333,0.483302,0.897849,0.124113,1.906758,23,2,0.646901,0.573035,0.420657,0.242114,0.471993
-4,-3,3,-3.500000,-2.500000,3.500000,347,planar,planar,0.093439,0.079155,0.008000,0.152870,0.761510,0.085620,0.914380,0.038967,2.857568,0.807758,0.397218,2.049810,0.367539,0.489206,1.190429,0.121668,4,0.666667,0.666667,0.226774,0.182906,0.420127,0.640675,19,1,0.535784,0.752978,0.666769,0.000000,0.295933
-4,-2,3,-3.500000,-1.500000,3.500000,179,planar,planar,0.104970,0.036207,0.008143,0.655071,0.267351,0.077579,0.922421,0.031397,2.838373,12.556636,0.358216,-9.718263,0.615233,1.877715,1.557314,1.262482,4,0.666667,0.333333,0.299970,0.770115,0.179621,1.518753,22,1,0.507721,0.746803,0.535940,0.000000,0.493169
-4,-2,4,-3.500000,-1.500000,4.500000,37,linear,linear,0.023412,0.001373,0.000352,0.941373,0.043613,0.015015,0.984985,0.002244,1.749070,235.730262,0.145473,-233.981192,0.334234,14.784650,1.291019,14.450415,2,0.333333,0.000000,0.061190,0.666667,0.064215,1.215940,22,1,0.593557,0.670646,0.425632,0.000000,0.282484
-4,-1,-2,-3.500000,-0.500000,-1.500000,19,linear,linear,0.146129,0.000335,0.000031,0.997710,0.002081,0.000209,0.999791,0.001143,1.206574,194.567070,0.345018,-193.360496,0.340311,11.580538,1.130428,11.240227,2,0.333333,0.000000,0.228010,0.666667,0.049717,1.441147,19,1,0.189164,0.971037,0.305495,0.000000,0.297895
-4,0,-2,-3.500000,0.500000,-1.500000,138,planar,planar,0.182045,0.076383,0.000117,0.580414,0.418941,0.000645,0.999355,0.011774,2.071551,1.994604,0.484684,0.076947,0.371404,0.162576,1.231300,-0.208828,4,0.666667,0.666667,0.031823,0.481753,0.401526,0.706223,22,1,0.164540,0.963800,0.214691,0.000000,0.108067
-4,1,-2,-3.500000,1.500000,-1.500000,243,planar,planar,0.082079,0.022898,0.000021,0.721025,0.278722,0.000252,0.999748,0.003390,1.958329,213.837255,0.296619,-211.878926,0.337965,8.740174,1.089189,8.402209,4,0.666667,0.333333,0.000142,0.928447,0.274353,1.288150,32,1,0.212584,0.946534,0.142418,0.000000,0.249603
-4,1,-1,-3.500000,1.500000,-0.500000,236,planar,planar,0.080781,0.028393,0.000026,0.648518,0.351160,0.000321,0.999679,0.003905,1.970678,187.945987,0.305286,-185.975309,0.375309,8.060093,1.130256,7.684785,4,0.666667,0.333333,0.000057,0.772849,0.298690,1.116878,32,1,0.211696,0.946493,0.139710,0.000000,0.235668
-4,2,-1,-3.500000,2.500000,-0.500000,351,planar,planar,0.106289,0.077313,0.000042,0.272616,0.726987,0.000398,0.999602,0.007029,2.012709,0.384843,0.400907,1.627866,0.293354,0.469330,1.041004,0.175975,4,0.666667,0.666667,0.000008,0.244395,0.548264,0.402179,34,1,0.243313,0.959777,0.101524,0.000000,0.036568
-4,3,-1,-3.500000,3.500000,-0.500000,149,planar,planar,0.083232,0.041729,0.000061,0.498644,0.500625,0.000731,0.999269,0.005955,2.008480,156.953675,0.328058,-154.945195,0.315380,7.418004,1.104921,7.102625,4,0.666667,0.333333,0.000926,0.875836,0.348505,1.231336,36,1,0.334432,0.938230,0.089701,0.000000,0.234702
-4,3,0,-3.500000,3.500000,0.500000,75,linear,linear,0.084067,0.015661,0.000018,0.813705,0.186083,0.000212,0.999788,0.002864,1.919812,238.610943,0.289100,-236.691131,0.266140,9.250711,1.073645,8.984570,4,0.666667,0.333333,0.021377,0.710956,0.238087,1.077577,36,1,0.350384,0.934113,0.089938,0.000000,0.242766
-4,4,0,-3.500000,4.500000,0.500000,140,planar,planar,0.090354,0.074312,0.000120,0.177540,0.821133,0.001327,0.998673,0.009302,2.067946,4.741532,0.380226,-2.673585,0.268727,0.816978,1.125389,0.548251,4,0.666667,0.666667,0.000785,0.106338,0.588386,0.251366,31,1,0.474225,0.898343,0.082510,0.000000,0.004227
-4,5,0,-3.500000,5.500000,0.500000,84,planar,planar,0.088486,0.038185,0.000047,0.568466,0.431003,0.000531,0.999469,0.005413,1.984241,118.380415,0.336721,-116.396175,0.407471,6.314522,1.392386,5.907051,4,0.666667,0.333333,0.021476,0.832402,0.318492,1.211302,31,2,0.681044,0.819558,0.060807,0.084351,0.238183
-4,5,1,-3.500000,5.500000,1.500000,33,linear,linear,0.065687,0.000271,0.000000,0.995880,0.004118,0.000003,0.999997,0.000146,1.161870,343.275773,0.219558,-342.113903,0.365909,16.654869,0.806432,16.288960,3,0.500000,0.000000,0.063950,1.000000,0.090783,1.586333,31,2,0.620338,0.845765,0.061426,0.078145,0.280710
-4,6,1,-3.500000,6.500000,1.500000,48,planar,planar,0.129232,0.045347,0.000220,0.649108,0.349190,0.001702,0.998298,0.010884,2.106252,13.328264,0.352393,-11.222012,0.592796,1.960043,1.241166,1.367247,4,0.666667,0.666667,0.015264,0.160769,0.378386,0.330786,23,2,0.814356,0.748049,0.042583,0.094917,0.037308
-4,7,1,-3.500000,7.500000,1.500000,56,planar,planar,0.110767,0.072537,0.000136,0.345138,0.653637,0.001225,0.998775,0.010293,2.059510,76.724577,0.416643,-74.665067,0.524092,4.917547,1.516506,4.393455,3,0.500000,0.333333,0.042243,0.465409,0.315231,0.835644,19,2,0.973430,0.595666,0.036602,0.121639,0.158826
-4,7,7,-3.500000,7.500000,7.500000,15,linear,linear,0.034516,0.000453,0.000001,0.986874,0.013104,0.000022,0.999978,0.000230,1.198791,284.655162,0.152998,-283.456371,0.399497,11.072835,0.909684,10.673338,1,0.166667,0.000000,0.741695,0.333333,0.008489,1.767955,2,2,0.934592,0.649413,0.636476,0.278546,0.352407
-4,13,9,-3.500000,13.500000,9.500000,48,planar,planar,0.148926,0.072913,0.000586,0.510407,0.485658,0.003935,0.996065,0.018531,2.300359,26.941778,0.444439,-24.641419,0.595302,3.576887,1.477543,2.981584,2,0.333333,0.000000,0.008243,0.666667,0.120785,1.144461,11,1,0.286966,0.949866,0.985335,0.000000,0.325694
-4,13,10,-3.500000,13.500000,10.500000,15,linear,linear,0.208437,0.034534,0.001730,0.834321,0.157379,0.008299,0.991701,0.023178,2.427384,22.056506,0.467204,-19.629123,0.644254,3.164582,1.644254,2.520328,2,0.333333,0.000000,0.028570,0.666667,0.080035,1.171903,7,1,0.000000,1.000000,0.000000,0.000000,0.150770
-4,14,6,-3.500000,14.500000,6.500000,16,linear,linear,0.053267,0.000049,0.000000,0.999081,0.000916,0.000003,0.999997,0.000073,0.964103,279.391378,0.194189,-278.427275,0.425530,10.858932,0.648371,10.433402,2,0.333333,0.000000,0.973952,0.666667,0.001674,2.448169,13,2,0.618251,0.846613,0.890930,0.177641,0.465189
-4,14,7,-3.500000,14.500000,7.500000,60,planar,planar,0.121882,0.072297,0.001913,0.406826,0.577476,0.015697,0.984303,0.025641,2.591041,8.202300,0.411983,-5.611259,0.551734,1.614595,1.486612,1.062861,3,0.500000,0.333333,0.329026,0.491803,0.205280,1.251835,16,2,0.682036,0.819103,0.945859,0.192906,0.437473
-4,14,8,-3.500000,14.500000,8.500000,45,planar,planar,0.092354,0.029881,0.003334,0.676446,0.287448,0.036106,0.963894,0.020955,2.665616,18.336999,0.329977,-15.671384,0.942456,4.385698,1.942456,3.443242,2,0.333333,0.000000,0.003098,0.666667,0.095806,1.137515,15,1,0.415774,0.916100,0.980692,0.000000,0.371020
