rank,vx,vy,vz,base_label,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,context_mode_contribution,junction_mode_contribution,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus,junction_cluster_count,junction_orientation_dispersion,junction_score,junction_mixed_relabel_score,total_score
28,-1,-6,-5,planar,planar,50,1.801019,-0.265001,-1.371490,2.197401,1.283714,2.684459,0.253084,0.336186,0.309154,0.844802,2,0.987750,0.311388,0.380271,1.935301
29,-9,-1,-2,linear,linear,32,-0.131178,-0.499243,-0.363256,1.772297,3.612158,0.792478,0.237184,0.666667,0.061321,1.453532,1,0.738090,0.000000,0.446230,1.638662
30,-5,-9,4,planar,planar,31,1.295422,-0.438551,-1.640589,3.136506,2.612567,2.878390,0.017428,0.666667,0.145012,1.156861,3,0.322468,0.541141,0.436335,1.570733
31,-3,-7,1,corner_like,corner_like,131,-3.387223,0.320555,0.655307,0.597693,2.961292,1.568377,0.207326,0.820396,0.279165,1.448992,2,0.334021,0.243668,0.419896,1.520616
32,4,-10,1,linear,linear,18,-0.953774,0.417597,-0.283601,1.736524,2.163936,1.888132,0.146330,0.489583,0.144456,1.002754,2,0.435865,0.300730,0.351093,1.495767
33,-7,0,4,linear,linear,23,-6.873240,2.077669,-0.425517,1.768866,5.865911,2.603166,0.895217,0.751244,0.026118,2.301577,2,0.627624,0.315701,0.584401,1.479123
34,2,-7,-5,planar,planar,193,1.023607,-0.454093,-1.839203,3.727664,3.750102,2.504954,0.461037,0.762274,0.259327,1.727567,2,0.830134,0.272776,0.551263,1.257703
35,-9,-5,-1,planar,planar,111,-0.957594,-0.032834,-1.439793,2.337500,3.707056,2.146997,0.287013,0.666667,0.094013,1.520801,2,0.700024,0.239825,0.563102,1.086333
36,-4,-4,3,planar,planar,78,-3.147026,0.649884,-1.051697,1.835839,4.569755,1.642044,0.483302,0.897849,0.124113,1.906758,2,0.420657,0.242114,0.471993,0.827122
37,-8,6,2,planar,planar,65,1.247080,-0.515398,-1.281012,1.979991,1.408700,1.930883,0.288991,0.306397,0.276462,0.860508,2,0.651992,0.273255,0.363565,0.810262
38,-9,0,-1,planar,planar,138,1.904854,-0.664924,-1.368484,2.008826,1.187483,1.571160,0.047385,0.378788,0.261910,0.747303,2,0.642555,0.231845,0.318452,0.621263
39,-1,-8,4,planar,planar,92,-1.605761,-0.274615,-1.179578,1.778595,2.886843,2.450783,0.434178,0.375276,0.134127,1.265610,2,0.422240,0.352534,0.484431,0.499076
40,-6,14,8,planar,planar,29,0.779748,-0.289096,-1.408741,2.244851,2.641956,0.944094,0.004412,0.666667,0.115227,1.139290,1,0.985734,0.000000,0.356638,0.423109
41,-6,-3,3,planar,planar,152,2.749991,0.189154,-1.377690,1.993593,0.631731,0.203826,0.156195,0.314789,0.404444,0.690464,1,0.501401,0.000000,0.249227,0.403418
42,2,-7,1,planar,planar,38,-5.195945,3.455132,-1.251074,1.820326,2.706129,2.452826,0.573916,0.311281,0.172983,1.250529,2,0.493863,0.351713,0.456293,0.346742
43,0,-9,0,planar,planar,129,2.499265,0.042755,-1.571745,2.790207,0.947857,1.206036,0.124951,0.569163,0.511084,0.928096,2,0.377513,0.235955,0.212056,0.333961
44,-2,-7,5,linear,linear,83,-0.957618,-0.168857,-0.429430,1.790678,1.654927,1.942853,0.079989,0.432990,0.186300,0.850940,2,0.427861,0.318677,0.305524,0.251197
45,3,18,10,planar,planar,31,2.134627,0.427196,-1.430454,2.235295,0.705995,0.530877,0.327185,0.031339,0.291188,0.609506,1,0.702579,0.000000,0.287931,0.132946
46,-8,4,4,planar,planar,101,2.644579,0.183769,-1.422644,2.105418,0.362549,0.366894,0.032960,0.408702,0.444470,0.627402,2,0.292403,0.153145,0.102015,0.029728
47,5,-10,2,planar,planar,16,-1.023446,0.297776,-1.275439,2.208003,1.993783,2.198296,0.035819,0.333333,0.048768,0.815022,2,0.493072,0.348630,0.298344,-0.017033
48,2,-9,4,planar,planar,41,-2.368787,0.037875,-1.123234,1.594782,3.056230,1.965114,0.209462,0.793651,0.214357,1.422456,2,0.448005,0.282623,0.470524,-0.027584
49,-6,-9,3,linear,linear,30,-1.879694,0.105571,-0.417572,1.744816,0.852945,3.030294,0.206462,0.200344,0.257389,0.632435,3,0.363824,0.585903,0.370185,-0.053272
50,1,-7,-5,planar,planar,249,-0.555681,0.479978,-1.682374,3.428236,2.651463,2.321469,0.248318,0.702848,0.323803,1.375029,2,0.902856,0.239252,0.488818,-0.213381
51,8,4,-1,planar,planar,24,1.932001,0.272042,-1.434033,2.242629,1.838306,-0.812327,0.000022,0.333333,0.059519,0.766696,1,0.127338,0.000000,0.095202,-0.446641
52,-8,-9,3,planar,planar,26,-3.193700,0.658915,-1.393451,2.123157,1.842968,3.735334,0.001598,0.333333,0.059902,0.768824,3,0.393576,0.692111,0.453761,-0.473091
53,-8,-1,4,planar,planar,54,0.283113,-0.388132,-1.383206,1.903299,0.578286,2.292015,0.243988,0.126420,0.333240,0.601779,2,0.680640,0.299942,0.376952,-0.521224
54,9,18,8,planar,planar,24,0.707309,-0.119366,-1.354394,2.244656,1.404299,1.055891,0.104448,0.351852,0.226149,0.794709,2,0.365198,0.241981,0.126780,-0.550917
55,-9,-3,2,planar,planar,110,1.678451,0.095125,-1.829635,3.742968,-0.777916,3.614299,0.021045,0.168442,0.600345,0.347030,3,0.535934,0.642306,0.380697,-0.962645
56,-6,-7,7,planar,planar,69,1.421143,-0.111048,-1.674448,3.344668,2.543821,0.012094,0.002210,0.666667,0.150622,1.136317,2,0.158952,0.111721,0.199814,-1.153105
57,-5,-7,-3,planar,planar,21,0.368945,-0.015819,-1.246813,2.238249,1.375518,0.594225,0.002260,0.463415,0.221603,0.779474,1,0.713887,0.000000,0.344649,-1.162192
58,-4,-3,3,planar,planar,347,2.049810,0.121668,-1.530789,2.895446,0.459799,0.544225,0.226774,0.182906,0.420127,0.640675,1,0.666769,0.000000,0.295933,-1.250734
59,-7,-9,3,planar,planar,53,1.118933,-0.612324,-1.688209,3.459701,-0.012669,3.324603,0.001071,0.023810,0.278133,0.294303,3,0.371080,0.644823,0.353403,-1.329368
60,-7,1,5,planar,planar,57,0.754191,-0.284560,-1.827831,3.704062,1.341365,2.285858,0.160527,0.353234,0.331083,0.871935,2,0.606093,0.320507,0.380830,-1.435039
61,-8,7,2,linear,linear,31,-7.486875,1.487355,-0.346009,1.796270,3.617702,3.035482,0.236639,0.666667,0.058383,1.452797,3,0.601640,0.521159,0.491760,-1.488615
62,-5,-1,4,planar,planar,83,1.340579,-0.482564,-1.359367,2.192498,1.279897,-0.190957,0.065902,0.369478,0.241005,0.762060,1,0.280963,0.000000,0.162481,-1.604909
63,-1,19,9,planar,planar,24,1.075340,-0.548776,-1.503032,2.239481,2.600470,-0.995013,0.001680,0.666667,0.127663,1.135602,1,0.000000,0.000000,0.146419,-1.610492
64,-8,2,5,planar,planar,65,0.633189,-0.375244,-1.578000,3.179514,1.089989,1.688641,0.057605,0.387978,0.324986,0.771209,2,0.572871,0.259380,0.310273,-1.720939
65,9,0,-3,planar,planar,17,1.262513,-0.238214,-1.335527,2.242718,1.854925,-1.084191,0.000253,0.333333,0.053326,0.767008,1,0.000000,0.000000,0.082721,-1.783212
66,-8,5,3,planar,planar,40,1.614398,-0.297262,-1.330899,2.188078,0.168312,0.226081,0.073624,0.225362,0.368108,0.480624,1,0.603316,0.000000,0.201515,-1.807448
67,-5,13,10,planar,planar,32,-0.317541,0.159439,-1.246604,2.230039,2.777717,-0.991877,0.026990,0.666667,0.093663,1.169770,1,0.000000,0.000000,0.148660,-1.848904
68,5,-7,0,linear,linear,64,-3.222173,0.339506,-0.247098,1.573967,1.208304,1.634215,0.159344,0.107981,0.117587,0.600560,2,0.519702,0.268466,0.280922,-1.861212
69,-2,-7,1,corner_like,corner_like,160,-7.529335,0.622553,0.807553,0.606433,3.047346,1.766450,0.465997,0.570100,0.167294,1.389539,2,0.368607,0.269603,0.428287,-1.891866
70,6,18,9,planar,planar,25,0.378573,-0.493287,-1.501653,2.246410,1.389640,0.462609,0.061188,0.444444,0.277052,0.838160,2,0.326115,0.163507,0.126509,-2.010529
71,-8,4,5,planar,planar,26,-3.317942,1.013648,-1.188547,2.015851,2.755663,0.678850,0.023003,0.666667,0.096717,1.164387,1,0.774547,0.000000,0.382711,-2.074179
72,-4,-6,-5,corner_like,corner_like,136,-6.162111,1.004081,0.449711,0.703242,1.099973,2.185561,0.104618,0.218391,0.209506,0.648131,2,0.830960,0.254983,0.375385,-2.126027
73,-7,-8,0,planar,planar,130,1.795891,-0.210883,-1.553437,2.544016,0.341840,0.014288,0.133636,0.263023,0.427303,0.603068,1,0.462552,0.000000,0.156486,-2.156318
74,2,-7,0,linear,linear,110,-4.455643,0.606249,-0.273748,1.646256,2.721367,0.777933,0.163789,0.708772,0.184572,1.267431,1,0.536078,0.000000,0.446418,-2.270098
75,1,-9,0,planar,planar,124,1.014672,-0.530279,-1.443816,2.164071,0.572698,0.273035,0.087659,0.400304,0.429198,0.692007,1,0.428459,0.000000,0.201724,-2.277761
76,-8,5,4,planar,planar,17,-0.915989,0.554004,-1.639384,3.091486,2.932612,-0.143167,0.097476,0.666667,0.131807,1.264926,1,0.294631,0.000000,0.239029,-2.303409
77,-3,-9,1,planar,planar,78,0.338865,-0.138431,-1.280071,2.134148,-0.118134,0.971335,0.055326,0.143782,0.361511,0.366184,2,0.306163,0.221152,0.109728,-2.360584
78,8,18,8,planar,planar,19,0.414783,-0.110708,-1.493505,2.239692,0.078127,0.859905,0.195548,0.052525,0.376950,0.455100,2,0.461278,0.215674,0.085467,-2.491091
79,5,-7,-6,linear,linear,59,-4.827149,1.466933,-0.410746,1.731147,1.218472,1.747189,0.041099,0.341737,0.198584,0.698061,2,0.603321,0.277775,0.265517,-2.536447
80,-6,2,5,planar,planar,56,-5.429406,2.120996,-1.294403,2.204711,2.012784,2.247139,0.041792,0.333333,0.049697,0.823087,2,0.643007,0.312302,0.365762,-2.547600
81,4,-10,2,planar,planar,47,-1.877594,0.489507,-1.343734,2.016483,-0.240388,2.331782,0.034191,0.204319,0.449005,0.404242,2,0.512082,0.366131,0.272966,-2.656911
82,9,2,-2,planar,planar,16,0.254567,0.058278,-1.472433,2.241301,1.835133,-1.092875,0.000843,0.333333,0.061915,0.767805,1,0.000000,0.000000,0.076518,-2.658631
83,3,-9,-1,planar,planar,150,2.034369,-0.212623,-1.689718,3.426096,0.497291,0.128890,0.170995,0.299198,0.460106,0.693294,1,0.467700,0.000000,0.179862,-2.667888
84,-4,-9,1,planar,planar,60,0.219528,-0.389671,-1.310177,2.234772,0.161896,0.881163,0.087188,0.186367,0.345077,0.456041,2,0.282978,0.213966,0.112774,-2.672033
85,-9,-3,3,planar,planar,77,-2.481771,0.061504,-1.711837,3.434272,2.513109,2.371414,0.227728,0.712895,0.360659,1.358285,2,0.690971,0.274004,0.541759,-2.681855
86,-8,-4,3,planar,planar,61,-3.061308,1.084644,-1.582406,2.952510,1.130874,2.694201,0.069482,0.377451,0.313582,0.775664,2,0.615809,0.363429,0.412528,-2.686505
87,6,-8,-4,planar,planar,48,-0.493360,0.200597,-1.494394,2.234103,1.001344,0.288135,0.006449,0.392157,0.292757,0.706745,1,0.606079,0.000000,0.280474,-2.731781
88,2,-8,-3,planar,planar,180,1.409818,-0.159128,-1.854269,3.730993,0.652409,0.872666,0.000059,0.373849,0.399701,0.677980,1,0.998909,0.000000,0.294692,-2.809498
89,3,-7,0,planar,planar,107,-3.281645,0.171455,-1.125783,2.022673,2.568939,0.712378,0.155399,0.692810,0.214330,1.238546,1,0.505389,0.000000,0.423354,-2.977329
90,6,-7,-6,planar,planar,58,-2.541369,0.806407,-1.381112,2.202945,0.903806,1.400618,0.002775,0.339080,0.265179,0.643401,2,0.639587,0.219852,0.248889,-3.014596
91,-9,0,0,planar,planar,86,1.930352,-0.044097,-1.601369,2.830802,-0.744474,0.267244,0.010001,0.112150,0.507387,0.270200,1,0.647118,0.000000,0.162761,-3.023147
92,0,-6,-5,planar,planar,62,-4.062488,0.688103,-1.326872,2.245663,1.171326,2.708158,0.240322,0.297607,0.291223,0.785136,2,0.996855,0.315667,0.364876,-3.067436
93,7,-7,6,planar,planar,82,2.206820,-0.012382,-1.596104,2.797608,-0.954369,0.065698,0.002499,0.050622,0.508840,0.192392,1,0.582496,0.000000,0.130010,-3.087946
94,-9,-2,1,planar,planar,95,2.116548,-0.061654,-1.632628,3.117351,-0.899564,0.496819,0.009859,0.076082,0.526777,0.230333,1,0.837859,0.000000,0.178905,-3.097830
95,4,-8,2,linear,linear,36,-8.291304,1.103943,-0.404920,1.788118,1.885565,4.343742,0.000883,0.333333,0.042194,0.767859,4,0.438774,0.741639,0.633864,-3.151092
96,12,-1,8,linear,linear,19,-4.710232,0.936604,-0.300874,1.791921,2.071574,0.587138,0.046964,0.333333,0.033897,0.830068,1,0.881995,0.000000,0.252708,-3.207710
97,-9,-2,2,planar,planar,83,0.029486,-0.135029,-1.463535,2.232366,-0.807126,1.377465,0.006058,0.041605,0.445782,0.187277,2,0.773784,0.187561,0.186329,-3.231105
98,10,-4,7,planar,planar,44,2.384339,-0.309262,-1.614215,2.921584,-0.802822,-0.007706,0.004019,0.110325,0.519791,0.260117,1,0.556131,0.000000,0.119076,-3.271251
99,7,6,0,planar,planar,20,0.130998,-0.294078,-1.653008,3.090918,2.549442,-0.977626,0.000666,0.666667,0.146251,1.134233,1,0.000000,0.000000,0.158838,-3.335190
100,-6,-2,3,linear,linear,35,-8.556580,1.275283,-0.303941,1.639820,5.632804,0.252706,0.538461,1.000000,0.056290,2.226922,1,0.384989,0.000000,0.425348,-3.339548
101,9,-9,5,planar,planar,48,0.333798,-0.271248,-1.378902,2.245591,0.013181,0.203653,0.053091,0.212544,0.385485,0.438805,1,0.605999,0.000000,0.169889,-3.345107
102,8,2,-2,planar,planar,35,0.382853,-0.313275,-1.548894,2.427333,1.294945,-0.771299,0.000339,0.514286,0.308657,0.832838,1,0.128259,0.000000,0.133519,-3.383004
103,-6,4,0,planar,planar,62,-0.205960,-0.122000,-1.822594,3.732596,0.903638,1.535247,0.001061,0.450216,0.389884,0.763337,2,0.627071,0.229996,0.289454,-3.444264
104,4,-3,-4,planar,planar,128,2.083400,0.429563,-1.607027,2.811214,-0.408477,-1.141306,0.000426,0.242867,0.511617,0.401061,1,0.000000,0.000000,0.041924,-3.455060
105,-9,-3,1,planar,planar,164,1.286423,-0.343456,-1.582854,3.137135,-0.979485,1.217572,0.013043,0.046641,0.528931,0.202247,2,0.477955,0.245243,0.118263,-3.538935
106,-7,15,6,linear,linear,20,-6.373683,1.155675,-0.362136,1.796658,1.920570,1.896792,0.008328,0.333333,0.038911,0.777909,2,0.888587,0.249669,0.230867,-3.559440
107,12,-9,-4,planar,planar,23,-1.991327,0.235867,-1.415438,2.204036,2.624581,-0.979449,0.002038,0.666667,0.118709,1.136084,1,0.000000,0.000000,0.157536,-3.729803
108,-2,-8,6,planar,planar,65,-0.889767,-0.316587,-1.257121,2.208717,0.804047,0.130602,0.119722,0.393921,0.359819,0.728271,1,0.426347,0.000000,0.176908,-3.737543
109,1,5,0,planar,planar,131,1.926019,0.396070,-1.669790,3.190356,-0.721136,-0.485266,0.000202,0.160132,0.539338,0.309752,2,0.056679,0.087167,0.017159,-3.744459
110,-4,0,-2,planar,planar,138,0.076947,-0.208828,-1.396543,2.247582,0.680932,-0.672496,0.031823,0.481753,0.401526,0.706223,1,0.214691,0.000000,0.108067,-3.767570
111,10,1,9,planar,planar,32,1.482026,-0.214769,-1.575337,2.624319,-0.145198,-0.736515,0.107525,0.143116,0.444596,0.435920,1,0.250908,0.000000,-0.012940,-3.814111
112,-4,14,7,planar,planar,60,-5.611259,1.062861,-1.513283,2.350197,2.668899,1.905827,0.329026,0.491803,0.205280,1.251835,2,0.945859,0.192906,0.437473,-3.837153
113,2,3,-1,planar,planar,338,1.874846,0.327624,-1.656552,3.098801,-0.389143,-0.946266,0.000046,0.268597,0.532916,0.428853,1,0.096381,0.000000,0.044936,-3.888292
114,-5,-9,3,planar,planar,26,0.484894,0.209939,-1.700297,3.596906,-0.504759,1.195323,0.012494,0.236381,0.558891,0.410219,2,0.330179,0.262643,0.097633,-3.911806
115,5,-4,6,planar,planar,42,-9.702135,1.482351,-0.976708,1.498842,5.320697,1.388470,0.932996,0.333333,0.002783,2.026212,2,0.411599,0.240259,0.346148,-3.986167
116,2,19,8,planar,planar,28,-1.498338,-0.387544,-1.436955,2.233272,1.018734,0.546603,0.021492,0.361582,0.272091,0.693421,1,0.759561,0.000000,0.269431,-3.990772
117,6,-9,-2,planar,planar,76,1.953225,0.170995,-1.697200,3.403684,-0.954492,-0.070169,0.013354,0.070568,0.546916,0.228985,1,0.532440,0.000000,0.099053,-4.001324
118,10,-9,5,planar,planar,32,1.091317,-0.324572,-1.643358,3.071982,-0.348211,0.283610,0.023898,0.239951,0.517579,0.429541,1,0.634863,0.000000,0.142770,-4.013196
119,-8,-7,-2,linear,linear,53,-4.671808,1.046682,-0.453322,1.798347,1.501666,0.347786,0.002024,0.494845,0.207731,0.813729,1,0.577569,0.000000,0.292388,-4.027344
120,11,1,9,planar,planar,30,1.457520,-0.533560,-1.331827,2.231063,-0.621206,-0.773571,0.014004,0.040936,0.383254,0.197268,1,0.263590,0.000000,-0.032662,-4.033707
121,-9,1,0,planar,planar,153,-0.290214,-0.077688,-1.596706,3.310934,-0.209944,1.330492,0.076532,0.219626,0.513965,0.478239,2,0.617188,0.216157,0.217391,-4.154994
122,-8,5,2,planar,planar,68,-1.595104,-0.084622,-1.500408,2.763132,0.016397,1.680743,0.096232,0.225982,0.460109,0.511827,2,0.704201,0.243488,0.263975,-4.246125
123,-7,-8,1,planar,planar,25,-8.087199,1.930252,-1.154079,1.609765,4.248117,0.406521,0.412866,0.666667,0.058396,1.690702,1,0.351966,0.000000,0.430084,-4.266154
124,-1,-9,0,planar,planar,138,0.223100,-0.052784,-1.771304,3.669142,0.067065,0.895160,0.073157,0.434927,0.630378,0.710514,2,0.359112,0.212218,0.111400,-4.307905
125,-2,-7,-4,planar,planar,283,0.139743,-0.369345,-1.658412,3.130521,-0.994966,1.670757,0.001230,0.060532,0.534307,0.201579,2,0.930940,0.203450,0.172558,-4.342744
126,1,-8,6,planar,planar,167,1.421796,-0.058313,-1.623926,2.934797,-0.950812,-0.220793,0.001093,0.063303,0.519967,0.204442,1,0.402617,0.000000,0.040300,-4.366845
127,-1,-8,-2,planar,planar,221,2.034809,0.627126,-1.829603,3.746650,-1.266877,-0.197686,0.000123,0.036908,0.612382,0.174099,1,0.489578,0.000000,0.068087,-4.378881
128,0,7,1,linear,linear,43,-1.811301,0.502551,-0.258308,1.799958,0.021626,-1.113295,0.009808,0.136752,0.234808,0.297001,1,0.000000,0.000000,0.061932,-4.458685
129,-4,-7,-3,planar,planar,106,-3.109609,0.760812,-1.479000,2.204053,0.211614,1.294143,0.002444,0.405785,0.457514,0.582997,2,0.792284,0.161921,0.253135,-4.526094
130,11,-8,4,planar,planar,16,-5.017992,0.707256,-1.659951,3.188387,2.982512,1.566961,0.111283,0.666667,0.131609,1.283565,2,0.567493,0.239075,0.336761,-4.609601
131,-4,2,-1,planar,planar,351,1.627866,0.175975,-1.689743,3.311622,-0.498963,-0.943176,0.000008,0.244395,0.548264,0.402179,1,0.101524,0.000000,0.036568,-4.639662
132,5,19,7,planar,planar,32,-1.188235,0.079713,-1.500961,2.233140,0.148357,0.034074,0.020626,0.011111,0.227904,0.306734,1,0.517707,0.000000,0.123733,-4.660192
133,-5,6,1,planar,planar,52,-0.847797,0.244954,-1.345444,2.247470,-0.185252,-0.280951,0.031223,0.165826,0.379217,0.357894,2,0.055115,0.107881,0.020954,-4.661960
134,-2,-6,-5,planar,planar,111,-3.946171,0.607025,-1.655907,3.150706,0.997811,2.337787,0.235314,0.347983,0.409829,0.833789,2,0.939300,0.256599,0.352578,-4.810161
135,-5,4,0,planar,planar,104,1.941236,0.172193,-1.749745,3.702825,-0.621882,-0.876687,0.001654,0.223951,0.575405,0.381913,1,0.082115,0.000000,0.027428,-4.837710
136,4,-9,-1,planar,planar,98,-0.139102,-0.173176,-1.598261,3.030297,-0.048765,0.029352,0.011490,0.360000,0.519975,0.544845,1,0.466906,0.000000,0.140432,-4.960249
137,9,-4,7,planar,planar,60,1.362331,-0.382439,-1.675904,3.368281,-0.789831,-0.146448,0.007528,0.134909,0.547721,0.291896,1,0.522526,0.000000,0.101874,-5.000572
138,2,-8,6,planar,planar,149,1.458861,0.046216,-1.746590,3.691686,-0.865367,-0.214355,0.000598,0.141446,0.575093,0.289731,1,0.392127,0.000000,0.028993,-5.012920
139,6,-7,6,planar,planar,48,-4.700347,1.252900,-1.262535,2.198704,0.673920,1.213613,0.156154,0.244160,0.307104,0.612717,2,0.579841,0.201207,0.240721,-5.021152
140,-2,-4,-4,planar,planar,257,1.798451,0.197359,-1.701398,3.404550,-0.896522,-1.025619,0.004898,0.105285,0.552006,0.255758,1,0.049842,0.000000,-0.021104,-5.032278
141,-8,3,5,planar,planar,51,0.140798,-0.032055,-1.663175,3.487715,-0.290930,0.215025,0.048790,0.257800,0.550443,0.482780,1,0.576197,0.000000,0.154549,-5.118053
142,-5,2,-1,planar,planar,205,0.526183,-0.184524,-1.613567,2.841147,-0.234329,-0.899956,0.000591,0.304355,0.513844,0.468921,1,0.106541,0.000000,0.056779,-5.247341
143,4,-5,-5,planar,planar,57,-1.739483,0.436748,-1.693270,3.337326,-0.493566,1.572843,0.000410,0.247145,0.549853,0.405746,2,0.781572,0.222455,0.197032,-5.254053
144,-9,-1,1,planar,planar,116,0.954080,-0.324792,-1.735915,3.610190,-1.037983,0.412452,0.001988,0.074849,0.568606,0.218351,1,0.805075,0.000000,0.167223,-5.342350
145,-9,-8,1,planar,planar,29,-6.103514,0.931131,-1.355136,2.137109,2.659139,0.598002,0.007156,0.666667,0.112337,1.142993,1,0.487116,0.000000,0.355036,-5.407486
146,3,-1,-3,planar,planar,382,1.709658,0.100512,-1.775267,3.747174,-0.712757,-1.056501,0.000071,0.205317,0.587520,0.359278,1,0.066098,0.000000,0.020814,-5.481529
