rank,vx,vy,vz,base_label,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,context_mode_contribution,junction_mode_contribution,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus,junction_cluster_count,junction_orientation_dispersion,junction_score,junction_mixed_relabel_score,total_score
26,5,4,4,planar,junction_like_mixed,49,-1.360596,0.157137,1.293620,1.361996,1.234874,4.217930,0.254202,0.032787,0.154290,0.645905,4,0.433503,0.715152,0.667680,4.180968
27,6,2,2,corner_like,corner_like,161,2.762012,0.246134,0.989878,0.354662,0.494455,0.023146,0.022491,0.435669,0.392541,0.642931,1,0.349068,0.000000,0.166932,4.160963
28,6,3,2,corner_like,corner_like,154,2.653074,0.183945,0.961394,0.351833,0.612588,0.087207,0.027247,0.469982,0.392113,0.687098,1,0.415757,0.000000,0.200640,4.146376
29,6,0,2,corner_like,corner_like,147,2.253954,-0.006639,0.888175,0.221404,0.910723,0.234381,0.084623,0.468237,0.353696,0.762635,1,0.511062,0.000000,0.266454,4.059192
30,6,2,-1,corner_like,corner_like,272,2.439848,-0.310652,0.372512,0.826474,0.115394,2.132677,0.151851,0.194110,0.462882,0.551853,2,0.662631,0.288719,0.336835,3.923305
31,-2,-11,8,planar,planar,36,2.186065,0.412483,-1.414163,2.230367,0.318826,4.138069,0.023101,0.049383,0.208275,0.352174,3,0.510268,0.747988,0.475217,3.410914
32,6,1,2,corner_like,corner_like,206,2.683688,0.253136,0.500405,0.687923,0.584107,-0.015671,0.136576,0.406616,0.484227,0.764988,1,0.369552,0.000000,0.186456,3.317743
33,6,-3,2,corner_like,corner_like,169,2.290833,0.011684,0.752162,0.320815,0.605467,-0.023853,0.015238,0.512172,0.426286,0.717294,1,0.419575,0.000000,0.206636,3.315479
34,-6,-8,8,planar,planar,59,2.198510,0.112727,-1.407663,2.084665,2.617008,1.789619,0.200943,0.715152,0.284915,1.324606,2,0.597252,0.255235,0.411425,3.225535
35,6,-4,2,corner_like,corner_like,123,2.416321,-0.096328,0.653060,0.410627,0.775633,-0.117624,0.030699,0.585260,0.464794,0.818563,1,0.369613,0.000000,0.195711,3.220435
36,6,-3,1,corner_like,corner_like,276,2.803596,0.081246,0.507509,0.628945,-0.433655,0.864539,0.036439,0.137007,0.451003,0.333233,2,0.403330,0.209561,0.106306,3.194290
37,6,-13,2,planar,planar,16,0.125303,-0.747170,-0.965859,1.482129,3.523726,2.735014,0.546529,0.412698,0.084770,1.458449,2,0.697623,0.335314,0.521570,3.188885
38,6,-13,3,linear,linear,16,-3.925097,1.010872,-0.464778,1.780378,3.599305,4.700665,0.240010,0.666667,0.070325,1.457346,3,0.693386,0.722059,0.745113,3.140588
39,6,-1,2,corner_like,corner_like,141,2.038183,-0.012670,0.786309,0.292924,0.490628,0.099237,0.022045,0.451375,0.411371,0.659607,1,0.450328,0.000000,0.209394,3.108762
40,-1,-11,8,planar,planar,31,2.297167,0.286904,-1.204747,2.207994,0.446695,3.340543,0.014214,0.066667,0.165420,0.359188,3,0.537921,0.630708,0.345248,2.958569
41,6,-9,1,corner_like,corner_like,50,0.300576,-0.411111,0.705488,0.308721,2.245214,0.327878,0.478817,0.286430,0.191907,1.094809,1,0.479561,0.000000,0.352247,2.859324
42,-5,-8,8,planar,planar,63,2.378941,-0.278297,-1.335909,1.825658,1.530377,2.267281,0.138905,0.371069,0.247015,0.862365,2,0.634585,0.319633,0.387917,2.736735
43,-3,-11,8,linear,linear,23,0.815285,-0.546902,-0.338443,1.782380,0.472605,4.106787,0.021781,0.040650,0.136136,0.340786,3,0.497009,0.748890,0.464447,2.726951
44,6,-2,2,volumetric,volumetric,201,2.289798,-0.178990,0.776272,0.446159,0.388292,-0.136314,0.024826,0.418526,0.417852,0.627226,1,0.371858,0.000000,0.162448,2.692900
45,3,15,3,linear,linear,33,2.002997,-0.846830,-0.262821,1.527343,2.740132,0.463959,0.325871,0.444444,0.118782,1.195482,1,0.539731,0.000000,0.366655,2.570094
46,-8,-8,8,planar,planar,24,2.467679,-0.343175,-1.085177,1.381321,1.388831,1.509469,0.045090,0.406926,0.211896,0.775157,2,0.820150,0.183659,0.335633,2.556306
47,3,-5,4,corner_like,corner_like,96,-1.381671,-0.079423,0.741571,0.293229,1.366984,2.184943,0.077026,0.660360,0.383737,0.963715,3,0.297095,0.466460,0.285956,2.539175
48,1,0,-2,planar,planar,1343,2.107231,-0.464994,-1.100350,1.711814,3.058863,0.610821,0.277845,0.690190,0.190992,1.400966,1,0.557511,0.000000,0.493137,2.499757
49,-5,-11,8,planar,planar,25,1.629629,-0.300729,-1.308765,2.160159,0.697820,3.892999,0.070362,0.098592,0.182207,0.470106,3,0.543998,0.699772,0.449145,2.450796
50,6,-2,3,corner_like,corner_like,197,1.951188,-0.028907,0.604942,0.627716,-0.108621,0.592353,0.073114,0.190385,0.436010,0.441461,2,0.408307,0.168397,0.129851,2.383239
51,6,4,2,corner_like,corner_like,149,2.083900,-0.048805,0.663589,0.372733,0.045280,-0.166386,0.033789,0.257901,0.397665,0.462639,1,0.369900,0.000000,0.125681,2.204845
52,6,-1,1,planar,planar,153,1.625116,-0.173184,-1.016444,1.439198,1.873418,1.315584,0.201427,0.596363,0.286503,1.061259,2,0.423979,0.224966,0.328882,2.185293
53,6,-7,2,corner_like,corner_like,57,-0.202495,-0.187491,0.921258,0.265448,1.415387,0.232094,0.063252,0.368932,0.183530,0.757882,1,0.468111,0.000000,0.278069,1.913305
54,6,-13,1,corner_like,corner_like,26,-7.071113,1.584804,0.875257,0.458098,4.376017,2.431456,0.437412,0.666667,0.042676,1.723839,2,0.879170,0.264119,0.509296,1.738323
55,12,-1,-1,linear,linear,24,-0.757915,0.631967,-0.247010,1.733605,3.790698,-0.085651,0.052907,1.000000,0.097481,1.571425,2,0.071470,0.100410,0.214728,1.598484
56,-7,-8,8,planar,planar,47,2.347275,-0.197169,-1.388566,2.046622,1.312692,1.549270,0.019139,0.473896,0.281901,0.813789,2,0.751889,0.198334,0.325966,1.576880
57,4,0,4,planar,planar,19,-0.865109,0.096037,-1.258580,2.003654,3.200510,2.164751,0.142401,0.666667,0.089776,1.325574,2,0.552923,0.300033,0.456312,1.333955
58,-3,11,6,corner_like,corner_like,38,-5.463686,0.820407,0.992178,0.247664,2.148892,3.001464,0.068476,0.333333,0.033758,0.859110,3,0.463254,0.565799,0.422783,1.251590
59,6,-12,2,linear,linear,17,-2.119796,0.468055,-0.395552,1.781613,2.213956,2.786105,0.450001,0.066667,0.083761,0.947502,2,0.660552,0.368530,0.423824,1.171155
60,-2,-8,4,planar,junction_like_mixed,20,-11.210397,5.785595,1.272901,1.770246,2.379832,4.576145,0.139953,0.333333,0.043470,0.955603,4,0.437986,0.788834,0.674154,1.033831
61,6,6,0,planar,planar,90,2.084648,-0.320209,-1.436964,2.483902,-0.338305,3.497328,0.119629,0.059933,0.442215,0.360759,3,0.466332,0.638694,0.425022,1.002597
62,0,-11,8,linear,linear,24,-4.952595,2.516013,-0.270088,1.785379,1.985904,3.347653,0.022458,0.333333,0.033114,0.796985,3,0.570306,0.615217,0.378862,0.841508
63,-10,-11,8,planar,planar,15,1.627666,-0.229711,-1.585222,2.729132,1.882554,1.764705,0.018558,0.333333,0.068171,0.791720,2,0.783599,0.255257,0.226212,0.730861
64,0,-10,7,planar,planar,63,-2.371195,0.625092,-1.493879,2.244974,2.684329,3.465915,0.022225,0.666667,0.123601,1.163337,3,0.530255,0.621451,0.485522,0.665287
65,-4,-11,8,planar,planar,46,0.104736,-0.047889,-1.516379,2.289336,0.331550,4.047067,0.064911,0.013889,0.221368,0.369574,3,0.475699,0.742081,0.453219,0.629748
66,-9,-3,8,planar,planar,56,2.161980,-0.073873,-1.511423,2.295770,2.013052,0.316739,0.050501,0.333333,0.061809,0.834843,2,0.197054,0.160632,0.073742,0.610705
67,1,-10,6,linear,linear,17,-4.407690,1.248565,-0.392937,1.799258,1.916554,4.003363,0.008499,0.333333,0.040726,0.778140,3,0.530706,0.688146,0.557760,0.568597
68,-2,11,7,linear,linear,16,-1.048199,0.090094,-0.456624,1.794421,3.403003,0.190959,0.534007,0.398010,0.097753,1.425386,1,0.395693,0.000000,0.317798,0.384813
69,6,5,3,planar,planar,16,0.528888,-0.178597,-1.263946,2.179103,2.980428,0.466049,0.348140,0.529680,0.153226,1.319304,1,0.514685,0.000000,0.389916,0.353718
70,-9,-8,8,planar,planar,30,1.806275,-0.406319,-1.576593,2.729114,2.806004,0.445956,0.060984,0.666667,0.130261,1.215661,1,0.643520,0.000000,0.341080,0.346208
71,-6,-7,8,planar,planar,67,1.980189,0.070323,-1.412321,2.239911,1.816401,0.117600,0.097790,0.516667,0.243605,0.967016,1,0.520155,0.000000,0.230307,0.332283
72,3,-8,4,planar,planar,46,0.126091,-0.139718,-1.390782,2.073317,2.076361,1.714072,0.239095,0.413502,0.221971,1.044297,2,0.593835,0.254893,0.363667,0.312707
73,6,-10,2,planar,planar,28,-0.329778,-0.066161,-1.025908,1.560678,2.352118,0.902964,0.298925,0.364780,0.142073,1.071474,1,0.694667,0.000000,0.451774,0.272557
74,6,-6,2,corner_like,corner_like,57,-2.873240,0.620860,0.904793,0.276234,2.017311,-0.235556,0.181907,0.413333,0.164704,0.966908,1,0.234539,0.000000,0.286899,0.157934
75,2,7,-2,linear,linear,44,1.891897,0.355112,-0.451784,1.798878,1.184355,-1.022776,0.017058,0.364341,0.204074,0.690470,1,0.000000,0.000000,0.126588,0.157926
76,-4,11,7,planar,planar,27,1.770169,-0.194019,-1.834039,3.715644,3.548905,0.507800,0.468126,0.333333,0.045418,1.398637,1,0.532902,0.000000,0.355355,0.083171
77,6,7,0,planar,planar,83,2.567656,0.078348,-1.662400,3.312758,-0.538217,2.826083,0.097684,0.094916,0.529815,0.369614,3,0.531476,0.533168,0.300839,-0.041288
78,5,-2,4,linear,linear,37,-1.860668,0.241046,-0.377547,1.765911,2.023745,1.602645,0.358996,0.124088,0.096318,0.887807,2,0.465479,0.259471,0.326311,-0.136690
79,6,6,-1,planar,planar,112,0.190616,-0.394924,-1.420955,2.286372,0.079903,3.633630,0.121680,0.187483,0.426896,0.503832,3,0.506295,0.650333,0.463048,-0.198102
80,-6,6,8,planar,planar,17,1.102214,-0.637728,-1.138324,2.058009,2.866713,-0.359744,0.046408,0.666667,0.086005,1.195984,1,0.265714,0.000000,0.198177,-0.224878
81,0,-8,4,planar,planar,162,-2.388852,0.360925,-1.430660,2.112397,3.538016,1.710701,0.241479,0.666667,0.096422,1.459331,2,0.440446,0.264140,0.423429,-0.322268
82,-12,4,8,planar,planar,24,1.235079,-0.231091,-1.187321,2.065961,2.092587,-0.223385,0.060509,0.333333,0.044661,0.848354,2,0.116503,0.104171,0.088308,-0.380093
83,6,11,-1,planar,planar,47,0.055556,0.038834,-1.538776,2.872392,0.187721,3.672829,0.196457,0.117647,0.409691,0.527962,3,0.641616,0.615388,0.468400,-0.456229
84,-6,11,3,linear,linear,33,2.090394,0.052787,-0.408554,1.760825,0.741640,-1.175867,0.047346,0.114155,0.150525,0.456155,1,0.000000,0.000000,0.017238,-0.460426
85,-1,11,7,planar,planar,19,-1.296226,0.377982,-1.419183,2.228174,3.059437,0.951342,0.494817,0.363636,0.138211,1.334670,2,0.310806,0.200732,0.286070,-0.554821
86,3,-3,4,planar,planar,161,-2.488948,0.247623,-1.047680,1.831434,0.800483,3.764188,0.120174,0.033467,0.137384,0.465715,3,0.494803,0.663874,0.508301,-0.555768
87,-6,-11,8,planar,planar,25,-1.336654,0.282129,-1.408299,2.227716,0.309636,3.768416,0.040124,0.021277,0.203632,0.344238,3,0.579328,0.677511,0.410876,-0.612486
88,6,7,-2,planar,junction_like_mixed,54,-8.877681,1.290616,1.317238,1.684995,2.859678,4.476597,0.398008,0.416667,0.141350,1.262310,3,0.579027,0.721488,0.746220,-0.618546
89,-7,11,3,linear,linear,24,1.890515,0.111778,-0.368474,1.787034,0.638460,-1.187322,0.025356,0.098039,0.141714,0.408741,1,0.000000,0.000000,0.009056,-0.702076
90,-10,-4,8,linear,linear,21,-1.386594,0.388697,-0.333880,1.797766,3.220968,-0.916362,0.130517,0.666667,0.065081,1.309532,1,0.000000,0.000000,0.202599,-0.824936
91,-8,-11,8,planar,planar,15,1.032702,-0.587714,-1.311652,2.232989,0.349923,1.907602,0.021019,0.042735,0.185560,0.342050,2,0.707963,0.302298,0.181671,-0.842128
92,-7,-6,8,planar,planar,68,1.276408,-0.214366,-1.473761,2.245126,1.682380,-0.055285,0.062240,0.536797,0.269298,0.941166,1,0.458742,0.000000,0.216239,-1.029750
93,-8,-10,6,planar,planar,27,-1.621109,0.495526,-1.328240,2.240917,1.891285,1.749123,0.009769,0.333333,0.052417,0.779855,2,0.712404,0.264490,0.249732,-1.054333
94,-1,-9,-2,linear,linear,36,0.817730,-0.055256,-0.275393,1.799980,1.295403,-1.047056,0.008114,0.370370,0.154871,0.685027,1,0.000000,0.000000,0.109246,-1.064552
95,0,-7,-2,linear,linear,54,1.918047,0.524386,-0.471888,1.797929,-0.141090,-1.126741,0.006841,0.170295,0.332800,0.329893,1,0.000000,0.000000,0.052328,-1.095215
96,-3,11,3,planar,planar,64,1.307673,-0.228292,-1.486491,2.484528,0.274785,1.505647,0.018849,0.065476,0.237978,0.364136,2,0.829563,0.214280,0.182273,-1.111205
97,-8,-7,8,planar,planar,34,2.552528,0.257942,-1.451688,2.123363,-0.318003,-0.029425,0.017769,0.194155,0.444784,0.370892,1,0.597591,0.000000,0.125956,-1.112009
98,-13,-7,8,planar,planar,21,1.206538,-0.287769,-1.471814,2.226030,1.922222,-0.272572,0.024427,0.333333,0.060849,0.799643,2,0.136787,0.100872,0.066833,-1.129425
99,3,-4,4,planar,planar,137,-2.806216,0.465421,-1.392080,2.200408,1.256495,3.468770,0.053259,0.417639,0.287500,0.797969,3,0.421692,0.636450,0.480461,-1.208018
100,6,4,1,planar,planar,212,2.534593,-0.004734,-1.483094,2.636007,-0.423243,0.762755,0.066146,0.144858,0.497572,0.381975,3,0.117992,0.271337,0.128533,-1.249731
101,1,8,-2,linear,linear,38,-0.999477,0.005986,-0.285573,1.799975,2.746454,-0.925157,0.000390,0.666667,0.068604,1.133860,1,0.000000,0.000000,0.196316,-1.257743
102,6,-9,2,planar,planar,29,-1.420914,0.486976,-1.116779,1.521034,0.820681,1.485443,0.256423,0.130890,0.260739,0.623483,2,0.493011,0.254685,0.272245,-1.265628
103,6,0,0,planar,planar,195,-1.155408,0.112542,-1.246233,1.888848,1.018837,1.886501,0.245639,0.245683,0.299124,0.735196,2,0.696379,0.238587,0.379549,-1.272609
104,4,4,4,planar,planar,67,-4.208298,0.851317,-1.308944,1.785016,0.676944,4.488741,0.033762,0.164948,0.214901,0.493689,3,0.490311,0.760663,0.631779,-1.285256
105,-7,-11,8,planar,planar,22,-0.820419,0.086552,-1.423211,2.216305,0.535804,2.414294,0.053816,0.083333,0.205087,0.430984,2,0.885253,0.328653,0.209402,-1.423285
106,-8,11,3,planar,planar,18,1.375410,0.116182,-1.488670,2.248204,1.875626,-1.109099,0.012234,0.333333,0.062016,0.783183,1,0.000000,0.000000,0.064929,-1.478754
107,6,1,3,planar,planar,187,2.384408,0.014114,-1.562987,2.968605,-0.262641,0.778180,0.076220,0.173202,0.481125,0.426753,2,0.419116,0.197318,0.097739,-1.617531
108,6,11,2,planar,planar,29,-3.047608,-0.131661,-1.159986,1.825290,2.467905,2.046510,0.284921,0.441315,0.164509,1.136756,2,0.634536,0.269379,0.435234,-1.650132
109,6,-5,2,planar,planar,93,0.778354,-0.544858,-1.201397,1.325112,0.877110,-0.309001,0.057137,0.566667,0.440835,0.833801,1,0.299865,0.000000,0.187451,-1.724903
110,6,-16,1,planar,planar,15,1.845921,-0.025640,-1.661908,3.180688,1.060000,0.183216,0.000000,0.000000,0.000000,0.400000,0,0.000000,0.000000,0.130869,-1.779099
111,12,-2,-1,linear,linear,21,-5.062323,1.694950,-0.284277,1.791675,3.725529,-0.085621,0.036371,1.000000,0.099839,1.549101,2,0.093402,0.102299,0.201984,-1.803417
112,-7,-10,6,linear,linear,39,-2.498895,0.829272,-0.451967,1.791688,0.324873,1.771350,0.013088,0.022989,0.161684,0.309623,2,0.697252,0.280964,0.202461,-1.817054
113,6,2,0,planar,planar,243,2.191695,-0.063951,-1.598644,3.308475,-0.739982,1.649211,0.045823,0.083798,0.523472,0.287373,2,0.605715,0.263746,0.198704,-1.870146
114,6,3,3,planar,planar,94,2.233836,0.393812,-1.769372,3.726754,-0.163810,1.144757,0.112039,0.199935,0.523178,0.504514,2,0.413632,0.245176,0.113769,-1.887532
115,-5,18,2,planar,planar,15,1.783915,0.015526,-1.470608,2.239806,1.101405,-1.097767,0.022282,0.396396,0.280577,0.732784,1,0.000000,0.000000,0.073024,-1.907335
116,-4,11,3,planar,planar,45,1.317601,-0.482559,-1.386520,2.219569,0.366197,0.373889,0.035146,0.044248,0.200726,0.362786,1,0.788737,0.000000,0.168296,-2.030959
117,6,-8,2,planar,planar,46,-2.469894,0.603260,-1.166076,2.052628,1.703727,1.265057,0.094283,0.441860,0.197357,0.879995,2,0.491285,0.219131,0.289658,-2.116555
118,2,9,-2,linear,linear,17,0.059580,0.064646,-0.345160,1.799996,1.060000,-1.170056,0.000000,0.000000,0.000000,0.400000,1,0.000000,0.000000,0.021389,-2.130985
119,6,10,1,planar,planar,36,-0.088589,0.035584,-1.464562,2.366995,0.169459,1.560106,0.141652,0.182823,0.414470,0.525669,2,0.587672,0.247994,0.222486,-2.154995
120,-10,7,8,planar,planar,24,-0.148873,-0.135977,-1.405632,2.233326,2.690604,-0.993279,0.017156,0.666667,0.114028,1.156494,1,0.000000,0.000000,0.147658,-2.226484
121,6,11,-2,linear,linear,22,-7.676789,0.801947,-0.207901,1.601992,1.958099,4.451579,0.016442,0.333333,0.035577,0.788863,3,0.630542,0.717186,0.629628,-2.275058
122,6,4,0,planar,planar,177,0.119373,-0.409499,-1.400169,2.270592,-0.252586,1.836733,0.113442,0.097893,0.443314,0.394163,2,0.494562,0.312116,0.230163,-2.376740
123,-10,2,8,planar,planar,25,-3.329818,1.623083,-1.351474,2.225872,2.676828,0.229267,0.009452,0.666667,0.108622,1.146093,2,0.084588,0.127665,0.191473,-2.377986
124,6,1,0,planar,planar,291,1.884528,-0.113526,-1.619646,3.277988,-0.965233,1.651873,0.034062,0.045077,0.551041,0.228901,2,0.667714,0.245020,0.221064,-2.439992
125,-6,18,2,planar,planar,15,0.132859,-0.132852,-1.315814,2.143985,2.082869,-1.083656,0.062446,0.333333,0.051188,0.850968,1,0.000000,0.000000,0.083103,-2.460579
126,6,4,-2,linear,linear,88,-9.768789,1.471658,-0.224272,1.654197,3.540918,4.124263,0.321262,0.754902,0.136838,1.530763,3,0.540466,0.651098,0.765182,-2.510418
127,0,-2,-2,planar,planar,1051,-0.129333,-0.073587,-1.363380,2.246664,1.080649,0.207994,0.000158,0.393902,0.254827,0.700172,1,0.547524,0.000000,0.232912,-2.524320
128,3,2,4,planar,planar,171,-3.978095,0.812904,-1.057808,1.907574,1.766678,1.783406,0.290083,0.132988,0.110622,0.804565,2,0.476603,0.282591,0.352536,-2.580489
129,-10,-7,8,planar,planar,30,2.382606,-0.337148,-1.672349,3.357766,1.106303,-0.729471,0.017988,0.460606,0.346033,0.797617,1,0.155592,0.000000,0.116969,-2.607826
130,-5,11,3,planar,planar,49,2.437178,-0.012929,-1.533981,2.673449,0.351097,-1.176995,0.050497,0.051282,0.236226,0.391248,1,0.000000,0.000000,0.016432,-2.609078
131,-11,-6,8,planar,planar,22,0.219949,0.241941,-1.233604,2.245104,1.098235,-0.695653,0.017270,0.342857,0.213586,0.667124,1,0.120424,0.000000,0.094819,-2.614236
132,6,11,0,planar,planar,46,-3.711368,0.351523,-1.336460,2.076120,0.507268,3.551931,0.254805,0.071429,0.313403,0.555891,3,0.634835,0.588925,0.490279,-2.713227
133,-7,-7,8,planar,planar,62,2.491674,0.268030,-1.643418,3.143755,-0.609805,-0.154625,0.015497,0.169780,0.528165,0.341013,1,0.530537,0.000000,0.064822,-2.791900
134,2,6,-2,planar,planar,64,1.947717,0.362791,-1.324880,2.248597,-0.366060,-1.163209,0.000068,0.144291,0.381795,0.292145,1,0.000000,0.000000,0.026280,-2.792238
135,1,-10,4,planar,junction_like_mixed,61,-8.361289,1.228777,0.751674,2.996155,2.068819,4.394110,0.231372,0.482759,0.293264,1.110054,3,0.449546,0.747766,0.686216,-2.914065
136,6,-11,2,planar,planar,24,-1.786858,0.695693,-1.591441,3.012384,0.315956,2.464920,0.028545,0.081481,0.253732,0.394833,2,0.683603,0.332958,0.329232,-2.914113
137,-8,-6,8,planar,planar,49,2.506183,0.193460,-1.616277,2.949004,-0.531443,-0.528081,0.013819,0.191045,0.519390,0.362139,1,0.325603,0.000000,0.010931,-2.925161
138,-11,-5,8,planar,planar,18,-1.251559,0.010233,-1.464966,2.234278,2.623108,-0.623520,0.004571,0.666667,0.122841,1.139505,1,0.099209,0.000000,0.177901,-2.940982
139,3,-7,4,planar,planar,49,-1.179804,-0.347182,-1.395788,2.195169,0.922177,1.145891,0.025994,0.340426,0.292088,0.676227,2,0.371832,0.231881,0.208445,-3.049875
140,6,2,3,planar,planar,170,2.076148,0.066333,-1.916507,3.732272,-0.579191,1.022944,0.067847,0.188226,0.610689,0.431975,2,0.427496,0.236737,0.070748,-3.062545
141,-10,-5,8,planar,planar,44,2.019771,0.590246,-1.662593,3.157181,-0.046082,-0.857398,0.075968,0.260904,0.496101,0.522884,1,0.105494,0.000000,0.010978,-3.113237
142,-6,10,8,planar,planar,17,-2.680616,0.519136,-1.414343,2.071219,1.140344,1.382778,0.061053,0.347826,0.264177,0.731696,2,0.592189,0.228954,0.253406,-3.123921
143,6,4,3,planar,planar,109,0.700840,-0.226993,-1.499345,2.779004,0.644705,0.028200,0.127870,0.389958,0.445547,0.734912,1,0.365480,0.000000,0.157423,-3.131597
144,12,-3,0,planar,planar,45,-2.842669,0.861015,-1.233191,2.108905,2.771776,-0.600679,0.028854,0.666667,0.098607,1.172286,1,0.115844,0.000000,0.176331,-3.152654
145,6,-5,-1,planar,planar,137,-0.545863,0.045978,-1.788192,3.700314,0.654136,2.170005,0.002613,0.357257,0.383641,0.663177,2,0.715232,0.292532,0.334771,-3.164251
146,-2,-9,-2,linear,linear,32,-1.600179,0.341896,-0.314143,1.799986,1.248770,-1.046340,0.000215,0.375000,0.167369,0.679457,1,0.000000,0.000000,0.109757,-3.169982
