vx,vy,vz,center_x,center_y,center_z,num_points,label,eig1,eig2,eig3,linearity,planarity,scattering,anisotropy,omnivariance,gaussian_avg_mahalanobis2,gaussian_center_mahalanobis2,gaussian_avg_euclidean,gaussian_center_advantage,shell_avg_residual,shell_center_residual,shell_avg_radius,shell_center_penalty
-19,-8,1,-22.200000,-9.000000,1.800000,21,planar,0.113256,0.070441,0.000183,0.378041,0.620342,0.001617,0.998383,0.011346,2.030486,31.870645,0.404243,-29.840159,0.408403,3.237673,1.402964,2.829270
-19,-7,0,-22.200000,-7.800000,0.600000,22,planar,0.128774,0.073714,0.000319,0.427569,0.569951,0.002479,0.997521,0.014472,2.119972,20.796858,0.420652,-18.676887,0.792322,2.652787,1.792322,1.860465
-19,-6,0,-22.200000,-6.600000,0.600000,22,planar,0.148821,0.067374,0.000225,0.547280,0.451211,0.001509,0.998491,0.013107,2.063814,20.648229,0.435308,-18.584415,0.644322,2.397064,1.632462,1.752742
-19,-6,1,-22.200000,-6.600000,1.800000,21,planar,0.131870,0.057057,0.000284,0.567325,0.430518,0.002157,0.997843,0.012887,2.092114,26.903168,0.402124,-24.811054,0.420309,2.849682,1.363412,2.429374
-19,-5,0,-22.200000,-5.400000,0.600000,21,planar,0.119943,0.068060,0.000114,0.432565,0.566488,0.000948,0.999052,0.009753,1.980297,21.392456,0.404682,-19.412159,0.594474,2.275090,1.585472,1.680616
-11,-6,7,-12.600000,-6.600000,9.000000,22,planar,0.154947,0.053874,0.000692,0.652309,0.343225,0.004466,0.995534,0.017943,2.275963,172.276669,0.392528,-170.000706,1.227367,10.403288,2.202357,9.175921
-11,-5,7,-12.600000,-5.400000,9.000000,20,planar,0.164406,0.101801,0.000295,0.380796,0.617410,0.001794,0.998206,0.017026,2.101378,162.783005,0.470455,-160.681627,0.665379,8.552114,1.576680,7.886735
-10,-6,7,-11.400000,-6.600000,9.000000,22,planar,0.136373,0.081767,0.002289,0.400415,0.582801,0.016784,0.983216,0.029443,2.554924,65.185897,0.436853,-62.630974,0.984882,8.374605,1.984882,7.389723
-10,3,7,-11.400000,4.200000,9.000000,29,planar,0.134394,0.042143,0.001053,0.686422,0.305747,0.007831,0.992169,0.018132,2.396632,145.585514,0.374196,-143.188882,0.841047,10.541492,1.779051,9.700445
-9,-6,7,-10.200000,-6.600000,9.000000,31,planar,0.162810,0.081167,0.002229,0.501465,0.484843,0.013692,0.986308,0.030884,2.585856,76.045498,0.442917,-73.459642,0.978134,6.681156,1.847009,5.703021
-9,-5,7,-10.200000,-5.400000,9.000000,41,planar,0.131540,0.077379,0.001279,0.411744,0.578534,0.009722,0.990278,0.023523,2.478894,128.265191,0.404635,-125.786297,0.858466,10.098049,1.635997,9.239583
-9,-4,7,-10.200000,-4.200000,9.000000,27,linear,0.113528,0.024173,0.000214,0.787073,0.211037,0.001889,0.998111,0.008381,2.049330,207.050201,0.351368,-205.000871,0.532230,10.692359,1.486577,10.160129
-9,2,7,-10.200000,3.000000,9.000000,22,planar,0.056655,0.017863,0.000303,0.684698,0.309946,0.005356,0.994644,0.006747,2.064149,252.628373,0.259130,-250.564225,0.615450,11.883061,1.592111,11.267612
-9,3,7,-10.200000,4.200000,9.000000,28,planar,0.150033,0.037874,0.000670,0.747565,0.247971,0.004464,0.995536,0.015613,2.284188,174.003079,0.383054,-171.718892,0.895550,11.370006,1.844522,10.474456
-8,-6,7,-9.000000,-6.600000,9.000000,46,planar,0.110044,0.098215,0.000400,0.107489,0.888877,0.003634,0.996366,0.016289,2.217296,181.133911,0.441597,-178.916615,0.696496,9.262674,1.696496,8.566178
-8,-5,7,-9.000000,-5.400000,9.000000,51,planar,0.145506,0.097676,0.000886,0.328712,0.665200,0.006087,0.993913,0.023262,2.404647,123.974691,0.462170,-121.570044,0.597340,8.771861,1.535720,8.174521
-8,-4,7,-9.000000,-4.200000,9.000000,56,planar,0.166648,0.095024,0.001145,0.429795,0.563336,0.006870,0.993130,0.026270,2.472436,124.545873,0.470850,-122.073437,0.721085,9.474836,1.714195,8.753751
-8,-3,7,-9.000000,-3.000000,9.000000,39,linear,0.191822,0.041034,0.001068,0.786083,0.208351,0.005566,0.994434,0.020331,2.423597,117.864896,0.445887,-115.441299,0.690156,9.150682,1.663777,8.460526
-8,1,7,-9.000000,1.800000,9.000000,35,linear,0.165066,0.032210,0.000141,0.804865,0.194280,0.000856,0.999144,0.009090,2.027994,297.305638,0.375940,-295.277643,0.610981,12.066580,1.500096,11.455598
-8,2,6,-9.000000,3.000000,7.800000,29,planar,0.144885,0.125601,0.000081,0.133099,0.866344,0.000558,0.999442,0.011371,1.988968,317.366966,0.453784,-315.377998,0.668638,11.219998,1.596272,10.551360
-8,2,7,-9.000000,3.000000,9.000000,45,planar,0.114522,0.039755,0.000248,0.652859,0.344973,0.002168,0.997832,0.010416,2.117556,241.751708,0.360198,-239.634152,0.478255,10.260275,1.408576,9.782020
-8,3,6,-9.000000,4.200000,7.800000,29,planar,0.115327,0.061591,0.000210,0.465943,0.532234,0.001823,0.998177,0.011431,2.075051,271.711099,0.349026,-269.636048,0.832949,11.529007,1.691720,10.696057
-8,3,7,-9.000000,4.200000,9.000000,38,linear,0.122675,0.010152,0.000265,0.917242,0.080599,0.002159,0.997841,0.006909,2.056060,195.294474,0.309743,-193.238414,0.844828,15.176258,1.648230,14.331430
-8,15,-1,-9.000000,18.600000,-0.600000,30,planar,0.097989,0.068049,0.000762,0.305544,0.686676,0.007779,0.992221,0.017194,2.327697,90.930429,0.377642,-88.602732,0.684059,7.519493,1.676599,6.835435
-7,-8,5,-7.800000,-9.000000,6.600000,24,planar,0.068780,0.019625,0.000200,0.714671,0.282427,0.002902,0.997098,0.006458,2.015906,199.491746,0.272856,-197.475840,0.498745,10.222403,1.377190,9.723658
-7,-6,7,-7.800000,-6.600000,9.000000,47,planar,0.161804,0.114130,0.002237,0.294644,0.691534,0.013822,0.986178,0.034566,2.619259,77.027053,0.471082,-74.407794,0.773673,7.742266,1.654056,6.968593
-7,-5,-2,-7.800000,-5.400000,-1.800000,22,linear,0.080338,0.005161,0.000000,0.935754,0.064241,0.000005,0.999995,0.000562,1.742841,37.979733,0.255518,-36.236892,0.620373,6.053400,1.387562,5.433027
-7,-5,7,-7.800000,-5.400000,9.000000,62,planar,0.177111,0.099803,0.001926,0.436491,0.552635,0.010874,0.989126,0.032409,2.600056,79.245539,0.494205,-76.645482,0.950374,7.792069,1.935457,6.841695
-7,-4,7,-7.800000,-4.200000,9.000000,70,planar,0.132826,0.077239,0.002241,0.418496,0.564635,0.016868,0.983132,0.028433,2.632997,86.741169,0.425686,-84.108173,0.806675,7.176206,1.803952,6.369531
-7,-3,7,-7.800000,-3.000000,9.000000,31,linear,0.083565,0.012446,0.000701,0.851067,0.140538,0.008394,0.991606,0.009002,2.251042,172.360476,0.250500,-170.109434,1.040049,13.472426,1.890315,12.432377
-7,1,7,-7.800000,1.800000,9.000000,39,linear,0.148411,0.021226,0.000111,0.856977,0.142278,0.000746,0.999254,0.007038,1.995456,338.212461,0.367949,-336.217005,0.567405,12.745654,1.372423,12.178250
-7,2,7,-7.800000,3.000000,9.000000,63,planar,0.112926,0.034030,0.000132,0.698656,0.300178,0.001166,0.998834,0.007968,2.045989,290.293980,0.353092,-288.247991,0.516640,11.126223,1.462956,10.609583
-7,3,6,-7.800000,4.200000,7.800000,24,planar,0.197134,0.084554,0.000101,0.571085,0.428402,0.000514,0.999486,0.011909,1.988795,298.533083,0.491821,-296.544289,0.622421,10.988760,1.512749,10.366339
