vx,vy,vz,center_x,center_y,center_z,num_points,base_label,label,eig1,eig2,eig3,linearity,planarity,scattering,anisotropy,omnivariance,gaussian_avg_mahalanobis2,gaussian_center_mahalanobis2,gaussian_avg_euclidean,gaussian_center_advantage,shell_avg_residual,shell_center_residual,shell_avg_radius,shell_center_penalty,occupied_face_count,occupied_face_ratio,opposite_face_pair_ratio,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus,junction_neighbor_count,junction_cluster_count,junction_entropy,junction_dominant_fraction,junction_orientation_dispersion,junction_score,junction_mixed_relabel_score
-4,5,-2,-3.500000,5.500000,-1.500000,77,planar,planar,0.093538,0.080414,0.000062,0.140313,0.859026,0.000660,0.999340,0.007745,2.008869,77.556877,0.391785,-75.548009,0.308704,4.964553,1.114698,4.655849,4,0.666667,0.666667,0.000072,0.175429,0.605381,0.326402,23,1,0.000000,1.000000,0.000000,0.000000,0.004403
-4,6,-2,-3.500000,6.500000,-1.500000,54,linear,linear,0.192587,0.040394,0.000113,0.790254,0.209157,0.000589,0.999411,0.009591,2.034162,75.269984,0.471790,-73.235822,0.524740,4.939301,1.506271,4.414561,4,0.666667,0.666667,0.011596,0.131452,0.320076,0.293584,21,1,0.000000,1.000000,0.000000,0.000000,0.029716
-4,7,-2,-3.500000,7.500000,-1.500000,37,linear,linear,0.202865,0.037084,0.000172,0.817198,0.181953,0.000849,0.999151,0.010902,2.058588,70.733686,0.475181,-68.675098,0.496229,4.926795,1.455175,4.430566,3,0.500000,0.333333,0.008133,0.385965,0.197271,0.702207,19,1,0.000000,1.000000,0.000000,0.000000,0.138099
-4,7,8,-3.500000,7.500000,8.500000,56,planar,planar,0.090918,0.034327,0.000418,0.622436,0.372964,0.004600,0.995400,0.010928,2.215413,17.706574,0.327586,-15.491162,0.527863,2.433007,1.483793,1.905144,3,0.500000,0.333333,0.091199,0.383333,0.228197,0.811452,14,1,0.431181,0.911578,0.343441,0.000000,0.120458
-4,8,8,-3.500000,8.500000,8.500000,52,planar,planar,0.094003,0.068489,0.002100,0.271415,0.706242,0.022343,0.977657,0.023824,2.601523,8.776736,0.372703,-6.175213,0.694919,2.100970,1.579046,1.406051,4,0.666667,0.666667,0.023069,0.225199,0.521836,0.412196,19,1,0.328726,0.939677,0.337704,0.000000,0.018094
-4,9,-2,-3.500000,9.500000,-1.500000,30,linear,linear,0.098534,0.001820,0.000001,0.981528,0.018466,0.000006,0.999994,0.000478,1.581432,102.769848,0.269594,-101.188416,0.420335,6.268502,1.025907,5.848168,1,0.166667,0.000000,0.000183,0.333333,0.033177,0.766914,9,1,0.000000,1.000000,0.000000,0.000000,0.070215
-4,9,8,-3.500000,9.500000,8.500000,21,linear,linear,0.221228,0.028905,0.001074,0.869342,0.125804,0.004855,0.995145,0.019008,2.361801,8.378816,0.483630,-6.017015,0.529895,1.261729,1.521381,0.731834,4,0.666667,0.666667,0.028099,0.289474,0.278659,0.489687,24,1,0.407319,0.855646,0.473343,0.000000,0.151691
-4,10,8,-3.500000,10.500000,8.500000,24,linear,linear,0.131303,0.028191,0.000145,0.785295,0.213598,0.001107,0.998893,0.008134,1.998227,18.558876,0.387788,-16.560650,0.551940,2.765092,1.551940,2.213152,4,0.666667,0.666667,0.059568,0.128903,0.306237,0.355544,23,1,0.574400,0.753544,0.596176,0.000000,0.167398
-4,11,3,-3.500000,11.500000,3.500000,45,planar,planar,0.081925,0.035572,0.000665,0.565803,0.426082,0.008115,0.991885,0.012466,2.307488,0.989888,0.321585,1.317601,0.624986,0.142427,1.572712,-0.482559,2,0.333333,0.333333,0.035146,0.044248,0.200726,0.362786,5,1,0.457620,0.903556,0.788737,0.000000,0.168296
-4,11,7,-3.500000,11.500000,7.500000,27,planar,planar,0.098179,0.089225,0.000899,0.091204,0.899635,0.009162,0.990838,0.019899,2.361543,0.591374,0.407885,1.770169,0.490285,0.296266,1.458368,-0.194019,1,0.166667,0.000000,0.468126,0.333333,0.045418,1.398637,18,1,0.684835,0.679746,0.532902,0.000000,0.355355
-4,11,8,-3.500000,11.500000,8.500000,20,linear,linear,0.112917,0.002526,0.000003,0.977630,0.022346,0.000024,0.999976,0.000912,1.624743,30.191293,0.302249,-28.566550,0.354498,4.086253,1.184636,3.731756,2,0.333333,0.000000,0.332041,0.666667,0.044638,1.581588,18,2,0.615130,0.704136,0.694786,0.213758,0.495348
-4,12,6,-3.500000,12.500000,6.500000,18,linear,linear,0.046981,0.000850,0.000000,0.981904,0.018091,0.000005,0.999995,0.000207,1.358945,140.689331,0.183858,-139.330386,0.389537,11.732474,0.989661,11.342937,1,0.166667,0.000000,0.594197,0.333333,0.013457,1.568832,14,2,0.811992,0.494415,0.671131,0.304228,0.451362
-4,18,-2,-3.500000,18.500000,-1.500000,35,planar,planar,0.107435,0.082864,0.000295,0.228708,0.768545,0.002748,0.997252,0.013800,2.143726,32.430820,0.401023,-30.287094,0.371252,3.275142,1.192029,2.903890,3,0.500000,0.333333,0.024796,0.432099,0.351709,0.775450,12,1,0.000000,1.000000,0.000000,0.000000,0.083478
-4,18,-1,-3.500000,18.500000,-0.500000,34,planar,planar,0.082307,0.046691,0.000162,0.432717,0.565315,0.001969,0.998031,0.008539,2.044506,68.825399,0.339791,-66.780892,0.693242,5.303261,1.693242,4.610019,4,0.666667,0.666667,0.025777,0.029726,0.465527,0.200830,16,1,0.000000,1.000000,0.000000,0.000000,-0.026743
-4,18,0,-3.500000,18.500000,0.500000,31,planar,planar,0.085860,0.045919,0.000301,0.465194,0.531303,0.003503,0.996497,0.010584,2.127463,6.921225,0.342098,-4.793762,0.736847,0.983236,1.733491,0.246390,4,0.666667,0.666667,0.015535,0.104167,0.455559,0.268888,21,2,0.710705,0.805542,0.018572,0.075478,0.007177
-4,18,1,-3.500000,18.500000,1.500000,30,planar,planar,0.085816,0.045367,0.000098,0.471348,0.527505,0.001147,0.998853,0.007264,1.987983,11.971428,0.341033,-9.983445,0.691996,1.450354,1.691996,0.758358,4,0.666667,0.666667,0.020579,0.111149,0.452151,0.283380,19,2,0.868527,0.710151,0.017346,0.093665,-0.003934
-4,18,2,-3.500000,18.500000,2.500000,22,planar,planar,0.077542,0.041517,0.000206,0.464596,0.532746,0.002659,0.997341,0.008723,2.037634,2.056215,0.318281,-0.018581,0.466642,0.529418,1.423569,0.062775,3,0.500000,0.333333,0.009625,0.410256,0.292681,0.730942,14,1,0.000000,1.000000,0.000000,0.000000,0.098552
-3,-13,3,-2.500000,-12.500000,3.500000,21,linear,linear,0.079184,0.000269,0.000001,0.996601,0.003391,0.000008,0.999992,0.000235,1.143032,80.497896,0.233097,-79.354865,0.329067,7.419923,0.790439,7.090856,2,0.333333,0.000000,0.001085,0.666667,0.064500,1.134798,12,2,0.785947,0.485175,0.320174,0.245381,0.220819
-3,-13,4,-2.500000,-12.500000,4.500000,15,linear,linear,0.061139,0.000331,0.000000,0.994589,0.005405,0.000006,0.999994,0.000190,1.150628,142.810056,0.208040,-141.659428,0.268061,9.869679,0.878584,9.601619,2,0.333333,0.000000,0.060843,0.666667,0.060867,1.215472,12,2,0.772247,0.479214,0.309450,0.239998,0.227713
-3,-11,3,-2.500000,-10.500000,3.500000,24,linear,linear,0.056665,0.001464,0.000000,0.974165,0.025828,0.000007,0.999993,0.000313,1.511456,60.643548,0.206709,-59.132092,0.401166,4.687517,1.009596,4.286351,1,0.166667,0.000000,0.001329,0.333333,0.033577,0.768461,15,2,0.738054,0.489995,0.261545,0.212266,0.155809
-3,-11,4,-2.500000,-10.500000,4.500000,19,linear,linear,0.098181,0.010890,0.000001,0.889085,0.110907,0.000008,0.999992,0.000946,1.806254,129.405425,0.298016,-127.599172,0.324541,6.888788,1.211899,6.564247,3,0.500000,0.000000,0.087913,1.000000,0.105869,1.618683,19,2,0.862354,0.445890,0.354298,0.282834,0.322803
-3,-11,8,-2.500000,-10.500000,8.500000,23,linear,linear,0.096130,0.010851,0.000565,0.887118,0.107009,0.005873,0.994127,0.008382,2.167659,1.352374,0.290790,0.815285,0.714348,0.167446,1.589965,-0.546902,2,0.333333,0.333333,0.021781,0.040650,0.136136,0.340786,12,3,0.994170,0.382617,0.497009,0.748890,0.464447
-3,-10,4,-2.500000,-9.500000,4.500000,51,planar,planar,0.079435,0.060688,0.000711,0.236004,0.755045,0.008951,0.991049,0.015077,2.340104,62.729979,0.364176,-60.389875,0.525690,6.095963,1.508026,5.570273,3,0.500000,0.333333,0.167388,0.411348,0.296410,0.945123,21,3,0.895335,0.367153,0.393032,0.658480,0.513305
-3,-10,6,-2.500000,-9.500000,6.500000,23,linear,linear,0.072934,0.007282,0.000221,0.900154,0.096811,0.003035,0.996965,0.004899,1.957980,28.726747,0.228481,-26.768766,0.597767,5.107794,1.383464,4.510027,3,0.500000,0.333333,0.443411,0.338624,0.097427,1.237758,27,3,0.845656,0.367948,0.480490,0.696247,0.680021
-3,-10,7,-2.500000,-9.500000,7.500000,25,linear,linear,0.115278,0.003183,0.000208,0.972390,0.025807,0.001803,0.998197,0.004240,1.847398,29.769494,0.312317,-27.922096,0.425515,4.104127,1.425515,3.678612,3,0.500000,0.333333,0.312071,0.349206,0.107049,1.072090,19,3,0.878364,0.378495,0.493184,0.703537,0.646730
-3,-9,-2,-2.500000,-8.500000,-1.500000,28,linear,linear,0.085413,0.002533,0.000001,0.970349,0.029645,0.000006,0.999994,0.000485,1.644949,11.708805,0.252004,-10.063856,0.391919,2.208750,0.991171,1.816831,3,0.500000,0.333333,0.000220,0.380952,0.156904,0.686011,14,1,0.000000,1.000000,0.000000,0.000000,0.104978
-3,-8,-2,-2.500000,-7.500000,-1.500000,34,linear,linear,0.092473,0.002381,0.000001,0.974257,0.025736,0.000008,0.999992,0.000545,1.644400,15.145764,0.268380,-13.501364,0.360271,1.949636,1.022011,1.589365,4,0.666667,0.666667,0.005091,0.117936,0.243239,0.269936,19,1,0.000000,1.000000,0.000000,0.000000,0.027767
-3,-8,3,-2.500000,-7.500000,3.500000,49,linear,linear,0.077996,0.008663,0.003596,0.888934,0.064959,0.046107,0.953893,0.013444,2.611865,61.826553,0.267046,-59.214689,0.747660,5.170457,1.539581,4.422797,2,0.333333,0.333333,0.015410,0.019608,0.123430,0.309039,10,2,0.873124,0.407498,0.248083,0.242192,0.115803
-3,-8,7,-2.500000,-7.500000,7.500000,24,planar,planar,0.111773,0.029670,0.000356,0.734553,0.262264,0.003183,0.996817,0.010566,2.128389,113.483028,0.348477,-111.354639,0.504499,7.031539,1.496508,6.527040,2,0.333333,0.000000,0.071889,0.666667,0.088371,1.230383,15,3,0.950734,0.461411,0.528421,0.681113,0.570831
-3,-8,8,-2.500000,-7.500000,8.500000,25,linear,linear,0.065957,0.013316,0.000671,0.798117,0.191708,0.010175,0.989825,0.008384,2.224123,54.346965,0.254982,-52.122842,0.562145,6.235945,1.486745,5.673801,2,0.333333,0.000000,0.345177,0.666667,0.056550,1.599323,14,3,0.975122,0.416288,0.508267,0.719432,0.720157
-3,-7,-2,-2.500000,-6.500000,-1.500000,49,planar,planar,0.087346,0.028251,0.000114,0.676563,0.322134,0.001303,0.998697,0.006549,2.014709,17.445340,0.296276,-15.430631,0.544469,2.475433,1.278837,1.930964,4,0.666667,0.666667,0.010332,0.290476,0.368770,0.466806,24,1,0.000000,1.000000,0.000000,0.000000,0.076697
-3,-6,-2,-2.500000,-5.500000,-1.500000,106,planar,planar,0.117614,0.069368,0.000050,0.410208,0.589363,0.000429,0.999571,0.007436,2.006234,20.679159,0.416487,-18.672925,0.171846,2.120624,1.024306,1.948778,4,0.666667,0.666667,0.000025,0.164269,0.488612,0.314064,24,1,0.000000,1.000000,0.000000,0.000000,0.026057
-3,-5,-2,-2.500000,-4.500000,-1.500000,139,planar,planar,0.101628,0.059142,0.000030,0.418054,0.581650,0.000296,0.999704,0.005655,1.988432,23.219900,0.377355,-21.231468,0.265795,2.220583,1.139509,1.954788,4,0.666667,0.666667,0.000049,0.219361,0.485289,0.374697,24,1,0.000000,1.000000,0.000000,0.000000,0.040184
-3,-4,-2,-2.500000,-3.500000,-1.500000,230,planar,planar,0.086517,0.073184,0.000023,0.154105,0.845627,0.000269,0.999731,0.005279,1.989118,25.880552,0.371993,-23.891433,0.282844,2.380374,1.016889,2.097530,4,0.666667,0.666667,0.000063,0.277772,0.599671,0.438967,22,1,0.000000,1.000000,0.000000,0.000000,0.024320
-3,-3,-2,-2.500000,-2.500000,-1.500000,396,planar,planar,0.086810,0.080335,0.000026,0.074584,0.925121,0.000296,0.999704,0.005635,1.996278,29.091752,0.381659,-27.095473,0.297219,2.578794,1.002711,2.281575,4,0.666667,0.666667,0.000061,0.223054,0.634112,0.378774,17,1,0.000000,1.000000,0.000000,0.000000,-0.025803
-3,-2,-2,-2.500000,-1.500000,-1.500000,194,linear,linear,0.064956,0.014270,0.000074,0.780316,0.218552,0.001132,0.998868,0.004084,1.977571,38.686925,0.249614,-36.709354,0.327749,4.298497,1.046975,3.970748,2,0.333333,0.000000,0.000919,0.666667,0.090055,1.134574,12,1,0.000000,1.000000,0.000000,0.000000,0.171359
-3,2,-2,-2.500000,2.500000,-1.500000,298,planar,planar,0.101681,0.045148,0.000036,0.555985,0.443657,0.000359,0.999641,0.005513,1.997073,43.713891,0.353118,-41.716819,0.321488,3.595178,1.010493,3.273690,3,0.500000,0.333333,0.000535,0.637550,0.271112,0.968693,15,1,0.000000,1.000000,0.000000,0.000000,0.163572
-3,3,-2,-2.500000,3.500000,-1.500000,229,planar,planar,0.091165,0.076653,0.000031,0.159187,0.840473,0.000341,0.999659,0.006009,1.997619,47.054773,0.385327,-45.057154,0.262236,3.496085,0.979056,3.233849,4,0.666667,0.666667,0.000046,0.249657,0.597431,0.408018,20,1,0.000000,1.000000,0.000000,0.000000,0.005222
-3,4,-2,-2.500000,4.500000,-1.500000,137,planar,planar,0.108507,0.059756,0.000021,0.449286,0.550520,0.000194,0.999806,0.005147,1.980438,51.005381,0.377925,-49.024943,0.306864,3.652042,1.003935,3.345178,4,0.666667,0.666667,0.000025,0.245342,0.471835,0.403244,23,1,0.000000,1.000000,0.000000,0.000000,0.042442
-3,5,-2,-2.500000,5.500000,-1.500000,89,planar,planar,0.079796,0.062591,0.000029,0.215613,0.784024,0.000363,0.999637,0.005250,1.977578,53.401313,0.364705,-51.423735,0.210511,3.979521,1.075828,3.769010,4,0.666667,0.666667,0.006371,0.222089,0.569342,0.386231,24,1,0.000000,1.000000,0.000000,0.000000,0.028288
-3,6,-2,-2.500000,6.500000,-1.500000,48,linear,linear,0.089043,0.000999,0.000002,0.988785,0.011196,0.000019,0.999981,0.000534,1.459213,83.250380,0.259237,-81.791167,0.430984,6.750284,0.978232,6.319301,4,0.666667,0.666667,0.020464,0.132390,0.233306,0.306589,22,1,0.000000,1.000000,0.000000,0.000000,0.050234
-3,7,-2,-2.500000,7.500000,-1.500000,44,planar,planar,0.085260,0.033913,0.000078,0.602239,0.396848,0.000914,0.999086,0.006084,1.985847,54.356353,0.289158,-52.370506,0.652632,6.812377,1.474146,6.159745,4,0.666667,0.666667,0.013254,0.090535,0.399719,0.250814,21,1,0.000000,1.000000,0.000000,0.000000,0.014792
-3,7,8,-2.500000,7.500000,8.500000,34,linear,linear,0.082048,0.000716,0.000011,0.991279,0.008592,0.000129,0.999871,0.000853,1.373873,107.756590,0.241261,-106.382717,0.283802,6.197292,1.011759,5.913490,2,0.333333,0.000000,0.344884,0.666667,0.042702,1.598926,12,1,0.000000,1.000000,0.000000,0.000000,0.298876
-3,8,-2,-2.500000,8.500000,-1.500000,33,linear,linear,0.074929,0.006730,0.000001,0.910187,0.089805,0.000008,0.999992,0.000669,1.801747,112.740982,0.249095,-110.939236,0.394221,7.727304,0.971247,7.333083,3,0.500000,0.333333,0.007992,0.425121,0.172170,0.745089,16,1,0.000000,1.000000,0.000000,0.000000,0.129010
-3,8,8,-2.500000,8.500000,8.500000,58,planar,planar,0.120926,0.044282,0.000732,0.633807,0.360138,0.006054,0.993946,0.015768,2.351135,9.287885,0.380810,-6.936750,0.460245,1.718454,1.359838,1.258209,4,0.666667,0.666667,0.118410,0.150384,0.342040,0.458609,17,1,0.357590,0.932218,0.304874,0.000000,0.034316
-3,9,-2,-2.500000,9.500000,-1.500000,25,linear,linear,0.089638,0.006897,0.000000,0.923057,0.076941,0.000002,0.999998,0.000483,1.788017,70.942532,0.285649,-69.154515,0.296746,4.872713,1.059649,4.575967,3,0.500000,0.333333,0.000221,0.363636,0.169967,0.666966,11,1,0.000000,1.000000,0.000000,0.000000,0.081951
-3,9,8,-2.500000,9.500000,8.500000,54,planar,planar,0.124154,0.077929,0.000960,0.372318,0.619946,0.007736,0.992264,0.021024,2.423534,12.483432,0.437192,-10.059897,0.481809,1.980477,1.456169,1.498667,4,0.666667,0.666667,0.005576,0.201587,0.497383,0.362607,26,1,0.488589,0.816602,0.451133,0.000000,0.085213
-3,10,8,-2.500000,10.500000,8.500000,47,planar,planar,0.108428,0.080216,0.000449,0.260191,0.735669,0.004139,0.995861,0.015745,2.239630,16.278098,0.419112,-14.038468,0.491920,2.247005,1.449925,1.755085,3,0.500000,0.333333,0.012070,0.358974,0.347122,0.677833,25,1,0.614295,0.737666,0.499930,0.000000,0.212805
-3,11,3,-2.500000,11.500000,3.500000,64,planar,planar,0.085858,0.054857,0.003233,0.361077,0.601272,0.037652,0.962348,0.024785,2.691606,1.383933,0.353783,1.307673,0.650627,0.422335,1.648045,-0.228292,2,0.333333,0.333333,0.018849,0.065476,0.237978,0.364136,6,2,0.761183,0.779443,0.829563,0.214280,0.182273
-3,11,6,-2.500000,11.500000,6.500000,38,corner_like,corner_like,0.109317,0.037464,0.019395,0.657288,0.165289,0.177423,0.822577,0.042987,2.839172,8.302859,0.376087,-5.463686,0.541959,1.362366,1.466526,0.820407,1,0.166667,0.000000,0.068476,0.333333,0.033758,0.859110,22,3,0.817181,0.570692,0.463254,0.565799,0.422783
-3,18,-2,-2.500000,18.500000,-1.500000,35,planar,planar,0.088937,0.059640,0.000112,0.329410,0.669329,0.001261,0.998739,0.008411,2.014026,42.737486,0.357508,-40.723460,0.373057,3.790685,1.306395,3.417628,3,0.500000,0.333333,0.028161,0.333333,0.324074,0.671351,14,1,0.000000,1.000000,0.000000,0.000000,0.076151
-3,18,-1,-2.500000,18.500000,-0.500000,36,planar,planar,0.089385,0.045754,0.001694,0.488118,0.492932,0.018950,0.981050,0.019063,2.524208,21.004248,0.349123,-18.480040,1.041241,3.421405,2.041241,2.380164,4,0.666667,0.666667,0.034876,0.004831,0.427083,0.185729,19,1,0.000000,1.000000,0.000000,0.000000,0.007287
-3,18,0,-2.500000,18.500000,0.500000,35,planar,planar,0.086073,0.045786,0.000064,0.468054,0.531201,0.000746,0.999254,0.006324,1.969526,7.491109,0.342899,-5.521584,0.566094,0.834718,1.562327,0.268624,4,0.666667,0.666667,0.018434,0.039810,0.454805,0.202010,24,1,0.000000,1.000000,0.000000,0.000000,0.024925
-3,18,1,-2.500000,18.500000,1.500000,32,planar,planar,0.100403,0.043354,0.000295,0.568199,0.428863,0.002938,0.997062,0.010869,2.126783,6.759003,0.356646,-4.632220,0.698674,1.168583,1.692478,0.469910,4,0.666667,0.666667,0.015263,0.067611,0.412101,0.228311,22,1,0.000000,1.000000,0.000000,0.000000,0.019068
-3,18,2,-2.500000,18.500000,2.500000,24,planar,planar,0.094326,0.036899,0.000092,0.608815,0.390209,0.000976,0.999024,0.006843,1.962105,5.334381,0.329809,-3.372276,0.447343,1.101652,1.225776,0.654308,4,0.666667,0.666667,0.010872,0.107480,0.397824,0.266238,17,1,0.000000,1.000000,0.000000,0.000000,-0.008999
-3,18,3,-2.500000,18.500000,3.500000,22,planar,planar,0.066598,0.036543,0.000064,0.451282,0.547756,0.000962,0.999038,0.005383,1.927036,12.026425,0.299962,-10.099389,0.232625,2.036278,1.167581,1.803653,2,0.333333,0.000000,0.012569,0.666667,0.127753,1.150301,12,1,0.000000,1.000000,0.000000,0.000000,0.172291
-2,-13,4,-1.500000,-12.500000,4.500000,32,planar,planar,0.092759,0.055353,0.000273,0.403262,0.593793,0.002946,0.997054,0.011195,2.117868,106.095661,0.367227,-103.977793,0.379932,6.590700,1.224103,6.210767,2,0.333333,0.333333,0.068785,0.172043,0.228127,0.548773,14,2,0.928698,0.655889,0.259351,0.199696,0.057865
-2,-11,4,-1.500000,-10.500000,4.500000,38,planar,planar,0.064281,0.050456,0.000782,0.215084,0.772759,0.012158,0.987842,0.013635,2.340665,72.374897,0.316548,-70.034232,0.453683,6.512364,1.355012,6.058681,3,0.500000,0.333333,0.110913,0.418301,0.320441,0.876530,21,2,0.740564,0.535006,0.291430,0.215550,0.206925
-2,-11,8,-1.500000,-10.500000,8.500000,36,planar,planar,0.079740,0.036170,0.000417,0.546404,0.448361,0.005236,0.994764,0.010639,2.192589,0.006524,0.321383,2.186065,0.490032,0.902515,1.434009,0.412483,2,0.333333,0.333333,0.023101,0.049383,0.208275,0.352174,13,3,0.992715,0.383082,0.510268,0.747988,0.475217
-2,-10,4,-1.500000,-9.500000,4.500000,29,linear,linear,0.074411,0.001984,0.000002,0.973334,0.026641,0.000025,0.999975,0.000651,1.596491,68.818795,0.230062,-67.222304,0.480732,5.987902,0.966768,5.507170,3,0.500000,0.333333,0.138473,0.354167,0.134489,0.843189,25,3,0.954152,0.377222,0.433164,0.717879,0.581459
-2,-10,6,-1.500000,-9.500000,6.500000,32,linear,linear,0.081000,0.000118,0.000002,0.998540,0.001441,0.000019,0.999981,0.000243,1.060828,107.919073,0.242597,-106.858245,0.376153,8.664631,0.750039,8.288477,2,0.333333,0.000000,0.263982,0.666667,0.047353,1.489709,33,3,0.826635,0.343647,0.513808,0.702577,0.761978
-2,-10,7,-1.500000,-9.500000,7.500000,33,linear,linear,0.083724,0.000154,0.000005,0.998162,0.001782,0.000056,0.999944,0.000393,1.092147,125.380090,0.248220,-124.287943,0.308643,9.201699,0.789534,8.893057,3,0.500000,0.333333,0.349795,0.425121,0.097033,1.206523,22,3,0.936258,0.505608,0.541761,0.647819,0.630540
-2,-9,-2,-1.500000,-8.500000,-1.500000,32,linear,linear,0.090260,0.006096,0.000000,0.932465,0.067530,0.000005,0.999995,0.000617,1.790771,3.390950,0.277115,-1.600179,0.338811,0.680707,1.034344,0.341896,3,0.500000,0.333333,0.000215,0.375000,0.167369,0.679457,15,1,0.000000,1.000000,0.000000,0.000000,0.109757
-2,-8,-2,-1.500000,-7.500000,-1.500000,40,linear,linear,0.093524,0.002251,0.000001,0.975934,0.024058,0.000008,0.999992,0.000546,1.640509,5.858263,0.269706,-4.217754,0.421992,1.288427,1.092363,0.866435,4,0.666667,0.666667,0.004935,0.204315,0.242554,0.364743,20,1,0.000000,1.000000,0.000000,0.000000,0.049617
-2,-8,3,-1.500000,-7.500000,3.500000,40,linear,linear,0.056885,0.013193,0.000859,0.768078,0.216823,0.015098,0.984902,0.008638,2.314948,126.096517,0.236863,-123.781570,0.403473,6.627385,1.074237,6.223912,3,0.500000,0.333333,0.088487,0.362963,0.188138,0.785383,12,3,0.946792,0.344398,0.367291,0.663418,0.425890
-2,-8,4,-1.500000,-7.500000,4.500000,20,planar,junction_like_mixed,0.065149,0.021179,0.000646,0.674908,0.315174,0.009918,0.990082,0.009625,2.215703,13.426100,0.212392,-11.210397,0.657872,6.443467,1.520681,5.785595,1,0.166667,0.000000,0.139953,0.333333,0.043470,0.955603,18,4,0.994525,0.299708,0.437986,0.788834,0.674154
-2,-8,7,-1.500000,-7.500000,7.500000,18,planar,planar,0.130719,0.076727,0.002146,0.413036,0.570544,0.016420,0.983580,0.027819,2.513846,48.431138,0.425128,-45.917291,0.577314,4.346563,1.507982,3.769249,1,0.166667,0.000000,0.025751,0.333333,0.063863,0.801431,17,2,0.773576,0.609625,0.513622,0.264279,0.221318
-2,-7,-2,-1.500000,-6.500000,-1.500000,95,planar,planar,0.128778,0.084718,0.000044,0.342139,0.657516,0.000345,0.999655,0.007855,2.001871,8.384597,0.452364,-6.382726,0.511610,1.143648,1.508778,0.632038,4,0.666667,0.666667,0.004766,0.206349,0.515707,0.366752,24,1,0.000000,1.000000,0.000000,0.000000,0.032615
-2,-6,-2,-1.500000,-5.500000,-1.500000,72,planar,planar,0.085118,0.042987,0.000046,0.494969,0.504489,0.000542,0.999458,0.005527,1.981847,9.163218,0.314481,-7.181371,0.450849,1.260471,1.057281,0.809623,4,0.666667,0.666667,0.000078,0.132044,0.451784,0.278686,24,1,0.000000,1.000000,0.000000,0.000000,0.027095
-2,-5,-2,-1.500000,-4.500000,-1.500000,194,planar,planar,0.106196,0.081545,0.000028,0.232136,0.767603,0.000262,0.999738,0.006222,1.995279,9.957920,0.403435,-7.962641,0.322893,1.079946,1.064522,0.757053,4,0.666667,0.666667,0.000067,0.227488,0.565862,0.383661,24,1,0.000000,1.000000,0.000000,0.000000,0.029659
-2,-4,-2,-1.500000,-3.500000,-1.500000,322,planar,planar,0.087322,0.070567,0.000025,0.191880,0.807836,0.000284,0.999716,0.005348,1.992717,12.130117,0.372504,-10.137400,0.262949,1.375034,0.985329,1.112086,4,0.666667,0.666667,0.000025,0.286176,0.583315,0.448160,23,1,0.000000,1.000000,0.000000,0.000000,0.035187
-2,-3,-2,-1.500000,-2.500000,-1.500000,644,planar,planar,0.082216,0.081190,0.000028,0.012487,0.987170,0.000343,0.999657,0.005732,2.000140,13.995303,0.377956,-11.995163,0.301741,1.536153,1.003728,1.234412,4,0.666667,0.666667,0.000301,0.302133,0.660828,0.466087,18,1,0.000000,1.000000,0.000000,0.000000,-0.002473
-2,-2,-2,-1.500000,-1.500000,-1.500000,1018,planar,planar,0.082967,0.056378,0.000316,0.320473,0.675714,0.003813,0.996187,0.011395,2.208802,9.935288,0.347669,-7.726486,0.399124,1.559726,1.219863,1.160602,3,0.500000,0.333333,0.001653,0.558528,0.334295,0.883280,13,1,0.000000,1.000000,0.000000,0.000000,0.121814
-2,1,-2,-1.500000,1.500000,-1.500000,632,planar,planar,0.082499,0.028109,0.000055,0.659287,0.340043,0.000670,0.999330,0.005041,2.002848,23.915212,0.299880,-21.912364,0.350261,2.857840,1.009738,2.507579,2,0.333333,0.000000,0.000171,0.666667,0.104628,1.133564,12,1,0.000000,1.000000,0.000000,0.000000,0.171299
-2,2,-2,-1.500000,2.500000,-1.500000,635,planar,planar,0.086580,0.076842,0.000028,0.112467,0.887207,0.000326,0.999674,0.005726,2.000022,23.950415,0.377648,-21.950394,0.260071,2.290599,0.922771,2.030527,4,0.666667,0.666667,0.000075,0.278204,0.617668,0.439459,17,1,0.000000,1.000000,0.000000,0.000000,-0.009622
-2,3,-2,-1.500000,3.500000,-1.500000,313,planar,planar,0.095993,0.069306,0.000030,0.278014,0.721678,0.000308,0.999692,0.005818,1.997815,27.956646,0.377612,-25.958832,0.264911,2.556415,0.960486,2.291504,4,0.666667,0.666667,0.000015,0.263712,0.545980,0.423436,22,1,0.000000,1.000000,0.000000,0.000000,0.029195
-2,4,-2,-1.500000,4.500000,-1.500000,184,planar,planar,0.085942,0.074245,0.000023,0.136104,0.863630,0.000266,0.999734,0.005262,1.986672,31.254650,0.375503,-29.267978,0.294541,2.751970,1.048959,2.457429,4,0.666667,0.666667,0.000013,0.232977,0.607503,0.389625,24,1,0.000000,1.000000,0.000000,0.000000,0.024533
-2,5,-2,-1.500000,5.500000,-1.500000,112,planar,planar,0.086767,0.068862,0.000031,0.206363,0.793281,0.000356,0.999644,0.005695,1.986390,32.759408,0.380384,-30.773018,0.216190,2.691804,1.119916,2.475614,4,0.666667,0.666667,0.008236,0.240710,0.572253,0.409233,24,1,0.000000,1.000000,0.000000,0.000000,0.032584
