vx,vy,vz,center_x,center_y,center_z,num_points,base_label,label,eig1,eig2,eig3,linearity,planarity,scattering,anisotropy,omnivariance,gaussian_avg_mahalanobis2,gaussian_center_mahalanobis2,gaussian_avg_euclidean,gaussian_center_advantage,shell_avg_residual,shell_center_residual,shell_avg_radius,shell_center_penalty,occupied_face_count,occupied_face_ratio,opposite_face_pair_ratio,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus,junction_neighbor_count,junction_cluster_count,junction_entropy,junction_dominant_fraction,junction_orientation_dispersion,junction_score,junction_mixed_relabel_score
-3,-11,8,-2.500000,-10.500000,8.500000,29,planar,planar,0.110417,0.071997,0.001259,0.347961,0.640640,0.011400,0.988600,0.021549,2.447200,1.472525,0.400028,0.974675,0.678678,0.473764,1.639447,-0.204914,4,0.666667,0.666667,0.022386,0.320598,0.496906,0.516212,20,1,0.415648,0.875101,0.182568,0.000000,0.044436
-3,-10,8,-2.500000,-9.500000,8.500000,69,planar,planar,0.126522,0.086029,0.001080,0.320045,0.671423,0.008533,0.991467,0.022735,2.463579,4.236361,0.425056,-1.772782,0.551277,0.853371,1.463850,0.302094,4,0.666667,0.666667,0.005058,0.254902,0.519650,0.420554,18,1,0.463844,0.856334,0.232445,0.000000,0.008873
-3,-9,-2,-2.500000,-8.500000,-1.500000,30,planar,planar,0.105833,0.048465,0.000361,0.542064,0.454527,0.003409,0.996591,0.012277,2.161040,79.728048,0.380921,-77.567008,0.491328,5.904856,1.479430,5.413528,2,0.333333,0.000000,0.028409,0.666667,0.114757,1.171686,16,1,0.000000,1.000000,0.000000,0.000000,0.198558
-3,-9,8,-2.500000,-8.500000,8.500000,73,planar,planar,0.091225,0.055530,0.000666,0.391286,0.601417,0.007297,0.992703,0.014996,2.338633,29.945183,0.355836,-27.606550,0.502872,3.815627,1.428765,3.312755,3,0.500000,0.333333,0.003911,0.400000,0.312579,0.711947,14,1,0.404499,0.879634,0.243495,0.000000,0.093998
-3,-8,-2,-2.500000,-7.500000,-1.500000,43,planar,planar,0.138403,0.059960,0.000128,0.566776,0.432298,0.000926,0.999074,0.010208,2.041427,62.689052,0.394297,-60.647625,0.513095,4.645897,1.235866,4.132802,4,0.666667,0.666667,0.017300,0.306097,0.413173,0.493395,21,1,0.000000,1.000000,0.000000,0.000000,0.055456
-3,-7,-2,-2.500000,-6.500000,-1.500000,79,planar,planar,0.102736,0.079092,0.000060,0.230146,0.769266,0.000589,0.999411,0.007892,2.009152,39.583396,0.396779,-37.574244,0.296762,3.210923,1.029162,2.914161,4,0.666667,0.666667,0.000160,0.186754,0.566454,0.338979,27,1,0.000000,1.000000,0.000000,0.000000,0.019513
-3,-6,-2,-2.500000,-5.500000,-1.500000,109,planar,planar,0.086313,0.079057,0.000044,0.084068,0.915427,0.000505,0.999495,0.006677,1.999349,19.119153,0.380870,-17.119804,0.366927,1.993913,1.126067,1.626987,4,0.666667,0.666667,0.000113,0.109951,0.629829,0.254432,27,1,0.000000,1.000000,0.000000,0.000000,-0.002038
-3,-5,-2,-2.500000,-4.500000,-1.500000,49,linear,linear,0.062360,0.014851,0.000138,0.761848,0.235934,0.002218,0.997782,0.005041,2.000931,13.134499,0.249203,-11.133569,0.318127,2.240167,1.059956,1.922040,2,0.333333,0.000000,0.000021,0.666667,0.092138,1.133362,26,1,0.000000,1.000000,0.000000,0.000000,0.246287
-3,-2,-2,-2.500000,-1.500000,-1.500000,20,linear,linear,0.003324,0.000371,0.000000,0.888286,0.111709,0.000004,0.999996,0.000026,0.987608,245.807720,0.051553,-244.820113,0.435638,17.057159,0.814530,16.621521,2,0.333333,0.000000,0.176878,0.666667,0.063774,1.372119,23,1,0.126234,0.982660,0.275267,0.000000,0.299138
-3,-1,-2,-2.500000,-0.500000,-1.500000,286,planar,planar,0.113380,0.036970,0.000302,0.673923,0.323410,0.002667,0.997333,0.010822,2.189400,32.372832,0.341648,-30.183432,0.448335,3.448317,1.158059,2.999982,4,0.666667,0.666667,0.044938,0.543321,0.356100,0.791652,25,1,0.166150,0.962725,0.189889,0.000000,0.143890
-3,0,-2,-2.500000,0.500000,-1.500000,641,planar,planar,0.087323,0.059219,0.000087,0.321833,0.677174,0.000993,0.999007,0.007654,2.048674,70.519713,0.340793,-68.471039,0.397874,5.050154,0.999611,4.652280,4,0.666667,0.666667,0.000263,0.379883,0.526405,0.551559,26,1,0.134535,0.971373,0.187168,0.000000,0.073454
-3,1,-2,-2.500000,1.500000,-1.500000,975,planar,planar,0.082804,0.079697,0.000033,0.037523,0.962073,0.000404,0.999596,0.006046,2.006020,117.785725,0.377331,-115.779705,0.346958,6.059791,1.105935,5.712833,5,0.833333,0.666667,0.029257,0.690365,0.717895,0.932232,28,1,0.085291,0.989316,0.144075,0.000000,0.133238
-3,1,-1,-2.500000,1.500000,-0.500000,17,linear,linear,0.002816,0.000044,0.000000,0.984226,0.015772,0.000001,0.999999,0.000008,0.734537,578.297540,0.045911,-577.563003,0.385587,21.365213,0.646144,20.979626,3,0.500000,0.000000,0.153072,1.000000,0.083904,1.706647,28,1,0.000000,1.000000,0.000000,0.000000,0.315797
-3,2,-2,-2.500000,2.500000,-1.500000,483,planar,planar,0.084108,0.054909,0.000030,0.347157,0.652489,0.000354,0.999646,0.005162,1.995151,170.241305,0.346973,-168.246154,0.332455,7.535907,1.075048,7.203452,4,0.666667,0.333333,0.000196,0.897080,0.399818,1.253720,29,1,0.077402,0.990509,0.145003,0.000000,0.228046
-3,2,-1,-2.500000,2.500000,-0.500000,102,linear,linear,0.065433,0.006021,0.000012,0.907980,0.091843,0.000177,0.999823,0.001660,1.835821,309.781876,0.232631,-307.946055,0.338101,11.672560,1.006379,11.334459,4,0.666667,0.333333,0.041976,0.932136,0.202761,1.348684,29,1,0.083319,0.989617,0.144690,0.000000,0.264327
-3,3,-2,-2.500000,3.500000,-1.500000,178,planar,planar,0.085898,0.022864,0.000017,0.733822,0.265978,0.000200,0.999800,0.003229,1.952416,233.896133,0.300409,-231.943717,0.364026,9.339877,1.078878,8.975851,4,0.666667,0.333333,0.000100,0.937461,0.270094,1.298009,29,1,0.062008,0.992742,0.145722,0.000000,0.250850
-3,3,-1,-2.500000,3.500000,-0.500000,150,planar,planar,0.083101,0.022612,0.000025,0.727893,0.271805,0.000302,0.999698,0.003613,1.957100,221.788700,0.297577,-219.831600,0.358389,9.117255,1.146528,8.758866,4,0.666667,0.333333,0.000179,0.723577,0.272011,1.062843,29,1,0.066184,0.992149,0.145502,0.000000,0.236616
-3,4,-2,-2.500000,4.500000,-1.500000,50,linear,linear,0.075008,0.004218,0.000016,0.943772,0.056008,0.000219,0.999781,0.001733,1.775147,313.123133,0.257781,-311.347986,0.263226,12.324564,1.130353,12.061338,3,0.500000,0.000000,0.000171,1.000000,0.106222,1.500231,28,1,0.000000,1.000000,0.000000,0.000000,0.274088
-3,4,-1,-2.500000,4.500000,-0.500000,144,planar,planar,0.083900,0.049335,0.000021,0.411980,0.587770,0.000251,0.999749,0.004432,1.975138,167.220366,0.338973,-165.245228,0.337776,7.379685,1.044639,7.041910,4,0.666667,0.333333,0.000062,0.707865,0.378157,1.045402,28,1,0.000000,1.000000,0.000000,0.000000,0.219071
-3,5,-1,-2.500000,5.500000,-0.500000,117,planar,planar,0.085898,0.078149,0.000027,0.090207,0.909483,0.000310,0.999690,0.005635,1.984707,118.458540,0.379831,-116.473832,0.320037,6.412647,1.098233,6.092610,3,0.500000,0.333333,0.000102,0.434389,0.399908,0.744633,29,1,0.167846,0.962323,0.677205,0.000000,0.308216
-3,6,-1,-2.500000,6.500000,-0.500000,77,planar,planar,0.097944,0.055399,0.000034,0.434381,0.565269,0.000350,0.999650,0.005706,1.979223,79.737014,0.375178,-77.757792,0.192245,4.984291,1.122743,4.792047,4,0.666667,0.666667,0.009405,0.241793,0.473704,0.412002,33,1,0.469365,0.772377,0.705026,0.000000,0.208275
-3,7,-1,-2.500000,7.500000,-0.500000,58,planar,planar,0.097171,0.077696,0.010605,0.200416,0.690443,0.109141,0.890859,0.043101,2.841096,2.692291,0.415853,0.148805,0.364658,0.199844,1.347676,-0.164814,4,0.666667,0.666667,0.388603,0.173561,0.310014,0.848864,33,1,0.700148,0.561778,0.691315,0.000000,0.423687
-3,8,-1,-2.500000,8.500000,-0.500000,57,corner_like,corner_like,0.178833,0.051967,0.041746,0.709408,0.057158,0.233434,0.766566,0.072934,2.900373,0.034190,0.499111,2.866183,0.592183,0.803152,1.581901,0.210969,5,0.833333,0.666667,0.562943,0.487179,0.101237,1.429204,30,2,0.794160,0.437918,0.648840,0.317183,0.554262
-3,8,0,-2.500000,8.500000,0.500000,46,planar,planar,0.124414,0.063626,0.005640,0.488594,0.466076,0.045330,0.954670,0.035475,2.764510,2.179807,0.361941,0.584703,0.439898,0.201928,1.316871,-0.237970,4,0.666667,0.333333,0.589353,0.680672,0.135169,1.811033,34,2,0.836502,0.361678,0.657333,0.348063,0.638528
-3,8,1,-2.500000,8.500000,1.500000,62,linear,linear,0.119027,0.018214,0.000824,0.846975,0.146106,0.006919,0.993081,0.012131,2.352662,56.787861,0.331044,-54.435199,0.611319,5.897793,1.510267,5.286474,3,0.500000,0.333333,0.259887,0.340426,0.139202,0.991982,32,3,0.918767,0.271789,0.617299,0.786552,0.812343
-3,8,2,-2.500000,8.500000,2.500000,48,linear,linear,0.073403,0.013686,0.001008,0.813544,0.172729,0.013727,0.986273,0.010041,2.369938,13.083616,0.264783,-10.713678,0.626579,2.621843,1.548604,1.995264,3,0.500000,0.333333,0.134305,0.510288,0.168312,1.009296,20,3,0.871360,0.323867,0.454371,0.733628,0.637961
-3,8,3,-2.500000,8.500000,3.500000,19,linear,linear,0.061674,0.004513,0.000558,0.926828,0.064118,0.009054,0.990946,0.005376,2.047224,39.764195,0.213326,-37.716972,0.379211,4.255926,1.248644,3.876715,2,0.333333,0.000000,0.026800,0.666667,0.069318,1.169514,16,4,0.873953,0.358208,0.466756,0.713980,0.639316
-3,9,-1,-2.500000,9.500000,-0.500000,58,planar,junction_like_mixed,0.085592,0.036034,0.009071,0.579003,0.315020,0.105977,0.894023,0.030357,2.812806,4.761303,0.334836,-1.948498,0.522275,1.200553,1.475692,0.678278,2,0.333333,0.000000,0.443198,0.666667,0.052844,1.731650,24,3,0.881336,0.280497,0.620462,0.764312,0.960771
-3,9,0,-2.500000,9.500000,0.500000,82,planar,junction_like_mixed,0.062463,0.045362,0.006386,0.273775,0.623995,0.102230,0.897770,0.026253,2.792797,16.358651,0.318869,-13.565855,0.705622,1.829468,1.655349,1.123846,3,0.500000,0.333333,0.259116,0.354839,0.226653,1.006796,29,3,0.874877,0.278003,0.618747,0.762916,0.839793
-3,9,1,-2.500000,9.500000,1.500000,66,linear,linear,0.103947,0.018096,0.007206,0.825908,0.104772,0.069320,0.930680,0.023843,2.773568,28.976028,0.326709,-26.202460,0.463467,2.507845,1.321290,2.044377,3,0.500000,0.000000,0.099393,1.000000,0.097541,1.634180,31,2,0.894831,0.282178,0.567261,0.384675,0.553716
-2,-26,-2,-1.500000,-25.500000,-1.500000,20,planar,planar,0.094374,0.085835,0.000154,0.090480,0.907887,0.001633,0.998367,0.010768,2.005978,21.192539,0.403688,-19.186561,0.638469,2.895440,1.624035,2.256971,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,4,3,0.888862,0.573788,0.168312,0.349174,0.071753
-2,-14,7,-1.500000,-13.500000,7.500000,24,planar,planar,0.109971,0.067437,0.000341,0.386780,0.610120,0.003100,0.996900,0.013623,2.137683,144.961026,0.404953,-142.823343,0.663833,8.234777,1.661277,7.570945,1,0.166667,0.000000,0.002238,0.333333,0.068184,0.769687,10,1,0.357461,0.932252,0.245145,0.000000,0.076630
-2,-11,8,-1.500000,-10.500000,8.500000,18,planar,planar,0.072382,0.029040,0.001426,0.598788,0.381516,0.019696,0.980304,0.014417,2.399669,27.010124,0.269394,-24.610456,0.572548,3.153099,1.483869,2.580551,2,0.333333,0.000000,0.062077,0.666667,0.101640,1.217137,19,1,0.302708,0.919733,0.212533,0.000000,0.230598
-2,-10,8,-1.500000,-9.500000,8.500000,58,planar,planar,0.096980,0.094919,0.001747,0.021253,0.960737,0.018009,0.981991,0.025239,2.570181,2.906513,0.410643,-0.336332,0.534798,0.413002,1.418624,-0.121796,4,0.666667,0.666667,0.060634,0.396825,0.606315,0.651697,18,1,0.510966,0.832719,0.215639,0.000000,0.041455
-2,-9,-3,-1.500000,-8.500000,-2.500000,22,linear,linear,0.093954,0.019217,0.000148,0.795467,0.202963,0.001570,0.998430,0.006434,1.974551,134.703605,0.292958,-132.729054,0.769409,9.152170,1.684454,8.382761,2,0.333333,0.000000,0.000101,0.666667,0.088243,1.133469,17,1,0.000000,1.000000,0.000000,0.000000,0.202543
-2,-9,8,-1.500000,-8.500000,8.500000,87,planar,planar,0.098774,0.083301,0.001062,0.156646,0.832602,0.010752,0.989248,0.020597,2.464495,0.035491,0.393718,2.429004,0.622553,0.787997,1.547122,0.165444,3,0.500000,0.333333,0.001915,0.350649,0.376434,0.654966,15,1,0.451028,0.857497,0.219726,0.000000,0.080268
-2,-8,-3,-1.500000,-7.500000,-2.500000,34,planar,planar,0.071967,0.044524,0.000058,0.381332,0.617869,0.000800,0.999200,0.005692,1.959365,189.887403,0.303202,-187.928038,0.477306,8.279715,1.135780,7.802409,4,0.666667,0.333333,0.014821,0.700680,0.382436,1.057423,22,1,0.000000,1.000000,0.000000,0.000000,0.206617
-2,-8,-2,-1.500000,-7.500000,-1.500000,17,linear,linear,0.040041,0.000375,0.000000,0.990637,0.009362,0.000001,0.999999,0.000083,1.174913,280.130814,0.168129,-278.955901,0.327410,15.326142,0.846659,14.998732,3,0.500000,0.000000,0.061280,1.000000,0.091923,1.582728,22,1,0.000000,1.000000,0.000000,0.000000,0.266969
-2,-7,-3,-1.500000,-6.500000,-2.500000,27,linear,linear,0.084398,0.010854,0.000029,0.871394,0.128259,0.000347,0.999653,0.002994,1.860832,264.731295,0.272895,-262.870463,0.353911,10.851727,1.154248,10.497816,3,0.500000,0.000000,0.000045,1.000000,0.119137,1.500061,26,1,0.000000,1.000000,0.000000,0.000000,0.274078
-2,-7,-2,-1.500000,-6.500000,-1.500000,52,planar,planar,0.078955,0.031893,0.000044,0.596061,0.403377,0.000562,0.999438,0.004816,1.961109,192.988409,0.314051,-191.027300,0.216957,8.145689,1.051261,7.928732,4,0.666667,0.333333,0.014913,0.910053,0.311484,1.287857,26,1,0.000000,1.000000,0.000000,0.000000,0.243810
-2,-6,-2,-1.500000,-5.500000,-1.500000,109,planar,planar,0.082094,0.067445,0.000021,0.178438,0.821313,0.000250,0.999750,0.004843,1.975164,141.619018,0.358856,-139.643854,0.306978,6.813195,1.051780,6.506216,3,0.500000,0.333333,0.000040,0.529101,0.375585,0.848732,25,1,0.000000,1.000000,0.000000,0.000000,0.176744
-2,-5,-2,-1.500000,-4.500000,-1.500000,200,planar,planar,0.095085,0.073666,0.000047,0.225260,0.774248,0.000492,0.999508,0.006895,2.010800,92.888926,0.381201,-90.878126,0.292677,5.539078,0.930244,5.246401,4,0.666667,0.666667,0.000280,0.157658,0.568567,0.307134,23,1,0.000000,1.000000,0.000000,0.000000,0.005757
-2,-4,-2,-1.500000,-3.500000,-1.500000,39,linear,linear,0.049460,0.005203,0.000045,0.894799,0.104292,0.000910,0.999090,0.002262,1.814284,102.009197,0.202133,-100.194913,0.283421,8.395065,0.996202,8.111644,2,0.333333,0.000000,0.000643,0.666667,0.076487,1.134202,20,1,0.154952,0.966395,0.230611,0.000000,0.221337
-2,-1,-2,-1.500000,-0.500000,-1.500000,39,linear,linear,0.041132,0.005155,0.000337,0.874678,0.117125,0.008197,0.991803,0.004150,2.012965,28.402014,0.197597,-26.389049,0.444692,4.766505,1.444692,4.321813,2,0.333333,0.000000,0.001943,0.666667,0.077447,1.135956,22,1,0.192781,0.955647,0.201874,0.000000,0.236072
-2,0,-2,-1.500000,0.500000,-1.500000,756,planar,planar,0.032885,0.021411,0.000122,0.348914,0.647369,0.003717,0.996283,0.004415,2.032103,5.253312,0.215781,-3.221209,0.306863,0.758163,1.025742,0.451300,3,0.500000,0.333333,0.000754,0.652785,0.326786,0.985748,24,1,0.140812,0.969856,0.190473,0.000000,0.214942
-2,1,-2,-1.500000,1.500000,-1.500000,1834,planar,planar,0.085804,0.072103,0.000047,0.159670,0.839777,0.000553,0.999447,0.006645,2.018985,10.687029,0.371322,-8.668044,0.298738,1.200462,1.020760,0.901724,4,0.666667,0.666667,0.000234,0.047034,0.596968,0.185387,27,1,0.080491,0.990046,0.145947,0.000000,0.002811
-2,2,-2,-1.500000,2.500000,-1.500000,895,planar,planar,0.089124,0.079066,0.000037,0.112849,0.886740,0.000411,0.999589,0.006367,2.009496,28.494598,0.383564,-26.485102,0.288402,2.565705,1.018078,2.277303,4,0.666667,0.666667,0.000055,0.334811,0.617458,0.501700,29,1,0.069517,0.991669,0.147222,0.000000,0.048141
-2,3,-2,-1.500000,3.500000,-1.500000,442,planar,planar,0.089408,0.083204,0.000032,0.069392,0.930251,0.000357,0.999643,0.006193,2.003466,54.124946,0.388653,-52.121480,0.300268,3.866323,1.017753,3.566054,4,0.666667,0.666667,0.000014,0.349246,0.636349,0.517524,30,1,0.055212,0.993687,0.146885,0.000000,0.048765
-2,4,-2,-1.500000,4.500000,-1.500000,238,planar,planar,0.094409,0.083379,0.000024,0.116823,0.882927,0.000249,0.999751,0.005701,1.992262,90.292923,0.392623,-88.300662,0.268277,5.244566,0.927692,4.976288,4,0.666667,0.666667,0.000037,0.409432,0.615854,0.583759,28,1,0.000000,1.000000,0.000000,0.000000,0.066821
-2,5,-2,-1.500000,5.500000,-1.500000,128,planar,planar,0.082606,0.069773,0.000038,0.155351,0.844188,0.000462,0.999538,0.006036,1.994946,133.908384,0.365812,-131.913438,0.359237,6.622768,1.088678,6.263531,3,0.500000,0.333333,0.000100,0.525386,0.381850,0.844726,29,1,0.158368,0.964984,0.677028,0.000000,0.333415
-2,6,-2,-1.500000,6.500000,-1.500000,64,planar,planar,0.074523,0.040316,0.000037,0.459016,0.540483,0.000501,0.999499,0.004823,1.967323,185.442814,0.324248,-183.475491,0.186988,7.907385,1.072605,7.720397,4,0.666667,0.333333,0.000135,0.894737,0.362206,1.251059,32,1,0.416229,0.809594,0.676793,0.000000,0.392184
-2,6,-1,-1.500000,6.500000,-0.500000,26,linear,linear,0.154201,0.004348,0.000024,0.971803,0.028039,0.000158,0.999842,0.002539,1.760008,282.676658,0.383495,-280.916650,0.426395,12.301865,1.406418,11.875470,3,0.500000,0.000000,0.193794,1.000000,0.081626,1.761622,33,1,0.462415,0.777729,0.697608,0.000000,0.491459
-2,7,-2,-1.500000,7.500000,-1.500000,24,linear,linear,0.111634,0.012731,0.000083,0.885958,0.113303,0.000740,0.999260,0.004896,1.911470,242.022875,0.308466,-240.111405,0.331905,10.682236,1.134437,10.350331,3,0.500000,0.000000,0.198012,1.000000,0.093377,1.767317,32,1,0.637050,0.605394,0.653451,0.000000,0.493591
-2,7,-1,-1.500000,7.500000,-0.500000,96,corner_like,corner_like,0.113572,0.041541,0.029644,0.634230,0.104756,0.261015,0.738985,0.051907,2.904558,0.614311,0.398253,2.290247,0.457687,0.374069,1.300012,-0.083618,5,0.833333,0.666667,0.565354,0.545638,0.107694,1.496763,36,1,0.693002,0.557685,0.689931,0.000000,0.548072
-2,7,0,-1.500000,7.500000,0.500000,21,linear,linear,0.067775,0.006794,0.001545,0.899758,0.077448,0.022794,0.977206,0.008927,2.346863,25.963855,0.248011,-23.616992,0.458290,3.246011,1.407894,2.787721,2,0.333333,0.000000,0.319307,0.666667,0.048965,1.564398,40,2,0.752459,0.469581,0.683366,0.300090,0.597551
-2,8,-1,-1.500000,8.500000,-0.500000,95,volumetric,volumetric,0.114971,0.086416,0.043675,0.248372,0.371755,0.379874,0.620126,0.075707,2.926421,0.262709,0.479614,2.663713,0.353849,0.581328,1.305275,0.227480,4,0.666667,0.333333,0.515703,0.787709,0.114772,1.829346,34,3,0.813398,0.380846,0.657634,0.675225,0.882166
-2,8,0,-1.500000,8.500000,0.500000,49,corner_like,corner_like,0.118634,0.021989,0.013708,0.814645,0.069809,0.115546,0.884454,0.032945,2.821373,1.213943,0.365668,1.607430,0.501107,0.099871,1.463973,-0.401236,4,0.666667,0.333333,0.534060,0.815261,0.085446,1.884434,40,3,0.835350,0.296780,0.677131,0.734005,0.964498
-2,8,2,-1.500000,8.500000,2.500000,27,linear,linear,0.079337,0.003927,0.000562,0.950499,0.042420,0.007081,0.992919,0.005594,2.064904,151.118601,0.249876,-149.053698,0.576489,11.233428,1.421246,10.656939,3,0.500000,0.000000,0.286185,1.000000,0.073631,1.886350,29,2,0.786130,0.377313,0.576676,0.332983,0.560091
-2,8,3,-1.500000,8.500000,3.500000,80,planar,planar,0.077870,0.032023,0.005391,0.588766,0.342004,0.069230,0.930770,0.023777,2.765560,28.300967,0.313355,-25.535407,0.567834,2.591560,1.504688,2.023726,4,0.666667,0.333333,0.081615,0.837838,0.260060,1.298469,25,2,0.841317,0.410733,0.576681,0.334524,0.485258
-2,8,4,-1.500000,8.500000,4.500000,84,corner_like,corner_like,0.104829,0.047416,0.012715,0.547682,0.331029,0.121289,0.878711,0.039832,2.862493,3.214347,0.379698,-0.351853,0.628840,0.443394,1.549465,-0.185446,3,0.500000,0.333333,0.348840,0.471976,0.144659,1.256774,20,2,0.817596,0.390411,0.616280,0.335684,0.549833
-2,8,5,-1.500000,8.500000,5.500000,33,corner_like,corner_like,0.042387,0.039267,0.006042,0.073596,0.783855,0.142550,0.857450,0.021585,2.724962,3.539243,0.278236,-0.814281,0.553190,1.061170,1.534433,0.507981,1,0.166667,0.000000,0.073974,0.333333,0.068725,0.866532,14,2,0.862789,0.334913,0.591975,0.361635,0.374591
-2,9,1,-1.500000,9.500000,1.500000,42,linear,linear,0.117658,0.020294,0.001690,0.827519,0.158113,0.014368,0.985632,0.015922,2.511670,44.753025,0.340679,-42.241356,0.527943,5.152875,1.450875,4.624932,2,0.333333,0.000000,0.164930,0.666667,0.068548,1.355989,36,2,0.795896,0.433609,0.552870,0.318768,0.469361
-2,9,2,-1.500000,9.500000,2.500000,45,planar,planar,0.094055,0.039802,0.006482,0.576821,0.354257,0.068922,0.931078,0.028952,2.768408,3.658628,0.350143,-0.890220,0.516571,0.555610,1.440447,0.039039,3,0.500000,0.333333,0.172467,0.394366,0.195597,0.933300,34,2,0.732251,0.491008,0.550626,0.290291,0.415413
-2,9,3,-1.500000,9.500000,3.500000,29,planar,planar,0.083880,0.022317,0.002622,0.733941,0.234802,0.031257,0.968743,0.016994,2.577186,12.501188,0.298374,-9.924002,0.696152,2.032450,1.552724,1.336299,2,0.333333,0.000000,0.111538,0.666667,0.080087,1.283909,30,2,0.728710,0.525246,0.556919,0.280161,0.430286
-2,11,2,-1.500000,11.500000,2.500000,84,planar,planar,0.134564,0.084421,0.000244,0.372630,0.625554,0.001817,0.998183,0.014057,2.151456,4.667583,0.433836,-2.516127,0.442807,0.766559,1.326301,0.323753,1,0.166667,0.000000,0.001078,0.333333,0.069223,0.768122,23,1,0.543866,0.771844,0.692744,0.000000,0.317787
-2,11,3,-1.500000,11.500000,3.500000,72,planar,planar,0.112733,0.071549,0.000705,0.365326,0.628420,0.006253,0.993747,0.017849,2.357685,0.088028,0.407216,2.269657,0.433589,0.712445,1.415110,0.278856,3,0.500000,0.333333,0.000988,0.470588,0.321103,0.785647,23,1,0.452806,0.823426,0.767794,0.000000,0.325427
-2,11,4,-1.500000,11.500000,4.500000,35,planar,planar,0.069360,0.044119,0.000318,0.363906,0.631504,0.004590,0.995410,0.009913,2.142100,5.709593,0.303923,-3.567494,0.384641,1.231286,1.147194,0.846645,2,0.333333,0.000000,0.000706,0.666667,0.139028,1.134287,18,1,0.408836,0.875618,0.921449,0.000000,0.368842
-1,-15,7,-0.500000,-14.500000,7.500000,19,planar,planar,0.105024,0.100396,0.000126,0.044069,0.954735,0.001197,0.998803,0.010984,1.982221,7.800680,0.427987,-5.818459,0.308894,1.102741,1.269639,0.793848,1,0.166667,0.000000,0.000126,0.333333,0.088920,0.766837,8,1,0.000000,1.000000,0.000000,0.000000,0.063961
-1,-14,7,-0.500000,-13.500000,7.500000,17,linear,linear,0.129554,0.020315,0.000187,0.843194,0.155362,0.001445,0.998555,0.007898,1.979378,54.147582,0.337002,-52.168204,0.747013,4.231711,1.635164,3.484697,4,0.666667,0.666667,0.029157,0.038883,0.291563,0.215467,12,1,0.000000,1.000000,0.000000,0.000000,-0.024682
-1,-13,7,-0.500000,-12.500000,7.500000,22,planar,planar,0.119010,0.040438,0.001139,0.660213,0.330219,0.009568,0.990432,0.017630,2.386327,57.958436,0.379488,-55.572109,0.564148,6.257059,1.543221,5.692912,3,0.500000,0.333333,0.023576,0.368421,0.232926,0.703758,16,1,0.241735,0.960122,0.110593,0.000000,0.114175
-1,-12,7,-0.500000,-11.500000,7.500000,21,planar,planar,0.079787,0.033667,0.000254,0.578041,0.418772,0.003187,0.996813,0.008806,2.058553,116.326122,0.291513,-114.267569,0.551585,7.360236,1.316295,6.808651,2,0.333333,0.000000,0.020103,0.666667,0.111577,1.160472,19,1,0.419935,0.914890,0.136965,0.000000,0.216643
-1,-10,8,-0.500000,-9.500000,8.500000,21,planar,planar,0.056972,0.017635,0.000441,0.690458,0.301800,0.007743,0.992257,0.007624,2.128746,111.206480,0.238011,-109.077735,0.488984,7.258881,1.297707,6.769898,2,0.333333,0.000000,0.168795,0.666667,0.082817,1.361206,18,1,0.308431,0.918249,0.209736,0.000000,0.265961
-1,-9,-3,-0.500000,-8.500000,-2.500000,25,planar,planar,0.114332,0.048513,0.000138,0.575686,0.423110,0.001204,0.998796,0.009140,2.008466,18.993562,0.347173,-16.985096,0.339605,2.280823,0.938752,1.941218,3,0.500000,0.333333,0.000473,0.333333,0.265329,0.633972,17,1,0.000000,1.000000,0.000000,0.000000,0.101824
-1,-9,8,-0.500000,-8.500000,8.500000,81,planar,planar,0.085848,0.072387,0.001427,0.156796,0.826583,0.016621,0.983379,0.020698,2.531166,17.164255,0.371368,-14.633089,0.668407,2.543307,1.611609,1.874900,2,0.333333,0.000000,0.089397,0.666667,0.147155,1.254019,16,1,0.518161,0.793682,0.218042,0.000000,0.222490
-1,-8,-3,-0.500000,-7.500000,-2.500000,55,planar,planar,0.108960,0.093000,0.000076,0.146469,0.852835,0.000696,0.999304,0.009161,2.013499,38.136597,0.402043,-36.123097,0.345004,3.240990,0.932546,2.895987,4,0.666667,0.666667,0.000103,0.257664,0.602671,0.416903,22,1,0.000000,1.000000,0.000000,0.000000,0.018890
-1,-7,-3,-0.500000,-6.500000,-2.500000,83,planar,planar,0.095081,0.072061,0.000051,0.242114,0.757354,0.000532,0.999468,0.007025,1.999676,71.666880,0.381282,-69.667204,0.400932,4.701878,1.299348,4.300946,4,0.666667,0.666667,0.000059,0.296977,0.561363,0.460088,27,1,0.000000,1.000000,0.000000,0.000000,0.047522
-1,-6,-3,-0.500000,-5.500000,-2.500000,127,planar,planar,0.095659,0.068680,0.000034,0.282036,0.717609,0.000355,0.999645,0.006066,1.992341,112.182737,0.375524,-110.190396,0.318297,6.002976,0.985142,5.684679,3,0.500000,0.333333,0.000034,0.455471,0.346925,0.767730,27,1,0.000000,1.000000,0.000000,0.000000,0.163015
-1,-5,-3,-0.500000,-4.500000,-2.500000,179,planar,planar,0.091727,0.055800,0.000023,0.391671,0.608080,0.000250,0.999750,0.004894,1.982855,164.138332,0.355538,-162.155477,0.329100,7.271809,1.027287,6.942709,4,0.666667,0.333333,0.000111,0.759470,0.384959,1.102233,25,1,0.000000,1.000000,0.000000,0.000000,0.221380
