rank,vx,vy,vz,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,total_score
0,6,13,0,volumetric,36,2.835336,0.062385,1.287640,0.066275,4.119088
1,6,-2,1,corner_like,275,2.879421,0.157518,1.324281,0.296697,4.064522
2,6,2,2,corner_like,161,2.762012,-0.302292,1.643640,0.177331,3.926030
3,6,14,1,corner_like,26,2.641705,-0.362377,1.737750,0.135444,3.881633
4,4,-3,-1,volumetric,193,2.785246,-0.124857,1.311320,0.099974,3.871735
5,4,-1,-1,corner_like,310,2.601651,-0.604318,1.846570,0.098329,3.745574
6,6,-3,1,corner_like,276,2.803596,-0.132084,1.202337,0.314473,3.559377
7,6,3,2,corner_like,154,2.653074,-0.601479,1.627626,0.175917,3.503304
8,6,0,2,corner_like,147,2.253954,-0.387105,1.619841,0.110702,3.375989
9,6,1,2,corner_like,206,2.683688,-0.160808,1.152963,0.343961,3.331882
10,6,12,-1,corner_like,35,2.575320,-0.369686,1.261586,0.280110,3.187110
11,6,-2,0,corner_like,160,2.104318,-0.657881,1.706101,0.099415,3.053122
12,1,-1,-2,corner_like,1646,1.960966,-0.734326,1.920799,0.108705,3.038735
13,6,-4,2,corner_like,123,2.416321,-0.565000,1.357226,0.205314,3.003234
14,6,-3,0,corner_like,288,2.441887,-0.371476,1.181891,0.316488,2.935814
15,4,-2,-1,volumetric,168,2.395232,-0.371806,1.113681,0.243041,2.894066
16,6,-1,2,corner_like,141,2.038183,-0.538846,1.515929,0.146462,2.868804
17,6,-3,2,corner_like,169,2.290833,-0.781896,1.479872,0.160407,2.828401
18,6,3,-1,corner_like,213,2.185997,-0.320793,1.232262,0.292489,2.804978
19,6,6,2,corner_like,60,2.121384,-0.733481,1.484957,0.172401,2.700460
20,6,4,2,corner_like,149,2.083900,-0.695033,1.380615,0.186367,2.583116
21,6,-2,3,corner_like,197,1.951188,-0.338646,1.244362,0.313858,2.543047
22,6,2,-1,corner_like,272,2.439848,-0.520797,0.995018,0.413237,2.500832
23,6,8,2,corner_like,38,1.648937,-0.842824,1.764322,0.095933,2.474502
24,6,4,-1,corner_like,204,2.253878,-0.382116,0.982424,0.420499,2.433688
25,6,5,2,volumetric,58,2.172327,-0.876211,1.088849,0.089530,2.295435
26,6,-2,2,volumetric,201,2.289798,-0.525875,0.617368,0.223080,2.158212
27,1,-8,4,corner_like,121,0.628149,0.043292,1.538468,0.117027,2.092882
28,6,-2,-1,corner_like,68,0.446755,0.052601,1.721568,0.137815,2.083108
29,6,-7,2,corner_like,57,-0.202495,0.678197,1.695174,0.132724,2.038152
30,6,7,2,volumetric,35,1.004453,-0.098928,1.148169,0.115523,1.938170
31,6,5,0,corner_like,115,0.739882,-0.023459,1.429786,0.219703,1.926506
32,6,-9,1,corner_like,50,0.300576,-0.309281,1.480400,0.154361,1.317335
33,6,-3,-1,corner_like,184,-0.027718,-0.183651,1.381568,0.284642,0.885556
34,2,7,-2,linear,44,1.891897,0.262054,-0.766051,0.899439,0.488461
