rank,vx,vy,vz,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,total_score
0,6,-2,1,corner_like,275,2.879421,0.441295,0.000000,0.000000,3.320716
1,6,13,0,volumetric,36,2.835336,0.412279,0.000000,0.000000,3.247616
2,6,-3,1,corner_like,276,2.803596,0.265624,0.000000,0.000000,3.069221
3,4,-3,-1,volumetric,193,2.785246,0.235585,0.000000,0.000000,3.020831
4,6,2,2,corner_like,161,2.762012,0.145481,0.000000,0.000000,2.907493
5,-7,-7,8,planar,62,2.491674,0.413427,0.000000,0.000000,2.905100
6,6,1,2,corner_like,206,2.683688,0.218160,0.000000,0.000000,2.901848
7,-8,-6,8,planar,49,2.506183,0.381423,0.000000,0.000000,2.887606
8,-8,-7,8,planar,34,2.552528,0.287681,0.000000,0.000000,2.840209
9,6,7,0,planar,83,2.567656,0.204322,0.000000,0.000000,2.771978
10,-2,-11,8,planar,36,2.186065,0.568617,0.000000,0.000000,2.754682
11,6,14,1,corner_like,26,2.641705,0.085992,0.000000,0.000000,2.727697
12,-1,-11,8,planar,31,2.297167,0.424947,0.000000,0.000000,2.722114
13,6,3,3,planar,94,2.233836,0.482650,0.000000,0.000000,2.716487
14,-10,-5,8,planar,44,2.019771,0.649039,0.000000,0.000000,2.668810
15,6,12,-1,corner_like,35,2.575320,0.076118,0.000000,0.000000,2.651438
16,6,3,2,corner_like,154,2.653074,-0.088009,0.000000,0.000000,2.565065
17,4,-1,-1,corner_like,310,2.601651,-0.038135,0.000000,0.000000,2.563516
18,6,4,1,planar,212,2.534593,0.000577,0.000000,0.000000,2.535170
19,-5,11,3,planar,49,2.437178,0.073755,0.000000,0.000000,2.510933
20,-8,-5,8,planar,57,2.277379,0.225745,0.000000,0.000000,2.503124
21,2,6,-2,planar,64,1.947717,0.553236,0.000000,0.000000,2.500953
22,6,-3,0,corner_like,288,2.441887,0.037506,0.000000,0.000000,2.479393
23,6,1,3,planar,187,2.384408,0.052129,0.000000,0.000000,2.436537
24,1,1,-2,planar,1429,1.937996,0.493099,0.000000,0.000000,2.431095
25,0,-5,-2,planar,220,1.883999,0.537744,0.000000,0.000000,2.421743
26,2,7,-2,linear,44,1.891897,0.515054,0.000000,0.000000,2.406951
27,6,2,-1,corner_like,272,2.439848,-0.050945,0.000000,0.000000,2.388903
28,-8,-8,8,planar,24,2.467679,-0.079791,0.000000,0.000000,2.387888
29,6,2,3,planar,170,2.076148,0.287525,0.000000,0.000000,2.363673
30,4,-2,-1,volumetric,168,2.395232,-0.033888,0.000000,0.000000,2.361344
31,6,-4,2,corner_like,123,2.416321,-0.080621,0.000000,0.000000,2.335701
32,-9,-3,8,planar,56,2.161980,0.158805,0.000000,0.000000,2.320785
33,-6,-7,8,planar,67,1.980189,0.336708,0.000000,0.000000,2.316898
34,-9,-6,8,planar,35,2.067452,0.244509,0.000000,0.000000,2.311960
35,-10,-7,8,planar,30,2.382606,-0.081546,0.000000,0.000000,2.301060
36,-6,11,3,linear,33,2.090394,0.195671,0.000000,0.000000,2.286065
37,6,0,3,planar,224,2.002238,0.278904,0.000000,0.000000,2.281142
38,6,4,-1,corner_like,204,2.253878,-0.000386,0.000000,0.000000,2.253493
39,6,0,2,corner_like,147,2.253954,-0.012049,0.000000,0.000000,2.241906
40,6,3,-1,corner_like,213,2.185997,-0.000924,0.000000,0.000000,2.185073
41,6,-2,2,volumetric,201,2.289798,-0.110420,0.000000,0.000000,2.179378
42,1,2,-2,planar,667,1.801356,0.369512,0.000000,0.000000,2.170868
43,0,-6,-2,planar,114,1.737275,0.389101,0.000000,0.000000,2.126376
44,-7,-8,8,planar,47,2.347275,-0.238739,0.000000,0.000000,2.108536
45,-5,-8,8,planar,63,2.378941,-0.309324,0.000000,0.000000,2.069617
46,-6,-8,8,planar,59,2.198510,-0.143387,0.000000,0.000000,2.055123
47,0,-7,-2,linear,54,1.918047,0.133232,0.000000,0.000000,2.051279
48,2,5,-2,planar,85,1.680668,0.335182,0.000000,0.000000,2.015851
49,6,-1,3,planar,229,1.811054,0.199355,0.000000,0.000000,2.010409
50,0,-4,-2,planar,411,1.695486,0.293496,0.000000,0.000000,1.988983
51,6,-2,0,corner_like,160,2.104318,-0.123364,0.000000,0.000000,1.980953
52,6,2,0,planar,243,2.191695,-0.212303,0.000000,0.000000,1.979392
53,6,6,0,planar,90,2.084648,-0.137551,0.000000,0.000000,1.947097
54,-9,-5,8,planar,55,1.716467,0.228586,0.000000,0.000000,1.945052
55,-5,18,2,planar,15,1.783915,0.145526,0.000000,0.000000,1.929441
56,6,6,2,corner_like,60,2.121384,-0.204598,0.000000,0.000000,1.916786
57,6,-2,3,corner_like,197,1.951188,-0.041767,0.000000,0.000000,1.909421
58,6,-1,2,corner_like,141,2.038183,-0.134750,0.000000,0.000000,1.903433
59,6,4,2,corner_like,149,2.083900,-0.180833,0.000000,0.000000,1.903067
60,6,5,2,volumetric,58,2.172327,-0.341699,0.000000,0.000000,1.830628
61,0,-3,-2,planar,923,1.573645,0.210969,0.000000,0.000000,1.784614
62,6,-16,1,planar,15,1.845921,-0.081840,0.000000,0.000000,1.764081
63,-7,11,3,linear,24,1.890515,-0.128650,0.000000,0.000000,1.761865
64,-9,-8,8,planar,30,1.806275,-0.082097,0.000000,0.000000,1.724178
65,1,-1,-2,corner_like,1646,1.960966,-0.239358,0.000000,0.000000,1.721608
66,-4,11,7,planar,27,1.770169,-0.061317,0.000000,0.000000,1.708852
67,6,-3,2,corner_like,169,2.290833,-0.589570,0.000000,0.000000,1.701263
68,1,-2,-2,planar,1447,1.490530,0.182042,0.000000,0.000000,1.672572
69,1,3,-2,planar,331,1.485330,0.156737,0.000000,0.000000,1.642067
70,6,1,0,planar,291,1.884528,-0.277392,0.000000,0.000000,1.607136
71,3,15,3,linear,33,2.002997,-0.455611,0.000000,0.000000,1.547387
72,2,4,-2,planar,147,1.348799,0.176237,0.000000,0.000000,1.525036
73,1,0,-2,planar,1343,2.107231,-0.589024,0.000000,0.000000,1.518207
74,-8,11,3,planar,18,1.375410,0.043508,0.000000,0.000000,1.418919
75,-7,-6,8,planar,68,1.276408,0.069997,0.000000,0.000000,1.346405
76,-9,-7,8,planar,38,1.318623,0.009803,0.000000,0.000000,1.328426
77,-10,-6,8,planar,37,1.358003,-0.087135,0.000000,0.000000,1.270868
78,6,-1,1,planar,153,1.625116,-0.379029,0.000000,0.000000,1.246087
79,6,8,2,corner_like,38,1.648937,-0.497797,0.000000,0.000000,1.151140
80,-3,11,3,planar,64,1.307673,-0.200541,0.000000,0.000000,1.107132
81,-5,-11,8,planar,25,1.629629,-0.528304,0.000000,0.000000,1.101325
82,-11,-7,8,planar,17,1.727201,-0.635251,0.000000,0.000000,1.091950
83,-12,4,8,planar,24,1.235079,-0.147358,0.000000,0.000000,1.087722
84,1,-3,-2,planar,676,1.059323,0.005441,0.000000,0.000000,1.064764
85,-4,11,3,planar,45,1.317601,-0.269897,0.000000,0.000000,1.047704
86,2,3,-2,planar,245,0.945606,0.056167,0.000000,0.000000,1.001772
87,-10,-11,8,planar,15,1.627666,-0.697012,0.000000,0.000000,0.930654
88,0,-10,6,planar,38,1.107023,-0.179244,0.000000,0.000000,0.927779
89,6,5,0,corner_like,115,0.739882,0.168664,0.000000,0.000000,0.908546
90,1,4,-2,planar,187,0.883217,-0.009186,0.000000,0.000000,0.874032
91,6,3,0,planar,202,1.314311,-0.453782,0.000000,0.000000,0.860529
92,6,5,-1,planar,110,1.287938,-0.449069,0.000000,0.000000,0.838869
93,6,1,1,planar,266,1.120655,-0.307590,0.000000,0.000000,0.813065
94,6,7,2,volumetric,35,1.004453,-0.236814,0.000000,0.000000,0.767639
95,6,-3,3,planar,150,1.025098,-0.266399,0.000000,0.000000,0.758699
96,1,-8,4,corner_like,121,0.628149,0.127885,0.000000,0.000000,0.756034
97,1,-4,-2,planar,342,0.783094,-0.030661,0.000000,0.000000,0.752432
98,-1,-9,-2,linear,36,0.817730,-0.086344,0.000000,0.000000,0.731387
99,6,-5,2,planar,93,0.778354,-0.064473,0.000000,0.000000,0.713881
100,-13,-7,8,planar,21,1.206538,-0.495841,0.000000,0.000000,0.710697
101,-12,-7,8,planar,17,0.504347,0.090636,0.000000,0.000000,0.594983
102,-6,6,8,planar,17,1.102214,-0.519849,0.000000,0.000000,0.582365
103,6,4,3,planar,109,0.700840,-0.142398,0.000000,0.000000,0.558442
104,-8,-11,8,planar,15,1.032702,-0.523888,0.000000,0.000000,0.508815
105,6,10,1,planar,36,-0.088589,0.549982,0.000000,0.000000,0.461394
106,-4,-8,8,linear,47,0.529016,-0.075107,0.000000,0.000000,0.453909
107,6,-4,3,planar,74,0.680687,-0.286493,0.000000,0.000000,0.394194
108,-9,4,8,planar,62,0.390081,-0.003205,0.000000,0.000000,0.386877
109,1,-5,-2,planar,171,0.486534,-0.103282,0.000000,0.000000,0.383253
110,6,-7,2,corner_like,57,-0.202495,0.553459,0.000000,0.000000,0.350964
111,6,-2,-1,corner_like,68,0.446755,-0.107317,0.000000,0.000000,0.339437
112,6,5,3,planar,16,0.528888,-0.201062,0.000000,0.000000,0.327826
113,1,5,-2,planar,113,0.355003,-0.038656,0.000000,0.000000,0.316347
114,-9,3,8,planar,61,0.270454,0.037880,0.000000,0.000000,0.308334
115,-11,-6,8,planar,22,0.219949,-0.016485,0.000000,0.000000,0.203464
116,-3,-11,8,linear,23,0.815285,-0.629682,0.000000,0.000000,0.185603
117,-6,18,2,planar,15,0.132859,0.047337,0.000000,0.000000,0.180195
118,6,11,-1,planar,47,0.055556,0.123939,0.000000,0.000000,0.179495
119,6,-9,1,corner_like,50,0.300576,-0.166659,0.000000,0.000000,0.133918
120,12,-1,-1,linear,24,-0.757915,0.887367,0.000000,0.000000,0.129452
121,1,-6,-2,planar,104,0.334724,-0.214357,0.000000,0.000000,0.120368
122,-4,-11,8,planar,46,0.104736,-0.000701,0.000000,0.000000,0.104035
123,6,-5,3,planar,72,0.149357,-0.055475,0.000000,0.000000,0.093882
124,6,-13,2,planar,16,0.125303,-0.073147,0.000000,0.000000,0.052157
125,-10,3,8,planar,32,-0.313590,0.361450,0.000000,0.000000,0.047860
126,2,2,-2,planar,411,0.268330,-0.225532,0.000000,0.000000,0.042799
127,3,-8,4,planar,46,0.126091,-0.109081,0.000000,0.000000,0.017010
128,6,6,-1,planar,112,0.190616,-0.197315,0.000000,0.000000,-0.006699
129,6,4,0,planar,177,0.119373,-0.175361,0.000000,0.000000,-0.055988
130,6,-10,2,planar,28,-0.329778,0.260601,0.000000,0.000000,-0.069177
131,-4,18,2,planar,22,-0.018581,-0.079778,0.000000,0.000000,-0.098360
132,-6,7,8,planar,35,-0.008493,-0.112138,0.000000,0.000000,-0.120631
133,-8,4,8,planar,55,-0.640073,0.508930,0.000000,0.000000,-0.131143
134,4,-13,4,planar,16,-0.106566,-0.062467,0.000000,0.000000,-0.169033
135,2,9,-2,linear,17,0.059580,-0.228981,0.000000,0.000000,-0.169401
136,6,-3,-1,corner_like,184,-0.027718,-0.150239,0.000000,0.000000,-0.177957
137,0,-2,-2,planar,1051,-0.129333,-0.166505,0.000000,0.000000,-0.295838
138,-10,7,8,planar,24,-0.148873,-0.156929,0.000000,0.000000,-0.305802
139,6,-5,-1,planar,137,-0.545863,0.161239,0.000000,0.000000,-0.384625
140,6,-6,1,planar,124,-0.489063,-0.010095,0.000000,0.000000,-0.499158
141,-1,-8,-2,linear,43,-0.158711,-0.349666,0.000000,0.000000,-0.508377
142,4,0,4,planar,19,-0.865109,0.336897,0.000000,0.000000,-0.528212
143,5,4,4,planar,49,-1.360596,0.800639,0.000000,0.000000,-0.559957
144,-1,-7,-2,planar,98,-0.450862,-0.144258,0.000000,0.000000,-0.595120
145,1,6,-2,planar,63,-0.266133,-0.337270,0.000000,0.000000,-0.603404
146,-7,-11,8,planar,22,-0.820419,0.162482,0.000000,0.000000,-0.657937
147,-10,4,8,planar,41,-1.035190,0.277190,0.000000,0.000000,-0.758000
148,2,1,-2,planar,686,-0.532644,-0.226987,0.000000,0.000000,-0.759630
149,6,8,1,planar,65,-0.935816,0.113823,0.000000,0.000000,-0.821993
