voxel_id,vx,vy,vz,group,base_label,final_label,relabel_mode,relabel_score,junction_score,junction_neighbor_count,junction_cluster_count,junction_orientation_dispersion,junction_dominant_fraction,occupancy_asymmetry,normal_variation,opposite_face_pair_ratio,planar_context_penalty,corner_context_bonus,baseline_in_top_k,baseline_rank,hard_in_top_k,hard_rank,scored_in_top_k,scored_rank,voxel_pcd_path,neighborhood_pcd_path
-9_-6_2,-9,-6,2,scored_only_relabeled,planar,junction_like_mixed,scored,0.660276,0.390914,27,2,0.596368,0.251832,0.815873,0.375362,0.333333,0.161457,1.670866,true,9,true,7,true,1,groups/scored_only_relabeled/voxels/-9_-6_2/voxel.pcd,groups/scored_only_relabeled/voxels/-9_-6_2/neighborhood_radius2.pcd
-8_0_5,-8,0,5,scored_only_relabeled,planar,junction_like_mixed,scored,0.702154,0.654626,28,3,0.595554,0.419436,1.000000,0.088217,0.000000,0.134554,1.619093,false,,false,,false,,groups/scored_only_relabeled/voxels/-8_0_5/voxel.pcd,groups/scored_only_relabeled/voxels/-8_0_5/neighborhood_radius2.pcd
-8_3_0,-8,3,0,scored_only_relabeled,planar,junction_like_mixed,scored,0.767823,0.640525,35,3,0.650758,0.464891,0.722667,0.375373,0.333333,0.239020,1.568353,false,,false,,false,,groups/scored_only_relabeled/voxels/-8_3_0/voxel.pcd,groups/scored_only_relabeled/voxels/-8_3_0/neighborhood_radius2.pcd
-8_4_0,-8,4,0,scored_only_relabeled,planar,junction_like_mixed,scored,0.798529,0.672952,30,3,0.635128,0.442232,1.000000,0.307269,0.000000,0.134861,1.914813,false,,false,,false,,groups/scored_only_relabeled/voxels/-8_4_0/voxel.pcd,groups/scored_only_relabeled/voxels/-8_4_0/neighborhood_radius2.pcd
