vx,vy,vz,center_x,center_y,center_z,num_points,label,eig1,eig2,eig3,linearity,planarity,scattering,anisotropy,omnivariance,gaussian_avg_mahalanobis2,gaussian_center_mahalanobis2,gaussian_avg_euclidean,gaussian_center_advantage,shell_avg_residual,shell_center_residual,shell_avg_radius,shell_center_penalty
-13,-7,10,-10.000000,-5.200000,8.400000,23,planar,0.056572,0.038466,0.000585,0.320039,0.669626,0.010335,0.989665,0.010836,2.225112,2.988210,0.268193,-0.763097,0.407568,0.422420,1.028392,0.014851
-13,4,10,-10.000000,3.600000,8.400000,20,planar,0.059793,0.022833,0.000146,0.618142,0.379416,0.002442,0.997558,0.005842,1.965550,4.663082,0.245615,-2.697533,0.393556,0.498051,0.775554,0.104494
-13,5,10,-10.000000,4.400000,8.400000,23,planar,0.083662,0.052350,0.001000,0.374263,0.613781,0.011956,0.988044,0.016363,2.362146,0.826810,0.347081,1.535336,0.409550,0.135383,1.315241,-0.274167
-12,-9,10,-9.200000,-6.800000,8.400000,20,linear,0.096427,0.000220,0.000002,0.997720,0.002258,0.000022,0.999978,0.000356,1.113506,3.603290,0.269412,-2.489784,0.341942,0.295608,0.718806,-0.046334
-12,-8,10,-9.200000,-6.000000,8.400000,24,planar,0.053745,0.050465,0.000613,0.061037,0.927564,0.011399,0.988601,0.011844,2.244613,11.603347,0.283028,-9.358733,0.305238,1.778501,1.007616,1.473263
-12,-7,10,-9.200000,-5.200000,8.400000,26,planar,0.074873,0.044083,0.000190,0.411230,0.586233,0.002536,0.997464,0.008558,2.042541,11.302946,0.333017,-9.260405,0.221386,1.386910,1.156333,1.165525
-12,-6,10,-9.200000,-4.400000,8.400000,21,planar,0.051407,0.039707,0.000245,0.227595,0.767643,0.004762,0.995238,0.007935,2.050483,3.415219,0.261519,-1.364736,0.352770,0.352681,0.879309,-0.000089
-12,-4,10,-9.200000,-2.800000,8.400000,24,linear,0.059793,0.009399,0.000090,0.842803,0.155693,0.001504,0.998496,0.003698,1.887838,14.250735,0.226892,-12.362897,0.424158,1.517994,0.858260,1.093836
-12,3,10,-9.200000,2.800000,8.400000,27,linear,0.065320,0.015771,0.000142,0.758554,0.239269,0.002177,0.997823,0.005271,1.973863,2.428853,0.249682,-0.454990,0.359474,0.124828,0.955316,-0.234646
-12,4,10,-9.200000,3.600000,8.400000,32,planar,0.064928,0.045168,0.000438,0.304330,0.688921,0.006748,0.993252,0.010872,2.196968,0.627777,0.310509,1.569191,0.339894,0.336338,1.145231,-0.003556
-12,5,10,-9.200000,4.400000,8.400000,21,linear,0.072624,0.000372,0.000003,0.994873,0.005090,0.000037,0.999963,0.000416,1.200351,2.395082,0.237666,-1.194731,0.266851,0.181510,0.787364,-0.085341
-11,-9,10,-8.400000,-6.800000,8.400000,22,planar,0.077839,0.029368,0.000275,0.622710,0.373752,0.003538,0.996462,0.008571,2.071672,19.340560,0.287736,-17.268888,0.278772,2.156803,0.905828,1.878032
-11,-7,10,-8.400000,-5.200000,8.400000,31,planar,0.071917,0.053493,0.000374,0.256189,0.738613,0.005198,0.994802,0.011288,2.167785,9.041339,0.334121,-6.873554,0.327099,1.279717,1.108700,0.952617
-11,-6,10,-8.400000,-4.400000,8.400000,44,planar,0.073257,0.041802,0.000094,0.429381,0.569339,0.001280,0.998720,0.006597,2.002333,7.283137,0.329538,-5.280803,0.165471,0.794957,0.994433,0.629485
-11,-5,10,-8.400000,-3.600000,8.400000,22,linear,0.060988,0.000149,0.000004,0.997564,0.002371,0.000064,0.999936,0.000329,1.066342,6.685428,0.209992,-5.619086,0.396800,0.906670,0.663899,0.509869
-11,-4,10,-8.400000,-2.800000,8.400000,30,linear,0.062915,0.002530,0.000261,0.959792,0.036058,0.004150,0.995850,0.003464,1.844500,12.314719,0.222504,-10.470220,0.438501,3.124789,1.061222,2.686288
-11,-3,10,-8.400000,-2.000000,8.400000,20,planar,0.021016,0.010380,0.000245,0.506084,0.482237,0.011679,0.988321,0.003769,1.960585,10.869319,0.166719,-8.908734,0.238656,1.546686,1.059042,1.308031
-11,1,10,-8.400000,1.200000,8.400000,36,planar,0.048825,0.019520,0.000181,0.600206,0.396091,0.003703,0.996297,0.005565,2.026416,1.182463,0.240292,0.843953,0.279498,0.241996,0.966514,-0.037502
-11,2,10,-8.400000,2.000000,8.400000,44,planar,0.044260,0.033001,0.000139,0.254384,0.742465,0.003151,0.996849,0.005884,2.023820,2.538384,0.263247,-0.514564,0.207133,0.216064,0.982067,0.008930
-11,3,10,-8.400000,2.800000,8.400000,45,planar,0.073397,0.040928,0.000183,0.442378,0.555134,0.002488,0.997512,0.008186,2.070070,0.994711,0.326087,1.075359,0.184354,0.298200,0.991044,0.113846
-11,4,10,-8.400000,3.600000,8.400000,35,planar,0.086889,0.037033,0.000752,0.573792,0.417556,0.008651,0.991349,0.013424,2.323129,0.201363,0.308457,2.121766,0.355265,0.600886,1.098000,0.245621
-11,5,10,-8.400000,4.400000,8.400000,45,planar,0.070407,0.041715,0.000110,0.407525,0.590909,0.001566,0.998434,0.006867,2.016073,2.280971,0.323996,-0.264898,0.164714,0.056340,0.956013,-0.108374
-11,8,10,-8.400000,6.800000,8.400000,20,planar,0.050733,0.044460,0.000167,0.123659,0.873046,0.003296,0.996704,0.007225,1.996820,3.035946,0.272311,-1.039126,0.287034,0.222994,0.813396,-0.064040
-11,9,10,-8.400000,7.600000,8.400000,22,linear,0.079327,0.001641,0.000002,0.979315,0.020666,0.000020,0.999980,0.000588,1.537254,2.011404,0.243864,-0.474150,0.289182,0.193817,0.919495,-0.095365
-11,22,-1,-8.400000,18.000000,-0.400000,22,planar,0.057599,0.053168,0.000068,0.076935,0.921882,0.001184,0.998816,0.005932,1.936100,42.622155,0.317473,-40.686055,0.173468,3.278108,0.957405,3.104639
-10,-12,8,-7.600000,-9.200000,6.800000,24,planar,0.068780,0.019625,0.000200,0.714671,0.282427,0.002902,0.997098,0.006458,2.015906,64.162431,0.272856,-62.146525,0.281999,4.695916,1.028634,4.413917
-10,-8,10,-7.600000,-6.000000,8.400000,30,planar,0.104700,0.047651,0.000716,0.544880,0.448282,0.006838,0.993162,0.015286,2.307624,10.124057,0.367368,-7.816433,0.263828,1.678926,1.174885,1.415098
-10,-7,-3,-7.600000,-5.200000,-2.000000,22,linear,0.080338,0.005161,0.000000,0.935754,0.064241,0.000005,0.999995,0.000562,1.742841,11.038024,0.255518,-9.295183,0.437533,1.437230,1.041478,0.999697
-10,-7,10,-7.600000,-5.200000,8.400000,20,planar,0.105526,0.058183,0.000847,0.448644,0.543332,0.008024,0.991976,0.017324,2.310616,2.977204,0.367606,-0.666588,0.363357,0.519497,1.015598,0.156140
-10,-6,10,-7.600000,-4.400000,8.400000,31,planar,0.086960,0.054002,0.001104,0.378997,0.608303,0.012701,0.987299,0.017310,2.414771,3.115743,0.331584,-0.700972,0.404179,0.522534,1.111408,0.118355
-10,-5,10,-7.600000,-3.600000,8.400000,21,planar,0.068371,0.043828,0.000193,0.358977,0.638194,0.002830,0.997170,0.008338,2.024180,1.015000,0.310181,1.009180,0.279879,0.151853,1.028079,-0.128026
-10,3,10,-7.600000,2.800000,8.400000,25,linear,0.064438,0.000415,0.000004,0.993556,0.006387,0.000057,0.999943,0.000461,1.230495,24.832091,0.219376,-23.601596,0.301809,3.039148,0.775249,2.737339
-10,4,10,-7.600000,3.600000,8.400000,34,planar,0.061379,0.044928,0.000324,0.268017,0.726706,0.005277,0.994723,0.009631,2.141949,0.459709,0.296025,1.682239,0.335523,0.523003,0.974083,0.187480
-10,5,10,-7.600000,4.400000,8.400000,29,planar,0.062664,0.048661,0.002863,0.223465,0.730843,0.045692,0.954308,0.020591,2.612020,0.136778,0.311497,2.475242,0.395714,0.721311,1.109407,0.325597
-10,22,-1,-7.600000,18.000000,-0.400000,25,planar,0.058941,0.052147,0.000031,0.115276,0.884192,0.000532,0.999468,0.004584,1.915099,37.752766,0.317981,-35.837666,0.179101,2.953500,1.042270,2.774399
