vx,vy,vz,center_x,center_y,center_z,num_points,label,eig1,eig2,eig3,linearity,planarity,scattering,anisotropy,omnivariance,gaussian_avg_mahalanobis2,gaussian_center_mahalanobis2,gaussian_avg_euclidean,gaussian_center_advantage,shell_avg_residual,shell_center_residual,shell_avg_radius,shell_center_penalty
5,-7,2,6.600000,-7.800000,3.000000,57,linear,0.203065,0.039075,0.009647,0.807575,0.144920,0.047505,0.952495,0.042459,2.825760,5.187225,0.456570,-2.361466,0.610718,1.137087,1.540725,0.526369
5,-7,3,6.600000,-7.800000,4.200000,35,corner_like,0.097134,0.026216,0.013641,0.730101,0.129463,0.140436,0.859564,0.032629,2.802345,13.067979,0.331832,-10.265635,0.521179,1.658623,1.456903,1.137444
5,-6,-1,6.600000,-6.600000,-0.600000,179,planar,0.143361,0.124839,0.014444,0.129202,0.770045,0.100753,0.899247,0.063703,2.904061,0.233795,0.497356,2.670266,0.556392,0.639012,1.395474,0.082620
5,-6,0,6.600000,-6.600000,0.600000,151,planar,0.128833,0.100343,0.000375,0.221140,0.775949,0.002912,0.997088,0.016927,2.240293,0.361517,0.448010,1.878777,0.457246,0.473048,1.285268,0.015802
5,-6,1,6.600000,-6.600000,1.800000,143,planar,0.110296,0.102345,0.006443,0.072089,0.869496,0.058415,0.941585,0.041742,2.827074,0.561429,0.437889,2.265645,0.690226,0.139628,1.517198,-0.550597
5,-6,2,6.600000,-6.600000,3.000000,30,planar,0.166224,0.090404,0.001812,0.456132,0.532970,0.010898,0.989102,0.030082,2.539818,8.606757,0.468383,-6.066939,0.521980,1.664769,1.424555,1.142789
5,-5,-1,6.600000,-5.400000,-0.600000,141,planar,0.149739,0.088415,0.009200,0.409540,0.529022,0.061438,0.938562,0.049569,2.863685,1.677041,0.448397,1.186645,0.513540,0.197995,1.354191,-0.315544
5,-5,0,6.600000,-5.400000,0.600000,164,planar,0.133660,0.090796,0.004750,0.320697,0.643769,0.035534,0.964466,0.038628,2.790632,0.475460,0.447549,2.315172,0.464757,0.446453,1.402022,-0.018304
5,-5,1,6.600000,-5.400000,1.800000,167,planar,0.146850,0.082883,0.009019,0.435596,0.502987,0.061417,0.938583,0.047881,2.864251,0.833234,0.452353,2.031017,0.419841,0.466101,1.231621,0.046260
5,-5,2,6.600000,-5.400000,3.000000,40,planar,0.178807,0.044713,0.004056,0.749939,0.227378,0.022683,0.977317,0.031889,2.705406,12.977211,0.438086,-10.271805,0.434723,1.993632,1.303017,1.558910
5,-5,3,6.600000,-5.400000,4.200000,22,planar,0.065983,0.021853,0.005112,0.668814,0.253706,0.077480,0.922520,0.019462,2.651451,38.168910,0.239424,-35.517460,0.693692,5.716928,1.554185,5.023236
5,-4,-1,6.600000,-4.200000,-0.600000,194,planar,0.102649,0.092360,0.000281,0.100242,0.897019,0.002739,0.997261,0.013866,2.187771,29.474743,0.408255,-27.286971,0.399754,3.331470,1.182098,2.931716
5,-4,0,6.600000,-4.200000,0.600000,240,planar,0.119867,0.097908,0.000116,0.183197,0.815833,0.000969,0.999031,0.011090,2.077037,61.799325,0.437674,-59.722288,0.357612,4.410959,1.151197,4.053346
5,-4,1,6.600000,-4.200000,1.800000,238,planar,0.147570,0.102638,0.009808,0.304477,0.629058,0.066466,0.933534,0.052962,2.878952,6.580272,0.476927,-3.701320,0.438488,0.595028,1.226454,0.156541
5,-4,2,6.600000,-4.200000,3.000000,119,planar,0.148654,0.116705,0.004994,0.214920,0.751486,0.033595,0.966405,0.044249,2.794307,5.658090,0.492595,-2.863784,0.562628,0.988723,1.489935,0.426095
5,-4,3,6.600000,-4.200000,4.200000,75,planar,0.136051,0.064826,0.002599,0.523520,0.457377,0.019104,0.980896,0.028407,2.663668,22.781944,0.415914,-20.118276,0.439336,1.877769,1.307616,1.438434
5,-3,-1,6.600000,-3.000000,-0.600000,190,corner_like,0.116902,0.044251,0.016487,0.621463,0.237503,0.141033,0.858967,0.044018,2.896907,2.638794,0.395359,0.258112,0.382487,0.241224,1.309442,-0.141262
5,-3,0,6.600000,-3.000000,0.600000,369,planar,0.125770,0.107087,0.013603,0.148546,0.743298,0.108156,0.891844,0.056795,2.906482,2.306102,0.472895,0.600380,0.519066,0.032465,1.491210,-0.486601
5,-3,1,6.600000,-3.000000,1.800000,324,corner_like,0.129876,0.098367,0.024672,0.242607,0.567430,0.189963,0.810037,0.068055,2.934258,1.989912,0.477253,0.944346,0.467272,0.048267,1.438267,-0.419005
5,-3,2,6.600000,-3.000000,3.000000,160,planar,0.144460,0.095456,0.005561,0.339217,0.622288,0.038495,0.961505,0.042485,2.812650,4.787229,0.462708,-1.974578,0.577386,0.813100,1.393816,0.235713
5,-3,3,6.600000,-3.000000,4.200000,126,planar,0.106071,0.088051,0.002825,0.169882,0.803488,0.026630,0.973370,0.029769,2.696400,22.279667,0.417564,-19.583266,0.402582,1.792543,1.294277,1.389962
5,-2,-1,6.600000,-1.800000,-0.600000,100,corner_like,0.123296,0.034467,0.019693,0.720455,0.119822,0.159723,0.840277,0.043741,2.886280,4.222078,0.402328,-1.335797,0.525393,0.561301,1.467267,0.035908
5,-2,0,6.600000,-1.800000,0.600000,312,planar,0.129372,0.099654,0.015279,0.229709,0.652188,0.118103,0.881897,0.058185,2.911605,0.394193,0.469450,2.517412,0.452745,0.514302,1.315984,0.061557
5,-2,1,6.600000,-1.800000,1.800000,379,corner_like,0.127467,0.113992,0.022352,0.105714,0.718934,0.175352,0.824648,0.068738,2.932937,0.451812,0.491771,2.481125,0.360194,0.582719,1.235679,0.222525
5,-2,2,6.600000,-1.800000,3.000000,262,corner_like,0.135297,0.123661,0.017808,0.086000,0.782379,0.131621,0.868379,0.066790,2.920283,2.723685,0.496882,0.196598,0.506987,0.069578,1.437292,-0.437409
5,-2,3,6.600000,-1.800000,4.200000,181,planar,0.132901,0.074278,0.014676,0.441100,0.448471,0.110429,0.889571,0.052521,2.899349,7.380367,0.445949,-4.481018,0.498705,0.487935,1.449021,-0.010770
5,-1,0,6.600000,-0.600000,0.600000,120,linear,0.121284,0.015653,0.001349,0.870943,0.117937,0.011120,0.988880,0.013681,2.485122,42.224007,0.337956,-39.738885,0.627834,7.134320,1.626746,6.506485
5,-1,1,6.600000,-0.600000,1.800000,189,corner_like,0.093508,0.035636,0.015431,0.618895,0.216083,0.165022,0.834978,0.037186,2.885912,2.823852,0.350564,0.062060,0.464755,0.272512,1.270742,-0.192243
5,-1,2,6.600000,-0.600000,3.000000,314,planar,0.133067,0.117644,0.005962,0.115909,0.839288,0.044803,0.955197,0.045360,2.831425,3.582991,0.473038,-0.751566,0.454908,0.060071,1.295875,-0.394837
5,-1,3,6.600000,-0.600000,4.200000,234,planar,0.122570,0.090307,0.003649,0.263220,0.707006,0.029774,0.970226,0.034312,2.754055,15.155836,0.439913,-12.401781,0.772472,1.791992,1.726130,1.019520
5,0,-2,6.600000,0.600000,-1.800000,44,linear,0.089366,0.017968,0.000073,0.798937,0.200249,0.000814,0.999186,0.004888,1.958462,324.761818,0.321486,-322.803356,0.492436,12.768352,1.482846,12.275916
5,0,-1,6.600000,0.600000,-0.600000,240,planar,0.114058,0.043131,0.000530,0.621849,0.373505,0.004646,0.995354,0.013763,2.305360,17.496008,0.367469,-15.190648,0.542463,2.923443,1.406088,2.380980
5,0,0,6.600000,0.600000,0.600000,308,planar,0.130383,0.070595,0.005598,0.458560,0.498509,0.042932,0.957068,0.037210,2.817672,0.554948,0.421474,2.262725,0.524458,0.366264,1.408241,-0.158194
5,0,1,6.600000,0.600000,1.800000,190,planar,0.109536,0.028346,0.006000,0.741218,0.204001,0.054781,0.945219,0.026510,2.799219,3.499075,0.347561,-0.699856,0.714642,0.818118,1.605641,0.103476
5,0,2,6.600000,0.600000,3.000000,268,planar,0.132558,0.095240,0.007948,0.281520,0.658519,0.059960,0.940040,0.046469,2.859657,2.277975,0.451957,0.581682,0.514704,0.053859,1.376448,-0.460844
5,0,3,6.600000,0.600000,4.200000,209,planar,0.112837,0.085341,0.003648,0.243680,0.723990,0.032330,0.967670,0.032751,2.751261,15.958248,0.421819,-13.206988,0.490041,1.630631,1.385613,1.140590
5,1,-2,6.600000,1.800000,-1.800000,94,planar,0.114436,0.063591,0.000071,0.444310,0.555069,0.000621,0.999379,0.008025,2.020451,312.361046,0.401308,-310.340595,0.212942,11.101613,1.095696,10.888671
5,1,-1,6.600000,1.800000,-0.600000,391,planar,0.123377,0.120209,0.006627,0.025677,0.920608,0.053715,0.946285,0.046150,2.845305,0.643780,0.471501,2.201525,0.426010,0.429676,1.323907,0.003665
5,1,0,6.600000,1.800000,0.600000,395,planar,0.117520,0.113800,0.007800,0.031652,0.901976,0.066372,0.933628,0.047074,2.861952,0.450617,0.460133,2.411335,0.559791,0.577693,1.514322,0.017902
5,1,1,6.600000,1.800000,1.800000,380,corner_like,0.118049,0.116621,0.015507,0.012096,0.856544,0.131360,0.868640,0.059766,2.914827,0.252637,0.471628,2.662189,0.388321,0.721976,1.224050,0.333654
5,1,2,6.600000,1.800000,3.000000,274,planar,0.128068,0.112305,0.006130,0.123084,0.829047,0.047868,0.952132,0.044509,2.832806,2.729327,0.461125,0.103479,0.472310,0.088468,1.331568,-0.383842
5,1,3,6.600000,1.800000,4.200000,224,planar,0.132168,0.068987,0.005810,0.478032,0.478009,0.043959,0.956041,0.037557,2.818719,10.151735,0.428931,-7.333016,0.585033,1.107984,1.545019,0.522951
5,2,-2,6.600000,3.000000,-1.800000,58,linear,0.136296,0.000763,0.000002,0.994405,0.005580,0.000015,0.999985,0.000598,1.402802,313.030088,0.318832,-311.627286,0.378358,15.722067,0.992735,15.343709
5,2,-1,6.600000,3.000000,-0.600000,333,corner_like,0.131645,0.116586,0.020817,0.114396,0.727475,0.158128,0.841872,0.068363,2.929297,0.034558,0.489859,2.894740,0.570185,0.828670,1.533674,0.258485
5,2,0,6.600000,3.000000,0.600000,311,planar,0.124739,0.112175,0.004509,0.100729,0.863126,0.036145,0.963855,0.039809,2.792674,3.040016,0.462257,-0.247342,0.665595,0.460294,1.639369,-0.205300
5,2,1,6.600000,3.000000,1.800000,327,planar,0.133429,0.105739,0.009920,0.207529,0.718128,0.074343,0.925657,0.051919,2.882771,0.083930,0.467582,2.798840,0.624344,0.629943,1.482376,0.005599
5,2,2,6.600000,3.000000,3.000000,202,planar,0.147767,0.120396,0.007638,0.185230,0.763080,0.051690,0.948310,0.051411,2.855071,1.747774,0.490185,1.107297,0.514844,0.108315,1.376370,-0.406529
5,2,3,6.600000,3.000000,4.200000,141,planar,0.123161,0.077693,0.005413,0.369171,0.586879,0.043950,0.956050,0.037276,2.803280,9.777233,0.426337,-6.973953,0.567618,0.906656,1.481617,0.339039
5,3,-2,6.600000,4.200000,-1.800000,62,planar,0.144866,0.054646,0.000085,0.622781,0.376634,0.000585,0.999415,0.008755,2.020205,295.678197,0.424094,-293.657992,0.354112,10.574462,1.258862,10.220350
5,3,-1,6.600000,4.200000,-0.600000,263,planar,0.135794,0.123454,0.011586,0.090875,0.823802,0.085324,0.914676,0.057913,2.894158,0.445205,0.485887,2.448953,0.588598,0.501096,1.452555,-0.087503
5,3,0,6.600000,4.200000,0.600000,263,planar,0.134562,0.114528,0.007413,0.148886,0.796027,0.055087,0.944913,0.048522,2.854205,4.313682,0.480013,-1.459477,0.516457,0.489312,1.499958,-0.027145
5,3,1,6.600000,4.200000,1.800000,258,planar,0.158453,0.083946,0.008852,0.470215,0.473918,0.055868,0.944132,0.049014,2.869294,0.064332,0.468910,2.804962,0.577707,0.673358,1.471974,0.095651
5,3,2,6.600000,4.200000,3.000000,156,planar,0.166307,0.129044,0.012080,0.224061,0.703302,0.072636,0.927364,0.063763,2.891227,2.561290,0.530171,0.329937,0.430993,0.044491,1.374858,-0.386502
5,3,3,6.600000,4.200000,4.200000,116,planar,0.150636,0.074513,0.008281,0.505341,0.439688,0.054971,0.945029,0.045298,2.847649,9.493241,0.455208,-6.645592,0.607914,1.036665,1.530681,0.428751
5,4,-2,6.600000,5.400000,-1.800000,39,linear,0.122777,0.002543,0.000001,0.979291,0.020704,0.000005,0.999995,0.000558,1.666343,276.297971,0.308041,-274.631628,0.342785,12.968085,0.920500,12.625300
5,4,-1,6.600000,5.400000,-0.600000,211,planar,0.178149,0.134865,0.016517,0.242965,0.664321,0.092714,0.907286,0.073486,2.916084,0.040371,0.553143,2.875713,0.557164,0.868398,1.521463,0.311235
5,4,0,6.600000,5.400000,0.600000,186,planar,0.138317,0.103840,0.016033,0.249260,0.634823,0.115917,0.884083,0.061294,2.908852,2.955662,0.476080,-0.046810,0.385914,0.198611,1.273757,-0.187303
5,4,1,6.600000,5.400000,1.800000,194,planar,0.189193,0.126819,0.020297,0.329686,0.563034,0.107280,0.892720,0.078675,2.924808,0.539587,0.554486,2.385221,0.600778,0.458686,1.564561,-0.142092
5,4,2,6.600000,5.400000,3.000000,54,planar,0.170637,0.093453,0.005577,0.452328,0.514986,0.032686,0.967314,0.044638,2.779117,6.383320,0.486636,-3.604203,0.540781,1.130324,1.481443,0.589543
5,4,3,6.600000,5.400000,4.200000,33,linear,0.237735,0.034876,0.001489,0.853301,0.140436,0.006263,0.993737,0.023112,2.488404,58.405519,0.493661,-55.917115,0.730529,5.082477,1.681081,4.351948
5,5,-1,6.600000,6.600000,-0.600000,156,planar,0.145246,0.115503,0.008992,0.204773,0.733319,0.061907,0.938093,0.053233,2.866006,0.641671,0.483994,2.224335,0.559086,0.408339,1.404948,-0.150748
5,5,0,6.600000,6.600000,0.600000,138,planar,0.138543,0.111858,0.006175,0.192611,0.762819,0.044570,0.955430,0.045740,2.823984,2.440887,0.481204,0.383096,0.443554,0.024117,1.370700,-0.419437
5,5,1,6.600000,6.600000,1.800000,146,planar,0.131525,0.117353,0.004391,0.107750,0.858867,0.033382,0.966618,0.040770,2.779330,0.024441,0.465726,2.754889,0.720775,0.832073,1.574947,0.111298
5,5,2,6.600000,6.600000,3.000000,27,planar,0.153142,0.061860,0.004697,0.596060,0.373270,0.030670,0.969330,0.035435,2.698289,2.371878,0.434673,0.326411,0.586337,0.641627,1.547336,0.055290
5,6,-2,6.600000,7.800000,-1.800000,30,linear,0.101494,0.003498,0.000000,0.965531,0.034466,0.000004,0.999996,0.000512,1.709377,241.394800,0.272981,-239.685422,0.397079,11.488305,0.964186,11.091226
5,6,-1,6.600000,7.800000,-0.600000,123,planar,0.127816,0.097359,0.004827,0.238286,0.723947,0.037767,0.962233,0.039164,2.787613,0.963256,0.449025,1.824357,0.502301,0.335462,1.382982,-0.166839
5,6,0,6.600000,7.800000,0.600000,94,planar,0.122900,0.088796,0.004903,0.277493,0.682611,0.039896,0.960104,0.037683,2.781485,1.784699,0.440546,0.996785,0.595332,0.122312,1.576503,-0.473020
5,6,1,6.600000,7.800000,1.800000,128,corner_like,0.146006,0.099391,0.021738,0.319268,0.531851,0.148881,0.851119,0.068073,2.916293,0.270434,0.485026,2.645859,0.375025,0.675656,1.229314,0.300631
5,6,2,6.600000,7.800000,3.000000,26,planar,0.111521,0.069230,0.002959,0.379220,0.594245,0.026535,0.973465,0.028375,2.619518,3.722531,0.370612,-1.103013,0.670402,1.002620,1.525457,0.332217
5,6,3,6.600000,7.800000,4.200000,26,linear,0.167215,0.040808,0.001736,0.755954,0.233664,0.010382,0.989618,0.022796,2.504454,27.534750,0.433171,-25.030295,0.771216,3.174931,1.766023,2.403714
5,7,-1,6.600000,9.000000,-0.600000,89,planar,0.146422,0.107408,0.001464,0.266447,0.723556,0.009997,0.990003,0.028447,2.549152,6.223023,0.476214,-3.673871,0.481795,0.621104,1.311834,0.139309
5,7,0,6.600000,9.000000,0.600000,77,planar,0.105490,0.091708,0.000247,0.130650,0.867006,0.002344,0.997656,0.013374,2.149783,7.345856,0.418141,-5.196074,0.392159,0.961305,1.347297,0.569146
5,7,1,6.600000,9.000000,1.800000,78,corner_like,0.103768,0.086453,0.015064,0.166863,0.687970,0.145166,0.854834,0.051316,2.879373,0.101109,0.427239,2.778264,0.375467,0.774405,1.177469,0.398938
5,8,-1,6.600000,10.200000,-0.600000,51,planar,0.112386,0.070916,0.001355,0.368999,0.618947,0.012053,0.987947,0.022102,2.502531,9.247016,0.392816,-6.744485,0.548620,1.798698,1.435033,1.250078
5,8,0,6.600000,10.200000,0.600000,57,planar,0.125686,0.085307,0.001176,0.321267,0.669376,0.009357,0.990643,0.023275,2.476737,3.933279,0.423419,-1.456542,0.442170,0.715799,1.319473,0.273629
5,8,1,6.600000,10.200000,1.800000,54,planar,0.112850,0.092808,0.005605,0.177598,0.772730,0.049672,0.950328,0.038866,2.776775,0.203471,0.423864,2.573304,0.684318,0.373444,1.572968,-0.310874
