vx,vy,vz,center_x,center_y,center_z,num_points,label,eig1,eig2,eig3,linearity,planarity,scattering,anisotropy,omnivariance,gaussian_avg_mahalanobis2,gaussian_center_mahalanobis2,gaussian_avg_euclidean,gaussian_center_advantage,shell_avg_residual,shell_center_residual,shell_avg_radius,shell_center_penalty
-23,-8,0,-22.500000,-7.500000,0.500000,19,planar,0.090771,0.069614,0.000346,0.233085,0.763100,0.003815,0.996185,0.012983,2.114699,13.025795,0.380526,-10.911096,0.264195,1.789109,1.174327,1.524914
-23,-7,0,-22.500000,-6.500000,0.500000,19,planar,0.121911,0.068535,0.000153,0.437833,0.560914,0.001252,0.998748,0.010846,1.998897,18.651414,0.411487,-16.652517,0.315508,2.057330,1.250927,1.741823
-23,-6,0,-22.500000,-5.500000,0.500000,18,planar,0.083550,0.069191,0.000119,0.171855,0.826720,0.001425,0.998575,0.008829,1.964744,18.760582,0.367994,-16.795839,0.333508,2.020362,1.327982,1.686855
-13,-7,8,-12.500000,-6.500000,8.500000,21,planar,0.107561,0.055736,0.000688,0.481822,0.511785,0.006392,0.993608,0.016033,2.267221,1.060683,0.345665,1.206538,0.834733,0.338892,1.770276,-0.495841
-12,-7,8,-11.500000,-6.500000,8.500000,17,planar,0.077791,0.055834,0.001752,0.282253,0.695231,0.022516,0.977484,0.019668,2.452971,1.948624,0.336023,0.504347,0.441240,0.531875,1.432973,0.090636
-12,4,8,-11.500000,4.500000,8.500000,24,planar,0.118571,0.036952,0.004029,0.688355,0.277663,0.033982,0.966018,0.026038,2.651181,1.416102,0.368941,1.235079,0.558716,0.411359,1.558716,-0.147358
-12,7,8,-11.500000,7.500000,8.500000,19,linear,0.152729,0.030748,0.000152,0.798673,0.200332,0.000995,0.999005,0.008937,1.983723,5.841660,0.415796,-3.857937,0.370287,0.674361,1.369175,0.304074
-11,-8,8,-10.500000,-7.500000,8.500000,15,linear,0.059676,0.003399,0.000001,0.943045,0.056946,0.000009,0.999991,0.000477,1.639609,12.025728,0.222787,-10.386119,0.398471,2.984327,1.303917,2.585856
-11,-7,8,-10.500000,-6.500000,8.500000,17,planar,0.086557,0.058988,0.001019,0.318508,0.669716,0.011775,0.988225,0.017329,2.330987,0.603786,0.328495,1.727201,0.720404,0.085154,1.532678,-0.635251
-11,-6,8,-10.500000,-5.500000,8.500000,22,planar,0.097983,0.024525,0.000128,0.749703,0.248991,0.001306,0.998694,0.006749,1.970307,1.750358,0.323792,0.219949,0.329335,0.312850,1.219848,-0.016485
-11,-5,8,-10.500000,-4.500000,8.500000,18,planar,0.080261,0.040416,0.000337,0.496440,0.499367,0.004193,0.995807,0.010296,2.092254,3.343813,0.288371,-1.251559,0.533980,0.370390,1.144634,-0.163590
-11,3,8,-10.500000,3.500000,8.500000,23,linear,0.083829,0.018110,0.000353,0.783969,0.211824,0.004206,0.995794,0.008120,2.101072,26.975548,0.271101,-24.874476,0.625749,4.074427,1.319092,3.448678
-11,4,8,-10.500000,4.500000,8.500000,22,planar,0.100279,0.058589,0.000337,0.415742,0.580901,0.003357,0.996643,0.012553,2.124063,10.126959,0.374204,-8.002896,0.299463,1.472411,1.236133,1.172948
-10,-11,8,-9.500000,-10.500000,8.500000,15,planar,0.112221,0.071461,0.000692,0.363208,0.630626,0.006166,0.993834,0.017704,2.227237,0.599571,0.369649,1.627666,0.778895,0.081883,1.716929,-0.697012
-10,-7,8,-9.500000,-6.500000,8.500000,30,planar,0.112104,0.085397,0.001798,0.238230,0.745728,0.016041,0.983959,0.025821,2.534816,0.152210,0.392609,2.382606,0.663700,0.582154,1.422949,-0.081546
-10,-6,8,-9.500000,-5.500000,8.500000,37,planar,0.088309,0.071825,0.000416,0.186671,0.808622,0.004707,0.995293,0.013814,2.207362,0.849358,0.380824,1.358003,0.316805,0.229670,1.229243,-0.087135
-10,-5,8,-9.500000,-4.500000,8.500000,44,planar,0.091852,0.064578,0.000153,0.296933,0.701405,0.001663,0.998337,0.009676,2.058602,0.038831,0.378365,2.019771,0.197970,0.847009,1.085125,0.649039
-10,-4,8,-9.500000,-3.500000,8.500000,21,linear,0.112533,0.010218,0.000084,0.909197,0.090058,0.000745,0.999255,0.004585,1.885118,3.271712,0.329311,-1.386594,0.211103,0.380709,1.117495,0.169606
-10,2,8,-9.500000,2.500000,8.500000,25,planar,0.073041,0.028606,0.000470,0.608355,0.385211,0.006434,0.993566,0.009939,2.181526,5.511344,0.273195,-3.329818,0.589400,1.742302,1.450302,1.152902
-10,3,8,-9.500000,3.500000,8.500000,32,planar,0.099985,0.076343,0.001339,0.236457,0.750156,0.013387,0.986613,0.021699,2.469873,2.783462,0.391217,-0.313590,0.336473,0.697923,1.336473,0.361450
-10,4,8,-9.500000,4.500000,8.500000,41,planar,0.103746,0.069731,0.000671,0.327874,0.665656,0.006470,0.993530,0.016934,2.319953,3.355142,0.399970,-1.035190,0.283199,0.560389,1.213608,0.277190
-10,6,8,-9.500000,6.500000,8.500000,18,linear,0.122395,0.011941,0.000243,0.902438,0.095573,0.001989,0.998011,0.007086,1.993185,8.539283,0.346441,-6.546098,0.395658,1.711795,1.344190,1.316137
-10,7,8,-9.500000,7.500000,8.500000,24,planar,0.108249,0.047841,0.000481,0.558043,0.437511,0.004446,0.995554,0.013559,2.199654,2.348527,0.376477,-0.148873,0.416186,0.259258,1.349867,-0.156929
-9,-11,8,-8.500000,-10.500000,8.500000,17,linear,0.165501,0.019528,0.000658,0.882006,0.114021,0.003973,0.996027,0.012857,2.204209,8.075364,0.390419,-5.871155,0.768244,1.384798,1.722389,0.616554
-9,-8,8,-8.500000,-7.500000,8.500000,30,planar,0.099861,0.064045,0.001020,0.358658,0.631129,0.010213,0.989787,0.018684,2.396978,0.590703,0.380940,1.806275,0.330671,0.248574,1.220076,-0.082097
-9,-7,8,-8.500000,-6.500000,8.500000,38,planar,0.109446,0.058700,0.000278,0.463660,0.533797,0.002542,0.997458,0.012137,2.134201,0.815578,0.386595,1.318623,0.266585,0.276389,1.174874,0.009803
-9,-6,8,-8.500000,-5.500000,8.500000,35,planar,0.099501,0.061179,0.000705,0.385146,0.607768,0.007086,0.992914,0.016252,2.319279,0.251828,0.380706,2.067452,0.316020,0.560529,1.289197,0.244509
-9,-5,8,-8.500000,-4.500000,8.500000,55,planar,0.084138,0.056991,0.000106,0.322652,0.676084,0.001264,0.998736,0.007989,2.029535,0.313069,0.360261,1.716467,0.282642,0.511228,1.227634,0.228586
