rank,vx,vy,vz,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,total_score
0,5,-5,-2,volumetric,88,2.625971,-0.046633,0.982381,0.221960,3.339758
1,5,-4,-2,corner_like,135,2.831631,0.379674,0.348193,0.564187,2.995310
2,7,3,-2,corner_like,72,2.697826,-0.124000,0.746984,0.496807,2.824004
3,5,-3,-2,corner_like,138,2.414975,0.116827,0.265051,0.587159,2.209695
4,5,-1,-1,corner_like,240,1.981447,-0.247003,0.752751,0.327051,2.160143
5,2,0,-2,corner_like,1132,1.359549,-0.445520,0.977664,0.216092,1.675602
6,7,-2,5,corner_like,80,1.424026,-0.314075,0.830652,0.354645,1.585958
7,7,-16,2,corner_like,44,0.867546,-0.357627,0.903232,0.206533,1.206618
8,-4,14,8,corner_like,28,0.647380,-0.177405,0.678832,0.260040,0.888767
9,3,-7,5,corner_like,25,0.830991,-0.439314,0.619724,0.284773,0.726628
10,1,-10,5,corner_like,91,1.444110,-0.371273,0.024154,0.670318,0.426673
11,8,3,-1,corner_like,153,0.744971,-0.415116,0.498890,0.413029,0.415715
12,7,6,5,corner_like,23,-0.345107,0.384182,0.809606,0.522693,0.325987
13,2,-1,-2,corner_like,1069,0.355202,-0.286224,0.567990,0.314872,0.322097
14,4,-7,5,corner_like,41,0.305865,0.122148,0.086044,0.662870,-0.148812
15,7,-2,3,corner_like,85,-0.773455,-0.193133,0.955310,0.222919,-0.234198
16,-8,-10,10,planar,36,2.501399,0.110118,-1.475268,1.502107,-0.365858
17,-6,-10,10,planar,38,2.536938,-0.057947,-1.503891,1.356925,-0.381825
18,3,-6,5,planar,54,2.248237,-0.112274,-1.245681,1.347814,-0.457532
19,6,-4,-2,planar,41,2.101778,-0.042778,-1.097661,1.568359,-0.607021
20,6,18,-2,corner_like,29,-1.056628,0.491049,0.351169,0.586152,-0.800562
21,5,-2,-2,corner_like,99,-1.939042,0.372664,1.020117,0.410133,-0.956394
22,7,-3,3,corner_like,71,-0.954244,-0.022578,0.397230,0.414373,-0.993965
23,7,-1,1,corner_like,118,-0.260107,0.186746,-0.097748,0.828725,-0.999834
24,7,-6,3,corner_like,45,-0.929998,-0.059897,0.355838,0.490309,-1.124367
25,8,2,-1,corner_like,178,0.105453,-0.251658,-0.181862,0.912990,-1.241056
26,4,-13,5,planar,28,1.933198,-0.275073,-1.221570,1.851737,-1.415183
27,-1,-10,6,linear,28,1.245557,-0.504281,-0.504183,1.747492,-1.510399
28,4,-9,5,planar,26,2.010481,-0.355525,-1.367692,1.802122,-1.514858
29,6,-8,-2,linear,21,0.755379,-0.161323,-0.330040,1.799981,-1.535965
30,7,2,3,corner_like,33,-3.144906,0.698862,1.080253,0.279634,-1.645425
31,8,2,-2,corner_like,111,-2.253107,0.258190,0.686277,0.372257,-1.680897
32,7,2,5,corner_like,65,-2.003504,0.221727,0.724874,0.684523,-1.741427
33,7,-4,2,planar,70,2.043184,-0.476566,-1.268177,2.057391,-1.758950
34,-9,-10,10,planar,26,2.636636,0.264569,-1.997964,2.686548,-1.783308
35,6,18,1,planar,21,2.228395,-0.141000,-1.790363,2.131858,-1.834826
36,-11,4,10,planar,35,2.121766,-0.084239,-1.711258,2.217558,-1.891288
37,4,-8,5,planar,41,1.639161,-0.505347,-1.458633,1.637476,-1.962295
38,7,-9,-2,linear,28,0.325785,-0.093242,-0.428932,1.799996,-1.996386
39,7,-11,2,corner_like,31,-3.703532,0.997552,0.975345,0.298582,-2.029216
40,7,-1,2,planar,107,0.120307,0.446138,-1.279208,1.489535,-2.202297
41,-8,11,10,planar,20,1.775752,-0.291014,-1.455459,2.232491,-2.203212
42,7,-2,2,planar,45,1.643252,-0.436093,-1.322413,2.092153,-2.207408
43,-5,-10,10,planar,39,1.711591,-0.278199,-1.457688,2.203226,-2.227522
44,-11,9,10,linear,22,-0.474150,0.012282,-0.286121,1.799941,-2.547929
45,6,-3,-2,planar,38,0.723903,-0.026382,-1.629856,1.790260,-2.722595
46,8,13,-1,planar,25,1.833951,-0.578637,-1.802057,2.192209,-2.738952
47,3,-10,5,planar,44,1.917134,-0.727309,-1.835169,2.158468,-2.803813
48,15,-2,-1,linear,21,-0.403460,-0.390585,-0.252077,1.800000,-2.846122
49,8,3,-2,corner_like,80,-4.498345,0.961568,0.980629,0.300000,-2.856148
50,-10,5,10,planar,29,2.475242,0.072794,-2.176168,3.295242,-2.923374
51,7,4,2,planar,25,1.070042,-0.518444,-1.505817,1.998205,-2.952424
52,4,-4,5,planar,135,0.781849,-0.457758,-1.658771,1.624016,-2.958696
