rank,vx,vy,vz,base_label,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,context_mode_contribution,junction_mode_contribution,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus,junction_cluster_count,junction_orientation_dispersion,junction_score,junction_mixed_relabel_score,total_score
22,0,-8,6,linear,linear,22,1.571583,-0.641622,-0.355094,1.772187,2.100083,0.000000,0.121887,0.333333,0.031677,0.931214,1,0.195906,0.000000,0.131601,0.902763
23,-6,3,5,planar,planar,160,2.258937,-0.418665,-1.223007,1.751956,1.943295,0.000000,0.218245,0.516432,0.155427,1.129372,3,0.380048,0.589247,0.503330,0.808603
24,2,5,3,linear,linear,133,-1.426010,0.320502,-0.442490,1.693276,3.811124,0.000000,0.219739,1.000000,0.093998,1.796647,3,0.414654,0.642844,0.666920,0.569850
25,1,6,4,planar,planar,83,1.887903,-0.158916,-1.668192,2.231132,2.665759,0.000000,0.402868,0.549020,0.152428,1.414460,3,0.423353,0.740347,0.763856,0.495422
26,11,1,0,planar,planar,75,2.015142,-0.129104,-1.657654,2.235051,2.327407,0.000000,0.478007,0.230769,0.103739,1.165823,1,0.627950,0.000000,0.403369,0.320740
27,-3,8,0,planar,planar,46,0.584703,-0.237970,-1.713641,1.934935,3.588284,0.000000,0.589353,0.680672,0.135169,1.811033,2,0.657333,0.348063,0.638528,0.286440
28,-2,8,5,corner_like,corner_like,33,-0.814281,0.507981,-0.301010,0.960858,1.817975,0.000000,0.073974,0.333333,0.068725,0.866532,2,0.591975,0.361635,0.374591,0.249807
29,-5,-3,4,linear,linear,88,0.363136,-0.090925,-0.338224,1.627807,1.895081,0.000000,0.460989,0.057971,0.072875,0.952770,3,0.509562,0.750998,0.621028,0.201262
30,5,3,2,linear,linear,142,1.530916,-0.559198,-0.498654,1.764939,1.483149,0.000000,0.190971,0.380952,0.154051,0.943525,2,0.413772,0.282393,0.309927,0.191274
31,-1,9,-1,planar,planar,31,-0.795547,0.161935,-1.289056,1.816455,3.899392,0.000000,0.484331,0.914286,0.128054,1.926227,3,0.601274,0.708932,0.871988,0.160267
32,0,7,6,linear,linear,17,1.560136,-0.221475,-0.432326,1.787353,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2,0.516294,0.381430,0.219193,0.118983
33,5,-12,6,planar,planar,42,2.134301,-0.996048,-1.780454,1.750506,2.402446,0.000000,0.061476,0.666667,0.119498,1.216326,2,0.358664,0.193423,0.262222,0.009739
34,-3,9,-1,planar,planar,58,-1.948498,0.678278,-1.312836,1.324448,3.907382,0.000000,0.443198,0.666667,0.052844,1.731650,3,0.620462,0.764312,0.960771,-0.000122
35,5,6,3,planar,planar,109,2.037398,-0.252676,-1.585587,1.949093,1.685242,0.000000,0.240474,0.435374,0.189324,1.070219,2,0.314385,0.178134,0.294110,-0.064716
36,4,6,-3,planar,planar,176,-0.000230,-0.163449,-1.250710,1.577744,2.874206,0.000000,0.272960,0.863636,0.181139,1.585163,2,0.849255,0.228929,0.573402,-0.117928
37,10,-6,5,planar,planar,39,0.013757,-0.276539,-1.717672,2.159692,4.021449,0.000000,0.678347,0.333333,0.018351,1.682436,1,0.744413,0.000000,0.446733,-0.118698
38,9,-7,5,planar,planar,42,1.473081,-0.553231,-2.222380,3.145040,4.191711,0.000000,0.730379,0.333333,0.019996,1.752679,2,0.896486,0.170172,0.458131,-0.255859
39,10,-12,5,linear,linear,17,0.289810,-0.226876,-0.260845,1.799988,1.698961,0.000000,0.003668,0.333333,0.032334,0.771618,2,0.230154,0.205597,0.080063,-0.298939
40,9,-18,3,linear,linear,20,-1.250987,0.072041,-0.395697,1.792695,3.018481,0.000000,0.385486,0.333333,0.022831,1.287072,2,0.274158,0.161058,0.194789,-0.348857
41,-4,-24,-2,planar,planar,16,0.906614,-0.266004,-1.927404,2.239514,3.152833,0.000000,0.437837,0.333333,0.035857,1.357747,2,0.094799,0.132145,0.198978,-0.373476
42,12,-9,5,planar,planar,21,2.188200,-0.107976,-2.158204,2.994983,2.665441,0.000000,0.143132,0.666667,0.123373,1.326561,2,0.221411,0.161121,0.193459,-0.407522
43,-5,-23,-1,planar,planar,22,2.563230,-0.486321,-1.649244,1.845033,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2,0.141496,0.136860,0.048139,-0.417368
44,-8,-5,5,linear,linear,43,0.612153,-0.017439,-0.263954,1.795204,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1,0.000000,0.000000,0.008889,-0.464444
45,12,-3,4,linear,linear,15,0.495200,-0.309538,-0.601658,1.716813,1.656912,0.000000,0.002851,0.333333,0.044424,0.770516,2,0.611897,0.213803,0.251480,-0.475896
46,7,-10,6,planar,planar,41,-2.065133,0.165005,-1.398020,1.137033,3.947458,0.000000,0.275762,1.000000,0.110227,1.872278,2,0.873176,0.197589,0.541735,-0.487723
47,4,-8,-4,linear,linear,15,-1.187190,0.625493,-0.569682,1.798859,2.308887,0.000000,0.001356,0.666667,0.085853,1.135164,1,0.000000,0.000000,0.183894,-0.621350
48,4,6,6,planar,planar,17,0.482868,-0.252134,-1.742237,2.158230,3.039398,0.000000,0.222114,0.666667,0.090329,1.433187,1,0.469677,0.000000,0.403886,-0.630335
49,-16,-13,1,planar,planar,35,1.871207,-0.039311,-1.813551,2.247229,1.598523,0.000000,0.000352,0.333333,0.059795,0.767142,1,0.947873,0.000000,0.242729,-0.630361
50,11,-11,5,planar,planar,17,1.785359,-0.167401,-2.089456,2.805515,2.558890,0.000000,0.112336,0.666667,0.124178,1.284988,2,0.203226,0.213684,0.223687,-0.718123
51,4,-6,7,linear,linear,72,-0.716709,-0.122116,-0.671732,1.796624,2.332110,0.000000,0.013863,0.666667,0.091696,1.152049,1,0.163518,0.000000,0.197394,-0.975070
52,-9,2,0,linear,linear,28,-1.401288,0.439246,-0.607780,1.777364,2.323547,0.000000,0.008218,0.666667,0.088469,1.144428,1,0.000000,0.000000,0.192389,-1.023640
53,-9,-20,2,linear,linear,16,0.132112,-0.064940,-0.388242,1.764810,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1,0.203026,0.000000,0.025876,-1.085880
54,5,3,6,linear,linear,43,-1.936427,0.625057,-0.548150,1.767664,2.515951,0.000000,0.057564,0.666667,0.080511,1.211045,2,0.419049,0.363496,0.396338,-1.111233
55,13,-7,5,planar,planar,22,2.511049,-0.133592,-2.142591,3.017580,1.640204,0.000000,0.023334,0.333333,0.070835,0.798168,2,0.227574,0.120015,0.085572,-1.142510
56,6,-11,5,planar,planar,26,-1.994100,0.107135,-1.683152,2.196820,4.567141,0.000000,0.831423,0.333333,0.009409,1.889088,2,0.355878,0.226125,0.311992,-1.199796
57,-3,-25,-2,planar,planar,15,1.189373,-0.503091,-1.559887,2.088742,1.657011,0.000000,0.009557,0.333333,0.051357,0.779569,2,0.233456,0.139055,0.071960,-1.305336
58,16,-16,-7,planar,planar,25,1.629608,0.081200,-2.056466,2.575040,1.604088,0.000000,0.009358,0.333333,0.067435,0.779300,1,0.000000,0.000000,0.089699,-1.316609
59,3,7,6,planar,planar,30,-0.616217,0.069896,-1.836547,2.203438,3.237134,0.000000,0.281224,0.666667,0.090871,1.512986,3,0.322225,0.487543,0.461165,-1.349172
60,16,-3,-3,planar,planar,17,1.677038,-0.039228,-1.758935,2.240324,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1,0.000000,0.000000,0.008889,-1.361449
61,-6,14,3,linear,linear,16,-0.504389,-0.049380,-0.677505,1.793509,1.656165,0.000000,0.004646,0.333333,0.046518,0.772939,1,0.000000,0.000000,0.064322,-1.368618
62,6,4,6,planar,planar,16,-1.370420,0.303103,-1.840838,2.228171,3.767106,0.000000,0.418908,0.666667,0.070782,1.698859,2,0.408207,0.273531,0.445795,-1.369222
63,2,0,-3,planar,planar,464,1.821990,0.284089,-1.769188,2.245507,0.530631,0.000000,0.000403,0.405859,0.270310,0.713656,1,0.000000,0.000000,0.162708,-1.377984
64,15,-18,-5,planar,planar,16,1.597087,0.114408,-1.928624,2.243322,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1,0.934698,0.000000,0.175139,-1.460452
65,13,-1,-5,planar,planar,35,1.571964,-0.130140,-1.716015,2.245591,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1,0.983750,0.000000,0.175139,-1.519782
66,8,-8,6,planar,planar,64,2.299852,-0.457932,-2.226732,3.287943,2.115415,0.000000,0.244223,0.787879,0.320668,1.463035,2,0.753969,0.216389,0.495393,-1.557340
67,-4,-13,8,planar,planar,19,1.557408,-0.016143,-2.260729,3.288166,2.394421,0.000000,0.077472,0.666667,0.138579,1.237921,2,0.214636,0.131866,0.177953,-1.613210
68,-7,2,5,planar,planar,81,-2.447686,0.511981,-1.367827,2.107415,3.793037,0.000000,0.410956,0.666667,0.054545,1.688124,2,0.315038,0.271316,0.437067,-1.617910
69,5,5,-3,planar,planar,218,1.346225,-0.093975,-1.910484,2.259154,1.233752,0.000000,0.326156,0.591848,0.370136,1.224677,2,0.765449,0.246114,0.495862,-1.683636
70,-2,11,3,planar,planar,72,2.269657,0.278856,-2.085666,2.715833,0.545533,0.000000,0.000988,0.470588,0.321103,0.785647,1,0.767794,0.000000,0.325427,-1.707454
71,-14,-16,4,planar,planar,30,1.335300,-0.639316,-1.843729,2.231735,1.600203,0.000000,0.001924,0.333333,0.060910,0.769264,1,0.000000,0.000000,0.089105,-1.779277
72,-15,-15,4,planar,planar,18,-0.387854,-0.029355,-1.411241,1.942654,1.662921,0.000000,0.008133,0.333333,0.048060,0.777646,1,0.000000,0.000000,0.134234,-2.108182
73,-5,3,5,planar,planar,131,1.352537,-0.462551,-1.948758,2.340057,1.290008,0.000000,0.227373,0.375661,0.246803,0.986848,3,0.333706,0.627722,0.494300,-2.108820
74,-6,2,5,planar,planar,110,1.445552,-0.133929,-1.550792,2.027178,0.106686,0.000000,0.197276,0.219689,0.306645,0.641313,3,0.385538,0.684496,0.466444,-2.159661
75,-4,-24,-1,planar,planar,24,-1.544613,0.383830,-1.913015,2.242108,3.153784,0.000000,0.437837,0.333333,0.035564,1.357747,3,0.115982,0.252899,0.238978,-2.162122
76,-4,8,-1,planar,planar,35,-0.164220,-0.535760,-1.773826,1.913017,2.133342,0.000000,0.332287,0.481013,0.185409,1.244368,2,0.762392,0.296521,0.538340,-2.253481
77,5,-5,7,linear,linear,81,-3.066311,0.600501,-0.505161,1.766167,2.367085,0.000000,0.014280,0.666667,0.081367,1.152612,1,0.279508,0.000000,0.207863,-2.370052
78,17,-16,-4,planar,planar,34,1.025341,-0.273627,-2.099080,2.724319,1.570895,0.000000,0.001456,0.333333,0.069442,0.768632,1,0.000000,0.000000,0.089067,-2.500790
79,-6,1,5,planar,planar,58,1.840294,-0.182615,-2.130086,3.139845,1.110500,0.000000,0.115175,0.512821,0.301581,0.986255,3,0.364661,0.691633,0.552562,-2.501752
80,10,-4,6,planar,planar,57,2.075971,0.639576,-1.755924,2.243888,-1.265855,0.000000,0.021988,0.059965,0.411784,0.228978,1,0.809163,0.000000,0.191617,-2.550119
81,6,0,-4,planar,planar,77,1.917709,0.289361,-1.733638,2.249024,-0.831747,0.000000,0.007433,0.235933,0.411995,0.402895,1,0.000000,0.000000,0.043769,-2.607339
82,0,-14,7,planar,planar,22,1.063656,-0.487885,-1.657606,2.213967,0.629374,0.000000,0.036126,0.368421,0.245346,0.720699,1,0.000000,0.000000,0.100774,-2.666428
83,8,3,-4,planar,planar,113,-3.259535,1.275213,-1.571240,2.154190,2.920656,0.000000,0.182320,0.666667,0.085540,1.379465,2,0.840988,0.229195,0.476174,-2.789096
84,-2,9,2,planar,planar,45,-0.890220,0.039039,-1.464875,1.823974,1.322559,0.000000,0.172467,0.394366,0.195597,0.933300,2,0.550626,0.290291,0.415413,-2.817470
85,2,8,3,planar,planar,156,0.205970,-0.413779,-2.085676,2.701090,2.174967,0.000000,0.011042,0.666667,0.137118,1.148240,1,0.413538,0.000000,0.278781,-2.819608
86,-8,-21,0,planar,planar,22,1.475803,-0.469382,-1.783839,2.187848,0.092610,0.000000,0.062011,0.045045,0.202220,0.399930,2,0.053839,0.088609,0.032101,-2.872656
87,-7,-10,9,planar,planar,15,0.241362,-0.047798,-1.606093,2.234023,0.739721,0.000000,0.016974,0.427083,0.241142,0.759373,1,0.293108,0.000000,0.105063,-2.906832
88,2,6,3,planar,planar,28,-4.561426,1.516365,-1.590790,2.054574,3.742063,0.000000,0.475097,0.907692,0.161296,1.906509,2,0.405110,0.261385,0.474901,-2.948362
89,6,-22,3,linear,linear,15,-2.132675,0.529818,-0.656010,1.789220,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0,0.000000,0.000000,0.128889,-3.048087
90,11,-2,1,linear,linear,21,-5.449292,0.950596,-0.324704,1.721345,3.479532,0.000000,0.516765,0.333333,0.017297,1.464299,4,0.629761,0.755049,0.809324,-3.065214
91,14,-2,-6,linear,linear,21,-2.329762,0.614978,-0.642541,1.796411,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1,0.000000,0.000000,0.008889,-3.153736
92,3,5,6,linear,linear,29,-5.815498,1.412327,-0.317297,1.764440,3.287780,0.000000,0.660305,0.344086,0.054970,1.536573,2,0.446533,0.338715,0.442125,-3.197127
93,-6,-1,5,planar,planar,35,-4.923644,1.319907,-1.221930,1.868140,3.493671,0.000000,0.682990,0.400000,0.062489,1.628703,4,0.499198,0.794134,0.845846,-3.200136
94,3,6,7,linear,linear,17,-4.190121,1.432978,-0.473801,1.782907,1.730521,0.000000,0.019605,0.333333,0.039174,0.793134,2,0.499370,0.261891,0.208027,-3.283331
95,-3,-12,8,linear,linear,17,-4.330850,0.636870,-0.534827,1.793710,2.704438,0.000000,0.107833,0.666667,0.074718,1.278908,1,0.192748,0.000000,0.229559,-3.318079
96,-13,-17,2,planar,planar,36,0.591406,-0.242082,-1.875849,2.218915,0.403940,0.000000,0.031054,0.333333,0.279754,0.675256,1,0.125667,0.000000,0.141719,-3.341501
97,9,-6,6,planar,planar,57,2.053790,0.245977,-2.013236,2.453751,-1.204980,0.000000,0.048283,0.109374,0.462168,0.318827,1,0.800655,0.000000,0.181608,-3.372201
98,8,3,4,planar,planar,62,0.172924,-0.072561,-2.118932,3.039433,1.633112,0.000000,0.021044,0.333333,0.070640,0.795076,2,0.426630,0.324432,0.315681,-3.424890
99,7,-9,6,planar,planar,64,2.364286,-0.509716,-2.244236,3.273606,0.199322,0.000000,0.200736,0.537010,0.511776,0.995038,2,0.732325,0.197343,0.385596,-3.463950
100,-2,-9,8,planar,planar,87,2.429004,0.165444,-2.432861,3.704082,0.039004,0.000000,0.001915,0.350649,0.376434,0.654966,1,0.219726,0.000000,0.080268,-3.503490
101,17,-15,-6,planar,planar,35,1.929355,-0.430930,-2.078464,2.671502,-0.290959,0.000000,0.010392,0.024390,0.249161,0.307525,1,0.000000,0.000000,0.061110,-3.542500
102,5,4,6,linear,linear,22,-5.348023,1.728419,-0.273763,1.753866,2.082034,0.000000,0.313098,0.393162,0.106934,1.121828,3,0.402802,0.577291,0.526922,-3.565200
103,6,5,4,planar,planar,153,-0.596647,0.046377,-1.604545,2.196525,0.720958,0.000000,0.034282,0.395280,0.237979,0.747755,2,0.357481,0.270244,0.240703,-3.630381
104,15,-2,-1,linear,linear,18,-3.837324,1.005974,-0.678032,1.797391,1.646553,0.000000,0.001885,0.333333,0.046608,0.769211,1,0.000000,0.000000,0.089101,-3.660220
105,-3,7,-1,planar,planar,58,0.148805,-0.164814,-1.962707,2.333531,0.614613,0.000000,0.388603,0.173561,0.310014,0.848864,1,0.691315,0.000000,0.423687,-3.697635
106,-22,-10,3,planar,planar,21,-1.156577,0.164613,-1.509968,2.239909,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1,0.000000,0.000000,0.008889,-3.741841
107,19,-13,-5,planar,planar,33,1.854840,0.253094,-2.263892,3.286337,-0.301851,0.000000,0.000651,0.060606,0.273040,0.334212,1,0.000000,0.000000,0.024528,-3.744147
108,-7,1,5,planar,planar,41,-4.107251,1.180504,-1.355061,1.671785,2.147042,0.000000,0.352654,0.411348,0.143397,1.195232,3,0.394541,0.681563,0.642331,-3.806552
109,10,2,3,planar,planar,36,-0.622244,-0.112957,-1.935813,2.190700,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2,0.370680,0.273033,0.153776,-3.861714
110,12,0,-3,linear,linear,27,-3.689828,0.307874,-0.405760,1.799027,1.679622,0.000000,0.002719,0.333333,0.037299,0.770338,1,0.960223,0.000000,0.324168,-3.907119
111,9,2,1,planar,planar,38,-6.604545,1.308847,-1.420682,1.208606,3.998753,0.000000,0.290491,1.000000,0.109740,1.892163,1,0.499501,0.000000,0.491136,-3.926233
112,20,-12,-4,planar,planar,16,-1.113666,0.251840,-1.881306,2.234350,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1,0.000000,0.000000,0.008889,-3.977483
113,2,8,2,planar,planar,173,1.257094,-0.010441,-1.945462,2.245923,-1.188689,0.000000,0.004000,0.174090,0.465929,0.330232,1,0.587256,0.000000,0.147362,-4.133422
114,-6,-1,-1,planar,planar,95,0.788132,-0.322634,-1.542568,2.246836,-0.829491,0.000000,0.000899,0.192337,0.367626,0.346117,1,0.000000,0.000000,0.051880,-4.153398
115,16,-17,-4,planar,planar,16,0.083067,0.210866,-2.397278,3.677188,1.593721,0.000000,0.017275,0.333333,0.078846,0.789987,1,0.000000,0.000000,0.083096,-4.186814
116,4,-7,-4,planar,planar,47,0.975953,-0.363378,-1.822523,2.243529,-0.755119,0.000000,0.011413,0.283231,0.432571,0.460294,1,0.000000,0.000000,0.040069,-4.208596
117,11,1,3,planar,planar,30,-1.884104,0.464845,-1.683179,2.114049,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,2,0.466825,0.366155,0.194919,-4.216487
118,-11,-18,2,planar,planar,29,-0.791228,0.074853,-2.199418,3.284646,1.911564,0.000000,0.100220,0.333333,0.067183,0.901963,1,0.251446,0.000000,0.166486,-4.288874
119,7,2,5,planar,planar,22,-6.608891,1.790207,-1.215817,1.444326,3.167022,0.000000,0.418369,0.748148,0.144322,1.654427,2,0.414208,0.385504,0.580780,-4.311805
120,11,-10,5,planar,planar,26,-1.926422,0.011849,-1.777957,2.240495,1.608920,0.000000,0.002237,0.333333,0.058553,0.769686,2,0.189606,0.203954,0.099821,-4.324105
121,-7,-1,5,linear,linear,16,-8.310038,1.777638,-0.279831,1.799977,4.284018,0.000000,0.533636,0.666667,0.030873,1.853742,4,0.463267,0.825570,0.866356,-4.328189
122,-13,-17,3,planar,planar,31,-0.950730,0.289640,-1.527485,2.225035,0.032290,0.000000,0.015792,0.053763,0.180161,0.347126,1,0.087068,0.000000,0.069010,-4.381320
123,4,4,5,linear,linear,91,-4.545765,0.582728,-0.409559,1.777300,1.758797,0.000000,0.453480,0.020408,0.075227,0.901313,2,0.419507,0.359812,0.385278,-4.391100
124,-8,-21,1,planar,planar,16,-2.720636,0.442729,-1.556707,2.239392,1.658967,0.000000,0.009483,0.333333,0.050679,0.779469,1,0.000000,0.000000,0.070959,-4.415039
125,11,-2,6,planar,planar,48,1.987432,0.072491,-2.214973,3.147316,-1.122257,0.000000,0.008577,0.269606,0.531063,0.441479,1,0.721753,0.000000,0.174906,-4.424624
126,12,-12,-1,linear,linear,21,-3.830767,0.605138,-0.445178,1.793285,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,1,0.000000,0.000000,0.008889,-4.464093
127,-6,-8,9,planar,planar,25,-1.496844,0.075414,-1.679860,2.239471,0.822716,0.000000,0.097085,0.347826,0.231734,0.780340,1,0.365258,0.000000,0.102520,-4.518046
128,9,2,-4,planar,planar,122,-3.628046,0.377615,-2.126300,2.815454,3.524897,0.000000,0.365129,0.666667,0.089461,1.626258,1,0.698436,0.000000,0.533939,-4.667289
129,0,-8,-3,planar,planar,55,0.709393,-0.219163,-1.881810,2.248740,-1.050287,0.000000,0.000242,0.212196,0.451686,0.367076,1,0.000000,0.000000,0.043657,-4.690608
130,-7,-4,-1,planar,planar,75,1.909592,0.538354,-2.325469,3.497634,-1.328915,0.000000,0.008636,0.224851,0.556841,0.392328,1,0.000000,0.000000,0.031096,-4.704072
131,-3,-25,-1,planar,planar,16,-3.272573,0.628426,-1.518101,2.237805,1.663399,0.000000,0.009557,0.333333,0.049392,0.779569,3,0.168157,0.419288,0.173915,-4.736655
132,3,-7,7,linear,linear,69,-6.048170,1.257064,-0.527984,1.780353,2.312419,0.000000,0.000286,0.666667,0.083655,1.133720,1,0.198518,0.000000,0.203591,-4.787024
133,-4,7,-1,planar,planar,44,1.279639,-0.108580,-2.074443,2.639636,-1.291807,0.000000,0.017034,0.150398,0.491146,0.321767,1,0.789043,0.000000,0.184744,-4.834827
134,-3,-11,8,planar,planar,29,0.974675,-0.204914,-2.095470,2.770766,-0.824415,0.000000,0.022386,0.320598,0.496906,0.516212,1,0.182568,0.000000,0.044436,-4.920890
135,-4,-7,-2,planar,planar,67,0.396083,-0.311951,-1.804764,2.248094,-1.004159,0.000000,0.000210,0.206551,0.432682,0.360823,1,0.000000,0.000000,0.045216,-4.972884
136,1,9,3,planar,planar,141,-1.293717,0.166757,-2.060890,2.621518,0.822067,0.000000,0.012769,0.547325,0.313181,0.885963,1,0.549944,0.000000,0.288913,-4.987302
137,-5,13,0,planar,planar,21,-0.078296,0.207024,-2.450659,3.728822,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0,0.000000,0.000000,0.129320,-5.050753
138,8,1,1,planar,planar,43,-4.874218,1.286745,-1.544556,2.186493,2.252450,0.000000,0.000829,0.666667,0.102671,1.134452,1,0.482119,0.000000,0.332832,-5.066073
139,7,4,-1,planar,planar,201,0.340958,-0.340783,-2.007251,2.409361,-0.665452,0.000000,0.001070,0.387546,0.482507,0.561078,1,0.757587,0.000000,0.242240,-5.081890
140,0,-13,7,planar,planar,29,-0.767012,0.309926,-1.662882,2.228216,-0.765839,0.000000,0.014848,0.228856,0.393427,0.405119,1,0.105147,0.000000,0.021042,-5.114023
141,4,6,-2,planar,planar,251,-0.992218,-0.091726,-2.042606,2.536140,0.488723,0.000000,0.043197,0.373333,0.300124,0.735650,2,0.751179,0.215689,0.313460,-5.173966
142,3,7,0,planar,planar,230,0.798604,-0.262745,-2.038868,2.518434,-1.184309,0.000000,0.001994,0.206480,0.489905,0.363153,1,0.767963,0.000000,0.196440,-5.205752
143,-8,-3,5,linear,linear,22,-5.784881,1.752136,-0.434138,1.771743,1.000000,0.000000,0.000000,0.000000,0.000000,0.400000,4,0.575107,0.758930,0.543549,-5.238627
144,-4,-8,-2,planar,planar,47,1.455064,0.019899,-2.234997,3.189701,-1.312108,0.000000,0.015253,0.192499,0.531167,0.365674,1,0.000000,0.000000,0.008878,-5.261842
145,5,-3,-4,planar,planar,83,0.753999,-0.215878,-2.083316,2.669255,-1.097847,0.000000,0.001314,0.252053,0.501157,0.412366,1,0.000000,0.000000,0.045891,-5.312296
146,2,8,1,planar,planar,183,-1.322753,-0.165834,-1.967641,2.270987,0.401704,0.000000,0.000072,0.396334,0.301577,0.702732,1,0.654909,0.000000,0.303300,-5.325511
147,10,2,1,linear,linear,35,-7.354144,1.427119,-0.520005,1.726362,2.843706,0.000000,0.146771,0.666667,0.072301,1.331474,1,0.406748,0.000000,0.331945,-5.329686
