rank,vx,vy,vz,label,num_points,gaussian_center_advantage,shell_center_penalty,ranking_adjustment,morphology_filter_penalty,total_score
0,5,-4,-2,corner_like,135,2.831631,0.379674,0.000000,0.000000,3.211304
1,-9,-10,10,planar,26,2.636636,0.264569,0.000000,0.000000,2.901205
2,-8,-10,10,planar,36,2.501399,0.110118,0.000000,0.000000,2.611517
3,5,-5,-2,volumetric,88,2.625971,-0.046633,0.000000,0.000000,2.579337
4,7,3,-2,corner_like,72,2.697826,-0.124000,0.000000,0.000000,2.573826
5,-10,5,10,planar,29,2.475242,0.072794,0.000000,0.000000,2.548037
6,5,-3,-2,corner_like,138,2.414975,0.116827,0.000000,0.000000,2.531802
7,-6,-10,10,planar,38,2.536938,-0.057947,0.000000,0.000000,2.478991
8,-9,12,10,planar,17,2.028340,0.291431,0.000000,0.000000,2.319771
9,3,-6,5,planar,54,2.248237,-0.112274,0.000000,0.000000,2.135962
10,6,18,1,planar,21,2.228395,-0.141000,0.000000,0.000000,2.087395
11,6,-4,-2,planar,41,2.101778,-0.042778,0.000000,0.000000,2.059000
12,-11,4,10,planar,35,2.121766,-0.084239,0.000000,0.000000,2.037528
13,3,-5,5,planar,58,1.911535,0.037896,0.000000,0.000000,1.949431
14,6,-13,0,planar,23,1.874387,-0.114764,0.000000,0.000000,1.759623
15,5,-1,-1,corner_like,240,1.981447,-0.247003,0.000000,0.000000,1.734443
16,3,-9,5,planar,28,1.800962,-0.092891,0.000000,0.000000,1.708072
17,-2,14,8,planar,38,1.707357,-0.026940,0.000000,0.000000,1.680416
18,4,-13,5,planar,28,1.933198,-0.275073,0.000000,0.000000,1.658125
19,4,-9,5,planar,26,2.010481,-0.355525,0.000000,0.000000,1.654956
20,-7,11,10,linear,15,1.555266,0.063074,0.000000,0.000000,1.618340
21,-10,4,10,planar,34,1.682239,-0.076305,0.000000,0.000000,1.605934
22,7,-4,2,planar,70,2.043184,-0.476566,0.000000,0.000000,1.566618
23,-8,11,10,planar,20,1.775752,-0.291014,0.000000,0.000000,1.484738
24,-5,-10,10,planar,39,1.711591,-0.278199,0.000000,0.000000,1.433392
25,6,-13,-1,planar,24,1.492863,-0.129326,0.000000,0.000000,1.363536
26,6,17,0,planar,23,1.825062,-0.476708,0.000000,0.000000,1.348353
27,-7,8,10,planar,24,1.911096,-0.621968,0.000000,0.000000,1.289127
28,-12,8,10,planar,18,1.476666,-0.215154,0.000000,0.000000,1.261512
29,8,13,-1,planar,25,1.833951,-0.578637,0.000000,0.000000,1.255314
30,3,-8,5,planar,42,1.500004,-0.281301,0.000000,0.000000,1.218702
31,7,-2,2,planar,45,1.643252,-0.436093,0.000000,0.000000,1.207159
32,3,-10,5,planar,44,1.917134,-0.727309,0.000000,0.000000,1.189824
33,-12,4,10,planar,32,1.569191,-0.392809,0.000000,0.000000,1.176382
34,4,-8,5,planar,41,1.639161,-0.505347,0.000000,0.000000,1.133814
35,-7,13,10,planar,16,1.715979,-0.593261,0.000000,0.000000,1.122717
36,7,-2,5,corner_like,80,1.424026,-0.314075,0.000000,0.000000,1.109951
37,1,-10,5,corner_like,91,1.444110,-0.371273,0.000000,0.000000,1.072836
38,-4,10,10,planar,41,1.568934,-0.497088,0.000000,0.000000,1.071845
39,-7,-10,10,planar,34,1.406872,-0.378101,0.000000,0.000000,1.028771
40,-11,3,10,planar,45,1.075359,-0.052283,0.000000,0.000000,1.023076
41,2,0,-2,corner_like,1132,1.359549,-0.445520,0.000000,0.000000,0.914030
42,8,13,0,planar,17,1.544464,-0.710229,0.000000,0.000000,0.834235
43,-13,5,10,planar,23,1.535336,-0.703682,0.000000,0.000000,0.831654
44,-9,8,10,planar,21,1.300355,-0.485783,0.000000,0.000000,0.814572
45,-3,14,4,planar,50,1.137105,-0.357823,0.000000,0.000000,0.779283
