vx,vy,vz,center_x,center_y,center_z,num_points,label,eig1,eig2,eig3,linearity,planarity,scattering,anisotropy,omnivariance,gaussian_avg_mahalanobis2,gaussian_center_mahalanobis2,gaussian_avg_euclidean,gaussian_center_advantage,shell_avg_residual,shell_center_residual,shell_avg_radius,shell_center_penalty,occupied_face_count,occupied_face_ratio,opposite_face_pair_ratio,normal_variation,occupancy_asymmetry,planar_context_penalty,corner_context_bonus
-3,-3,-2,-2.500000,-2.500000,-1.500000,396,planar,0.086810,0.080335,0.000026,0.074584,0.925121,0.000296,0.999704,0.005635,1.996278,29.091752,0.381659,-27.095473,0.297219,2.578794,1.002711,2.281575,4,0.666667,0.666667,0.000061,0.223054,0.634112,0.378774
-3,-2,-2,-2.500000,-1.500000,-1.500000,194,linear,0.064956,0.014270,0.000074,0.780316,0.218552,0.001132,0.998868,0.004084,1.977571,38.686925,0.249614,-36.709354,0.327749,4.298497,1.046975,3.970748,2,0.333333,0.000000,0.000919,0.666667,0.090055,1.134574
-3,2,-2,-2.500000,2.500000,-1.500000,298,planar,0.101681,0.045148,0.000036,0.555985,0.443657,0.000359,0.999641,0.005513,1.997073,43.713891,0.353118,-41.716819,0.321488,3.595178,1.010493,3.273690,3,0.500000,0.333333,0.000535,0.637550,0.271112,0.968693
-3,3,-2,-2.500000,3.500000,-1.500000,229,planar,0.091165,0.076653,0.000031,0.159187,0.840473,0.000341,0.999659,0.006009,1.997619,47.054773,0.385327,-45.057154,0.262236,3.496085,0.979056,3.233849,4,0.666667,0.666667,0.000046,0.249657,0.597431,0.408018
-3,4,-2,-2.500000,4.500000,-1.500000,137,planar,0.108507,0.059756,0.000021,0.449286,0.550520,0.000194,0.999806,0.005147,1.980438,51.005381,0.377925,-49.024943,0.306864,3.652042,1.003935,3.345178,4,0.666667,0.666667,0.000025,0.245342,0.471835,0.403244
-3,5,-2,-2.500000,5.500000,-1.500000,89,planar,0.079796,0.062591,0.000029,0.215613,0.784024,0.000363,0.999637,0.005250,1.977578,53.401313,0.364705,-51.423735,0.210511,3.979521,1.075828,3.769010,4,0.666667,0.666667,0.006371,0.222089,0.569342,0.386231
-3,6,-2,-2.500000,6.500000,-1.500000,48,linear,0.089043,0.000999,0.000002,0.988785,0.011196,0.000019,0.999981,0.000534,1.459213,83.250380,0.259237,-81.791167,0.430984,6.750284,0.978232,6.319301,4,0.666667,0.666667,0.020464,0.132390,0.233306,0.306589
-3,7,-2,-2.500000,7.500000,-1.500000,44,planar,0.085260,0.033913,0.000078,0.602239,0.396848,0.000914,0.999086,0.006084,1.985847,54.356353,0.289158,-52.370506,0.652632,6.812377,1.474146,6.159745,4,0.666667,0.666667,0.013254,0.090535,0.399719,0.250814
-3,7,8,-2.500000,7.500000,8.500000,34,linear,0.082048,0.000716,0.000011,0.991279,0.008592,0.000129,0.999871,0.000853,1.373873,107.756590,0.241261,-106.382717,0.283802,6.197292,1.011759,5.913490,2,0.333333,0.000000,0.344884,0.666667,0.042702,1.598926
-3,8,-2,-2.500000,8.500000,-1.500000,33,linear,0.074929,0.006730,0.000001,0.910187,0.089805,0.000008,0.999992,0.000669,1.801747,112.740982,0.249095,-110.939236,0.394221,7.727304,0.971247,7.333083,3,0.500000,0.333333,0.007992,0.425121,0.172170,0.745089
-3,8,8,-2.500000,8.500000,8.500000,58,planar,0.120926,0.044282,0.000732,0.633807,0.360138,0.006054,0.993946,0.015768,2.351135,9.287885,0.380810,-6.936750,0.460245,1.718454,1.359838,1.258209,4,0.666667,0.666667,0.118410,0.150384,0.342040,0.458609
-3,9,-2,-2.500000,9.500000,-1.500000,25,linear,0.089638,0.006897,0.000000,0.923057,0.076941,0.000002,0.999998,0.000483,1.788017,70.942532,0.285649,-69.154515,0.296746,4.872713,1.059649,4.575967,3,0.500000,0.333333,0.000221,0.363636,0.169967,0.666966
-3,9,8,-2.500000,9.500000,8.500000,54,planar,0.124154,0.077929,0.000960,0.372318,0.619946,0.007736,0.992264,0.021024,2.423534,12.483432,0.437192,-10.059897,0.481809,1.980477,1.456169,1.498667,4,0.666667,0.666667,0.005576,0.201587,0.497383,0.362607
-3,10,8,-2.500000,10.500000,8.500000,47,planar,0.108428,0.080216,0.000449,0.260191,0.735669,0.004139,0.995861,0.015745,2.239630,16.278098,0.419112,-14.038468,0.491920,2.247005,1.449925,1.755085,3,0.500000,0.333333,0.012070,0.358974,0.347122,0.677833
-3,11,3,-2.500000,11.500000,3.500000,64,planar,0.085858,0.054857,0.003233,0.361077,0.601272,0.037652,0.962348,0.024785,2.691606,1.383933,0.353783,1.307673,0.650627,0.422335,1.648045,-0.228292,2,0.333333,0.333333,0.018849,0.065476,0.237978,0.364136
-3,11,6,-2.500000,11.500000,6.500000,38,corner_like,0.109317,0.037464,0.019395,0.657288,0.165289,0.177423,0.822577,0.042987,2.839172,8.302859,0.376087,-5.463686,0.541959,1.362366,1.466526,0.820407,1,0.166667,0.000000,0.068476,0.333333,0.033758,0.859110
-3,18,-2,-2.500000,18.500000,-1.500000,35,planar,0.088937,0.059640,0.000112,0.329410,0.669329,0.001261,0.998739,0.008411,2.014026,42.737486,0.357508,-40.723460,0.373057,3.790685,1.306395,3.417628,3,0.500000,0.333333,0.028161,0.333333,0.324074,0.671351
-3,18,-1,-2.500000,18.500000,-0.500000,36,planar,0.089385,0.045754,0.001694,0.488118,0.492932,0.018950,0.981050,0.019063,2.524208,21.004248,0.349123,-18.480040,1.041241,3.421405,2.041241,2.380164,4,0.666667,0.666667,0.034876,0.004831,0.427083,0.185729
-3,18,0,-2.500000,18.500000,0.500000,35,planar,0.086073,0.045786,0.000064,0.468054,0.531201,0.000746,0.999254,0.006324,1.969526,7.491109,0.342899,-5.521584,0.566094,0.834718,1.562327,0.268624,4,0.666667,0.666667,0.018434,0.039810,0.454805,0.202010
-3,18,1,-2.500000,18.500000,1.500000,32,planar,0.100403,0.043354,0.000295,0.568199,0.428863,0.002938,0.997062,0.010869,2.126783,6.759003,0.356646,-4.632220,0.698674,1.168583,1.692478,0.469910,4,0.666667,0.666667,0.015263,0.067611,0.412101,0.228311
-3,18,2,-2.500000,18.500000,2.500000,24,planar,0.094326,0.036899,0.000092,0.608815,0.390209,0.000976,0.999024,0.006843,1.962105,5.334381,0.329809,-3.372276,0.447343,1.101652,1.225776,0.654308,4,0.666667,0.666667,0.010872,0.107480,0.397824,0.266238
-3,18,3,-2.500000,18.500000,3.500000,22,planar,0.066598,0.036543,0.000064,0.451282,0.547756,0.000962,0.999038,0.005383,1.927036,12.026425,0.299962,-10.099389,0.232625,2.036278,1.167581,1.803653,2,0.333333,0.000000,0.012569,0.666667,0.127753,1.150301
-2,-13,4,-1.500000,-12.500000,4.500000,32,planar,0.092759,0.055353,0.000273,0.403262,0.593793,0.002946,0.997054,0.011195,2.117868,106.095661,0.367227,-103.977793,0.379932,6.590700,1.224103,6.210767,2,0.333333,0.333333,0.068785,0.172043,0.228127,0.548773
-2,-11,4,-1.500000,-10.500000,4.500000,38,planar,0.064281,0.050456,0.000782,0.215084,0.772759,0.012158,0.987842,0.013635,2.340665,72.374897,0.316548,-70.034232,0.453683,6.512364,1.355012,6.058681,3,0.500000,0.333333,0.110913,0.418301,0.320441,0.876530
-2,-11,8,-1.500000,-10.500000,8.500000,36,planar,0.079740,0.036170,0.000417,0.546404,0.448361,0.005236,0.994764,0.010639,2.192589,0.006524,0.321383,2.186065,0.490032,0.902515,1.434009,0.412483,2,0.333333,0.333333,0.023101,0.049383,0.208275,0.352174
-2,-10,4,-1.500000,-9.500000,4.500000,29,linear,0.074411,0.001984,0.000002,0.973334,0.026641,0.000025,0.999975,0.000651,1.596491,68.818795,0.230062,-67.222304,0.480732,5.987902,0.966768,5.507170,3,0.500000,0.333333,0.138473,0.354167,0.134489,0.843189
-2,-10,6,-1.500000,-9.500000,6.500000,32,linear,0.081000,0.000118,0.000002,0.998540,0.001441,0.000019,0.999981,0.000243,1.060828,107.919073,0.242597,-106.858245,0.376153,8.664631,0.750039,8.288477,2,0.333333,0.000000,0.263982,0.666667,0.047353,1.489709
-2,-10,7,-1.500000,-9.500000,7.500000,33,linear,0.083724,0.000154,0.000005,0.998162,0.001782,0.000056,0.999944,0.000393,1.092147,125.380090,0.248220,-124.287943,0.308643,9.201699,0.789534,8.893057,3,0.500000,0.333333,0.349795,0.425121,0.097033,1.206523
-2,-9,-2,-1.500000,-8.500000,-1.500000,32,linear,0.090260,0.006096,0.000000,0.932465,0.067530,0.000005,0.999995,0.000617,1.790771,3.390950,0.277115,-1.600179,0.338811,0.680707,1.034344,0.341896,3,0.500000,0.333333,0.000215,0.375000,0.167369,0.679457
-2,-8,-2,-1.500000,-7.500000,-1.500000,40,linear,0.093524,0.002251,0.000001,0.975934,0.024058,0.000008,0.999992,0.000546,1.640509,5.858263,0.269706,-4.217754,0.421992,1.288427,1.092363,0.866435,4,0.666667,0.666667,0.004935,0.204315,0.242554,0.364743
-2,-8,3,-1.500000,-7.500000,3.500000,40,linear,0.056885,0.013193,0.000859,0.768078,0.216823,0.015098,0.984902,0.008638,2.314948,126.096517,0.236863,-123.781570,0.403473,6.627385,1.074237,6.223912,3,0.500000,0.333333,0.088487,0.362963,0.188138,0.785383
-2,-8,4,-1.500000,-7.500000,4.500000,20,planar,0.065149,0.021179,0.000646,0.674908,0.315174,0.009918,0.990082,0.009625,2.215703,13.426100,0.212392,-11.210397,0.657872,6.443467,1.520681,5.785595,1,0.166667,0.000000,0.139953,0.333333,0.043470,0.955603
-2,-8,7,-1.500000,-7.500000,7.500000,18,planar,0.130719,0.076727,0.002146,0.413036,0.570544,0.016420,0.983580,0.027819,2.513846,48.431138,0.425128,-45.917291,0.577314,4.346563,1.507982,3.769249,1,0.166667,0.000000,0.025751,0.333333,0.063863,0.801431
-2,-7,-2,-1.500000,-6.500000,-1.500000,95,planar,0.128778,0.084718,0.000044,0.342139,0.657516,0.000345,0.999655,0.007855,2.001871,8.384597,0.452364,-6.382726,0.511610,1.143648,1.508778,0.632038,4,0.666667,0.666667,0.004766,0.206349,0.515707,0.366752
-2,-6,-2,-1.500000,-5.500000,-1.500000,72,planar,0.085118,0.042987,0.000046,0.494969,0.504489,0.000542,0.999458,0.005527,1.981847,9.163218,0.314481,-7.181371,0.450849,1.260471,1.057281,0.809623,4,0.666667,0.666667,0.000078,0.132044,0.451784,0.278686
-2,-5,-2,-1.500000,-4.500000,-1.500000,194,planar,0.106196,0.081545,0.000028,0.232136,0.767603,0.000262,0.999738,0.006222,1.995279,9.957920,0.403435,-7.962641,0.322893,1.079946,1.064522,0.757053,4,0.666667,0.666667,0.000067,0.227488,0.565862,0.383661
-2,-4,-2,-1.500000,-3.500000,-1.500000,322,planar,0.087322,0.070567,0.000025,0.191880,0.807836,0.000284,0.999716,0.005348,1.992717,12.130117,0.372504,-10.137400,0.262949,1.375034,0.985329,1.112086,4,0.666667,0.666667,0.000025,0.286176,0.583315,0.448160
-2,-3,-2,-1.500000,-2.500000,-1.500000,644,planar,0.082216,0.081190,0.000028,0.012487,0.987170,0.000343,0.999657,0.005732,2.000140,13.995303,0.377956,-11.995163,0.301741,1.536153,1.003728,1.234412,4,0.666667,0.666667,0.000301,0.302133,0.660828,0.466087
-2,-2,-2,-1.500000,-1.500000,-1.500000,1018,planar,0.082967,0.056378,0.000316,0.320473,0.675714,0.003813,0.996187,0.011395,2.208802,9.935288,0.347669,-7.726486,0.399124,1.559726,1.219863,1.160602,3,0.500000,0.333333,0.001653,0.558528,0.334295,0.883280
-2,1,-2,-1.500000,1.500000,-1.500000,632,planar,0.082499,0.028109,0.000055,0.659287,0.340043,0.000670,0.999330,0.005041,2.002848,23.915212,0.299880,-21.912364,0.350261,2.857840,1.009738,2.507579,2,0.333333,0.000000,0.000171,0.666667,0.104628,1.133564
-2,2,-2,-1.500000,2.500000,-1.500000,635,planar,0.086580,0.076842,0.000028,0.112467,0.887207,0.000326,0.999674,0.005726,2.000022,23.950415,0.377648,-21.950394,0.260071,2.290599,0.922771,2.030527,4,0.666667,0.666667,0.000075,0.278204,0.617668,0.439459
-2,3,-2,-1.500000,3.500000,-1.500000,313,planar,0.095993,0.069306,0.000030,0.278014,0.721678,0.000308,0.999692,0.005818,1.997815,27.956646,0.377612,-25.958832,0.264911,2.556415,0.960486,2.291504,4,0.666667,0.666667,0.000015,0.263712,0.545980,0.423436
-2,4,-2,-1.500000,4.500000,-1.500000,184,planar,0.085942,0.074245,0.000023,0.136104,0.863630,0.000266,0.999734,0.005262,1.986672,31.254650,0.375503,-29.267978,0.294541,2.751970,1.048959,2.457429,4,0.666667,0.666667,0.000013,0.232977,0.607503,0.389625
-2,5,-2,-1.500000,5.500000,-1.500000,112,planar,0.086767,0.068862,0.000031,0.206363,0.793281,0.000356,0.999644,0.005695,1.986390,32.759408,0.380384,-30.773018,0.216190,2.691804,1.119916,2.475614,4,0.666667,0.666667,0.008236,0.240710,0.572253,0.409233
-2,6,-2,-1.500000,6.500000,-1.500000,48,linear,0.083906,0.000778,0.000002,0.990733,0.009246,0.000022,0.999978,0.000491,1.397726,41.462849,0.251250,-40.065123,0.329973,3.686675,1.030468,3.356702,4,0.666667,0.666667,0.017964,0.155400,0.233071,0.328525
-2,7,-2,-1.500000,7.500000,-1.500000,44,linear,0.082305,0.015046,0.000058,0.817191,0.182103,0.000706,0.999294,0.004159,1.935574,37.832345,0.262354,-35.896771,0.645102,6.453621,1.223119,5.808519,4,0.666667,0.666667,0.015445,0.109347,0.307260,0.274466
-2,8,-2,-1.500000,8.500000,-1.500000,36,linear,0.091717,0.001603,0.000001,0.982521,0.017471,0.000008,0.999992,0.000469,1.561150,117.119594,0.265927,-115.558444,0.261826,8.507408,0.918686,8.245582,4,0.666667,0.666667,0.014164,0.113293,0.237490,0.277077
-2,8,8,-1.500000,8.500000,8.500000,82,planar,0.119180,0.064843,0.000480,0.455926,0.540045,0.004029,0.995971,0.015482,2.272837,17.227624,0.394376,-14.954786,0.435762,2.369753,1.335319,1.933992,3,0.500000,0.333333,0.004990,0.359788,0.295854,0.669171
-2,9,-2,-1.500000,9.500000,-1.500000,25,linear,0.064913,0.003288,0.000000,0.949342,0.050655,0.000004,0.999996,0.000377,1.681816,61.243235,0.226644,-59.561419,0.405515,5.969011,1.126927,5.563496,3,0.500000,0.333333,0.000334,0.340136,0.162688,0.641267
-2,9,8,-1.500000,9.500000,8.500000,63,planar,0.127263,0.063008,0.000915,0.504901,0.487910,0.007189,0.992811,0.019431,2.415399,12.277714,0.403585,-9.862315,0.559860,2.174906,1.464141,1.615046,4,0.666667,0.666667,0.010692,0.176457,0.438346,0.341870
-2,10,4,-1.500000,10.500000,4.500000,19,linear,0.073130,0.000742,0.000001,0.989859,0.010124,0.000017,0.999983,0.000406,1.339158,182.210317,0.202612,-180.871159,0.426258,9.032832,0.801645,8.606575,1,0.166667,0.000000,0.001321,0.333333,0.032643,0.768450
-2,10,8,-1.500000,10.500000,8.500000,28,planar,0.094780,0.025790,0.000140,0.727896,0.270627,0.001477,0.998523,0.006994,2.000910,14.495386,0.303278,-12.494476,0.429064,2.022627,1.162227,1.593563,4,0.666667,0.666667,0.046503,0.136842,0.333972,0.346639
-2,11,3,-1.500000,11.500000,3.500000,67,planar,0.092374,0.051990,0.000925,0.437177,0.552814,0.010009,0.989991,0.016436,2.414251,6.483241,0.355278,-4.068990,0.565578,1.521206,1.414928,0.955628,2,0.333333,0.333333,0.044159,0.034483,0.224886,0.364212
-2,11,6,-1.500000,11.500000,6.500000,40,planar,0.081128,0.066944,0.000519,0.174825,0.818783,0.006392,0.993608,0.014122,2.256730,63.305373,0.365685,-61.048643,0.399474,4.905885,1.226204,4.506411,3,0.500000,0.333333,0.307064,0.342342,0.259150,1.057780
-2,11,7,-1.500000,11.500000,7.500000,16,linear,0.107563,0.024069,0.000200,0.776238,0.221903,0.001860,0.998140,0.008030,1.985232,3.033431,0.326001,-1.048199,0.370337,0.460432,1.356143,0.090094,3,0.500000,0.333333,0.534007,0.398010,0.097753,1.425386
-2,11,8,-1.500000,11.500000,8.500000,27,linear,0.088924,0.016638,0.000686,0.812900,0.179389,0.007711,0.992289,0.010048,2.252331,72.800858,0.289756,-70.548527,0.477860,6.761266,1.330330,6.283407,3,0.500000,0.000000,0.304943,1.000000,0.088671,1.911674
-2,18,-2,-1.500000,18.500000,-1.500000,35,planar,0.090764,0.046995,0.001925,0.482225,0.496572,0.021204,0.978796,0.020173,2.551292,18.101367,0.353314,-15.550075,1.003972,2.995521,2.003972,1.991549,3,0.500000,0.333333,0.006851,0.342593,0.280837,0.652768
-2,18,-1,-1.500000,18.500000,-0.500000,35,planar,0.090255,0.045872,0.003000,0.491747,0.475018,0.033235,0.966765,0.023158,2.640034,4.048400,0.352094,-1.408366,0.898130,0.769120,1.898130,-0.129009,4,0.666667,0.666667,0.007089,0.004695,0.428361,0.148068
-2,18,0,-1.500000,18.500000,0.500000,35,planar,0.084537,0.043891,0.001394,0.480814,0.502695,0.016491,0.983509,0.017294,2.475528,4.866916,0.339924,-2.391388,0.840752,0.726760,1.835913,-0.113992,4,0.666667,0.666667,0.003347,0.020202,0.445823,0.160074
-2,18,1,-1.500000,18.500000,1.500000,31,planar,0.082059,0.043681,0.000640,0.467687,0.524514,0.007799,0.992201,0.013188,2.279810,6.578235,0.334360,-4.298425,0.899011,1.418838,1.899011,0.519827,4,0.666667,0.666667,0.002525,0.050858,0.457645,0.192685
-2,18,2,-1.500000,18.500000,2.500000,29,planar,0.076217,0.043619,0.000407,0.427694,0.566960,0.005346,0.994654,0.011065,2.176420,8.385223,0.325351,-6.208803,0.720448,1.863454,1.719449,1.143007,4,0.666667,0.666667,0.005865,0.067438,0.474967,0.215432
-2,18,3,-1.500000,18.500000,3.500000,32,planar,0.127246,0.061935,0.001323,0.513266,0.476334,0.010400,0.989600,0.021848,2.466344,9.847373,0.398508,-7.381029,0.506753,1.699393,1.436165,1.192640,3,0.500000,0.333333,0.011254,0.447761,0.275653,0.774397
-1,-15,4,-0.500000,-14.500000,4.500000,29,planar,0.068832,0.047620,0.000187,0.308170,0.689120,0.002711,0.997289,0.008488,2.049175,38.673396,0.318577,-36.624220,0.390714,4.146282,1.275920,3.755568,1,0.166667,0.000000,0.062659,0.333333,0.068479,0.851256
-1,-13,4,-0.500000,-12.500000,4.500000,47,planar,0.080953,0.045837,0.000351,0.433788,0.561881,0.004331,0.995669,0.010916,2.178657,83.719866,0.337198,-81.541209,0.536670,5.813060,1.524329,5.276390,2,0.333333,0.333333,0.009474,0.052632,0.235649,0.337351
-1,-11,3,-0.500000,-10.500000,3.500000,32,linear,0.092496,0.001564,0.000002,0.983087,0.016894,0.000019,0.999981,0.000633,1.551065,226.008864,0.263935,-224.457799,0.384734,8.675738,1.010305,8.291004,2,0.333333,0.000000,0.000616,0.666667,0.066138,1.134165
-1,-11,4,-0.500000,-10.500000,4.500000,32,linear,0.099126,0.003079,0.000001,0.968938,0.031055,0.000007,0.999993,0.000591,1.690984,68.823133,0.279596,-67.132149,0.318128,7.083233,1.138953,6.765105,4,0.666667,0.333333,0.063945,0.711443,0.179031,1.135579
-1,-11,8,-0.500000,-10.500000,8.500000,31,planar,0.081087,0.020536,0.000908,0.746745,0.242054,0.011202,0.988798,0.011479,2.339379,0.042212,0.298040,2.297167,0.497256,0.784161,1.458289,0.286904,2,0.333333,0.333333,0.014214,0.066667,0.165420,0.359188
-1,-10,4,-0.500000,-9.500000,4.500000,45,linear,0.090965,0.021846,0.000383,0.759842,0.235952,0.004206,0.995794,0.009127,2.172698,55.051543,0.303145,-52.878844,0.491087,4.728454,1.276113,4.237367,3,0.500000,0.333333,0.093700,0.467354,0.193319,0.907251
-1,-10,7,-0.500000,-9.500000,7.500000,44,linear,0.097646,0.020851,0.000173,0.786461,0.211767,0.001772,0.998228,0.007063,2.044085,11.109682,0.310287,-9.065597,0.499781,2.106393,1.256077,1.606612,2,0.333333,0.333333,0.302497,0.104167,0.113235,0.789620
-1,-9,-2,-0.500000,-8.500000,-1.500000,36,linear,0.084764,0.002268,0.000001,0.973248,0.026745,0.000007,0.999993,0.000478,1.636125,0.818395,0.258077,0.817730,0.368473,0.313217,0.926991,-0.055256,3,0.500000,0.333333,0.008114,0.370370,0.154871,0.685027
-1,-8,-2,-0.500000,-7.500000,-1.500000,43,linear,0.083903,0.001789,0.000001,0.978673,0.021316,0.000011,0.999989,0.000511,1.592689,1.751400,0.254149,-0.158711,0.337736,0.110971,0.981364,-0.226765,4,0.666667,0.666667,0.005540,0.173837,0.241224,0.332033
-1,-8,3,-0.500000,-7.500000,3.500000,41,linear,0.061957,0.014328,0.002646,0.768744,0.188548,0.042709,0.957291,0.013293,2.580109,75.586085,0.246004,-73.005977,0.573667,9.562123,1.259796,8.988456,1,0.166667,0.000000,0.096373,0.333333,0.037905,0.896770
-1,-8,5,-0.500000,-7.500000,5.500000,25,linear,0.042129,0.008766,0.000314,0.791913,0.200644,0.007443,0.992557,0.004874,2.028606,4.000224,0.210642,-1.971618,0.518993,1.232486,1.518993,0.713492,2,0.333333,0.000000,0.336195,0.666667,0.058149,1.587197
-1,-8,6,-0.500000,-7.500000,6.500000,19,linear,0.078292,0.000456,0.000006,0.994175,0.005744,0.000081,0.999919,0.000611,1.238165,230.652705,0.238614,-229.414539,0.318014,12.405861,0.944106,12.087846,2,0.333333,0.000000,0.328748,0.666667,0.043528,1.577143
-1,-7,-2,-0.500000,-6.500000,-1.500000,98,planar,0.110884,0.082161,0.000037,0.259032,0.740633,0.000335,0.999665,0.006968,1.994284,2.445146,0.428170,-0.450862,0.423801,0.319803,1.404149,-0.103998,4,0.666667,0.666667,0.005381,0.247002,0.551214,0.412300
-1,-6,-2,-0.500000,-5.500000,-1.500000,118,planar,0.085518,0.060896,0.000030,0.287913,0.711731,0.000356,0.999644,0.005412,1.984853,3.618176,0.362238,-1.633323,0.242130,0.758190,1.030858,0.516060,4,0.666667,0.666667,0.000032,0.148310,0.541650,0.296517
-1,-5,-2,-0.500000,-4.500000,-1.500000,153,planar,0.091605,0.041784,0.000016,0.543866,0.455964,0.000171,0.999829,0.003911,1.968265,3.026104,0.338112,-1.057839,0.323953,0.266718,1.162592,-0.057235,4,0.666667,0.666667,0.000025,0.215280,0.430867,0.370175
-1,-4,-2,-0.500000,-3.500000,-1.500000,448,planar,0.103864,0.078823,0.000026,0.241096,0.758651,0.000253,0.999747,0.005992,1.999063,4.022140,0.399939,-2.023076,0.357986,0.379458,1.113344,0.021472,4,0.666667,0.666667,0.000031,0.276571,0.562006,0.437603
-1,-3,-2,-0.500000,-2.500000,-1.500000,896,planar,0.083617,0.076199,0.000035,0.088708,0.910873,0.000418,0.999582,0.006064,2.006793,5.051217,0.373208,-3.044424,0.282695,0.669961,0.996812,0.387266,4,0.666667,0.666667,0.000096,0.186705,0.627887,0.338839
-1,-2,-2,-0.500000,-1.500000,-1.500000,1002,planar,0.088724,0.025518,0.000063,0.712388,0.286907,0.000705,0.999295,0.005213,2.008013,8.005741,0.309023,-5.997727,0.366610,1.326093,1.104670,0.959483,3,0.500000,0.333333,0.000828,0.338650,0.227714,0.640300
-1,1,-2,-0.500000,1.500000,-1.500000,982,planar,0.091375,0.023090,0.000065,0.747307,0.251985,0.000708,0.999292,0.005149,2.006393,13.216273,0.309327,-11.209880,0.408579,2.109066,1.159761,1.700486,3,0.500000,0.333333,0.000263,0.418385,0.218198,0.727246
-1,2,-2,-0.500000,2.500000,-1.500000,887,planar,0.085352,0.076917,0.000029,0.098825,0.900833,0.000341,0.999659,0.005760,2.001619,11.380641,0.376956,-9.379022,0.257933,1.304296,0.956402,1.046363,4,0.666667,0.666667,0.000109,0.210026,0.623547,0.364510
-1,3,-2,-0.500000,3.500000,-1.500000,374,planar,0.085110,0.069457,0.000019,0.183915,0.815865,0.000219,0.999781,0.004796,1.987190,13.872958,0.368297,-11.885768,0.367199,1.524988,1.133286,1.157788,4,0.666667,0.666667,0.000045,0.238382,0.586798,0.395614
-1,4,-2,-0.500000,4.500000,-1.500000,217,planar,0.087614,0.082461,0.000014,0.058808,0.941034,0.000158,0.999842,0.004644,1.981230,16.337686,0.385597,-14.356456,0.200093,1.689880,0.918537,1.489787,4,0.666667,0.666667,0.000014,0.185000,0.641069,0.336853
-1,5,-2,-0.500000,5.500000,-1.500000,117,planar,0.086167,0.064441,0.000033,0.252144,0.747477,0.000379,0.999621,0.005660,1.987736,17.983120,0.373759,-15.995384,0.366911,1.801875,1.334507,1.434964,4,0.666667,0.666667,0.006447,0.219343,0.553560,0.383314
-1,6,-2,-0.500000,6.500000,-1.500000,51,linear,0.089043,0.000799,0.000002,0.991025,0.008955,0.000020,0.999980,0.000502,1.406723,30.787208,0.258662,-29.380485,0.342901,4.060109,0.970473,3.717208,4,0.666667,0.666667,0.020076,0.188515,0.232447,0.367802
-1,7,-2,-0.500000,7.500000,-1.500000,64,planar,0.153111,0.079998,0.000057,0.477519,0.522111,0.000369,0.999631,0.008848,2.002890,18.680799,0.456456,-16.677909,0.343578,2.161184,1.174810,1.817606,4,0.666667,0.666667,0.007330,0.140210,0.456127,0.297460
-1,8,-2,-0.500000,8.500000,-1.500000,29,linear,0.246958,0.025548,0.000066,0.896548,0.103185,0.000267,0.999733,0.007470,1.950598,17.533418,0.478152,-15.582820,0.403355,2.282916,1.233394,1.879561,4,0.666667,0.666667,0.019821,0.166008,0.272474,0.342700
-1,8,8,-0.500000,8.500000,8.500000,68,planar,0.088652,0.051173,0.000873,0.422765,0.567391,0.009844,0.990156,0.015820,2.399873,12.658939,0.351136,-10.259066,0.716953,2.560735,1.704563,1.843783,3,0.500000,0.333333,0.002710,0.350427,0.303203,0.655795
-1,9,-2,-0.500000,9.500000,-1.500000,24,linear,0.061065,0.002174,0.000000,0.964397,0.035598,0.000005,0.999995,0.000335,1.599573,83.126262,0.210309,-81.526689,0.438374,8.640217,1.081375,8.201843,2,0.333333,0.000000,0.011987,0.666667,0.067589,1.149516
-1,9,8,-0.500000,9.500000,8.500000,50,planar,0.077960,0.046817,0.000301,0.399482,0.596662,0.003856,0.996144,0.010314,2.153587,15.155841,0.330622,-13.002254,0.517664,2.537370,1.492315,2.019706,4,0.666667,0.666667,0.004933,0.062848,0.488565,0.209125
-1,10,4,-0.500000,10.500000,4.500000,30,linear,0.086122,0.004945,0.000001,0.942585,0.057408,0.000007,0.999993,0.000635,1.760211,213.697186,0.265605,-211.936975,0.355493,9.733049,1.138709,9.377556,2,0.333333,0.333333,0.000975,0.074830,0.128978,0.350296
-1,10,8,-0.500000,10.500000,8.500000,48,planar,0.082486,0.067680,0.000199,0.179495,0.818093,0.002413,0.997587,0.010357,2.094867,17.080833,0.368723,-14.985967,0.417601,2.492318,1.401897,2.074718,4,0.666667,0.666667,0.055731,0.186214,0.554548,0.413405
-1,11,3,-0.500000,11.500000,3.500000,52,linear,0.087923,0.015927,0.001165,0.818857,0.167890,0.013254,0.986746,0.011773,2.420392,7.448676,0.296155,-5.028284,0.937378,1.954151,1.934471,1.016773,2,0.333333,0.333333,0.057181,0.088050,0.142834,0.440716
-1,11,6,-0.500000,11.500000,6.500000,36,planar,0.111823,0.041798,0.003015,0.626212,0.346825,0.026963,0.973037,0.024154,2.643189,8.205330,0.360635,-5.562141,0.584956,1.998955,1.509160,1.413998,3,0.500000,0.333333,0.317490,0.365297,0.164177,1.097105
-1,11,7,-0.500000,11.500000,7.500000,19,planar,0.079505,0.036640,0.000463,0.539149,0.455030,0.005820,0.994180,0.011047,2.157505,3.453732,0.317344,-1.296226,0.445976,0.823958,1.439028,0.377982,3,0.500000,0.333333,0.494817,0.363636,0.138211,1.334670
